	domain	domain_len	domain_precison	domain_recall	fold_imp	pos_frac	pos_num	prob
44	SH3_9	23	0.7058823529411765	0.9230769230769231	0.5429864253393666	0.5652173913043478	17	0.05
45	Arm	9	1.0	1.0	1.25	0.4444444444444444	4	0.05
46	Chromo	32	1.0	0.14285714285714285	3.571428571428571	0.21875	1	0.05
47	PDZ	16	1.0	0.6	2.2	0.3125	3	0.05
48	BTB	105	0.0	0.0	0.0	0.047619047619047616	2	0.01
49	MHC_I	111	0.4	0.05405405405405406	0.8	0.3333333333333333	5	0.01
50	FERM_M	115	0.0	0.0	0.0	0.0782608695652174	4	0.01
51	MHC_II_beta	61	0.46153846153846156	0.6666666666666666	1.1025641025641026	0.29508196721311475	26	0.01
52	SH2	36	1.0	0.09090909090909091	2.272727272727273	0.3055555555555556	1	0.01
53	HRM	35	0.0	0.0	0.0	0.05714285714285714	1	0.01
54	UQ_con	129	0.0	0.0	0.0	0.05426356589147287	1	0.01
55	Bromodomain	48	0.3333333333333333	0.25	3.6666666666666665	0.08333333333333333	3	0.01
56	Transglut_core	93	0.0	0.0	0.0	0.03225806451612903	1	0.01
57	Rad60-SLD	42	1.0	1.0	20.0	0.047619047619047616	2	0.01
58	Pkinase	60	0.375	0.6	4.125	0.08333333333333333	8	0.01
59	SH3_1	19	0.8888888888888888	1.0	1.222222222222222	0.42105263157894735	9	0.01
60	HEAT_EZ	20	1.0	0.125	1.5	0.4	1	0.01
61	Clathrin_propel	24	0.0	0.0	0.0	0.08333333333333333	4	0.01
62	Peptidase_C14	174	1.0	0.09090909090909091	14.818181818181818	0.06321839080459771	1	0.01
63	Lipocalin	113	0.0	0.0	0.0	0.04424778761061947	1	0.01
64	JmjC	74	0.0	0.0	0.0	0.06756756756756757	2	0.01
65	WH1	93	0.25	0.6	4.4	0.053763440860215055	12	0.01
66	Y_phosphatase	179	0.1206896551724138	0.7	2.0396551724137932	0.055865921787709494	58	0.01
67	BIR	66	0.16666666666666666	0.1111111111111111	1.0555555555555556	0.13636363636363635	6	0.01
68	SPRY	105	0.2	0.3333333333333333	6.800000000000001	0.02857142857142857	5	0.01
69	Hormone_recep	109	0.0	0.0	0.0	0.009174311926605505	5	0.01
70	IRS	61	0.0	0.0	0.0	0.04918032786885246	1	0.01
71	Kelch_1	42	0.07894736842105263	1.0	1.026315789473684	0.07142857142857142	38	0.01
72	TPR_10	35	1.0	0.2	6.0	0.14285714285714285	1	0.01
73	Filamin	81	0.0	0.0	0.0	0.024691358024691357	3	0.01
74	Ank_5	37	0.25	1.0	1.6	0.13513513513513514	20	0.01
75	PPTA	26	0.4	0.5	2.2	0.15384615384615385	5	0.01
76	HEAT	8	0.8	1.0	0.8	0.5	5	0.01
77	RRM_1	28	0.09090909090909091	1.0	1.1818181818181819	0.07142857142857142	22	0.01
78	FKBP_C	84	0.25	0.6	3.9499999999999997	0.05952380952380952	12	0.01
79	Hist_deacetyl	278	0.19444444444444445	0.5	3.6666666666666665	0.050359712230215826	36	0.01
80	DUF1986	96	0.2	0.6666666666666666	6.2	0.03125	10	0.01
81	Phospholip_A2_1	93	0.0	0.0	0.0	0.0967741935483871	11	0.01
82	PTCB-BRCT	40	0.045454545454545456	1.0	1.772727272727273	0.025	22	0.01
83	Peptidase_C1	197	0.25	0.3333333333333333	7.958333333333334	0.030456852791878174	8	0.01
84	WW	23	0.5	0.8181818181818182	0.5454545454545455	0.4782608695652174	18	0.01
85	Fibrinogen_C	219	0.06451612903225806	0.16666666666666666	1.1129032258064515	0.0547945205479452	31	0.01
86	PWWP	73	0.1388888888888889	1.0	1.8888888888888888	0.0684931506849315	36	0.01
87	SH3_9	23	0.6190476190476191	1.0	0.47619047619047616	0.5652173913043478	21	0.01
88	Arm	9	1.0	1.0	1.25	0.4444444444444444	4	0.01
89	Helicase_C	97	0.0	0.0	0.0	0.05154639175257732	1	0.01
90	Chromo	32	0.3333333333333333	0.14285714285714285	1.1904761904761902	0.21875	3	0.01
91	MHC_II_alpha	54	0.375	0.2	0.975	0.2777777777777778	8	0.01
92	PDZ	16	0.6666666666666666	0.8	1.4666666666666666	0.3125	6	0.01
93	BTB	105	0.0	0.0	0.0	0.047619047619047616	5	0.005
94	MHC_I	111	0.6428571428571429	0.24324324324324326	1.2857142857142858	0.3333333333333333	14	0.005
95	FERM_M	115	0.0	0.0	0.0	0.0782608695652174	6	0.005
96	MHC_II_beta	61	0.40625	0.7222222222222222	0.970486111111111	0.29508196721311475	32	0.005
97	SH2	36	1.0	0.18181818181818182	2.272727272727273	0.3055555555555556	2	0.005
98	HRM	35	0.5	0.5	8.25	0.05714285714285714	2	0.005
99	UQ_con	129	0.0	0.0	0.0	0.05426356589147287	6	0.005
100	Bromodomain	48	0.4	0.5	4.4	0.08333333333333333	5	0.005
101	Transglut_core	93	0.6666666666666666	0.6666666666666666	20.0	0.03225806451612903	3	0.005
102	Rad60-SLD	42	1.0	1.0	20.0	0.047619047619047616	2	0.005
103	Pro_isomerase	120	1.0	0.2	11.0	0.08333333333333333	2	0.005
104	CAP_GLY	60	0.0	0.0	0.0	0.26666666666666666	1	0.005
105	Pkinase	60	0.22727272727272727	1.0	2.5	0.08333333333333333	22	0.005
106	2OG-FeII_Oxy_3	80	0.0	0.0	0.0	0.0875	1	0.005
107	SH3_1	19	0.7272727272727273	1.0	1.0	0.42105263157894735	11	0.005
108	HEAT_EZ	20	1.0	0.25	1.5	0.4	2	0.005
109	Clathrin_propel	24	0.09523809523809523	1.0	1.0476190476190474	0.08333333333333333	21	0.005
110	PHD_2	12	0.0	0.0	0.0	0.08333333333333333	2	0.005
111	Peptidase_C14	174	0.3333333333333333	0.18181818181818182	4.9393939393939394	0.06321839080459771	6	0.005
112	Lipocalin	113	0.0	0.0	0.0	0.04424778761061947	2	0.005
113	JmjC	74	0.045454545454545456	0.2	0.6272727272727273	0.06756756756756757	22	0.005
114	WH1	93	0.1724137931034483	1.0	3.03448275862069	0.053763440860215055	29	0.005
115	Y_phosphatase	179	0.08130081300813008	1.0	1.3739837398373984	0.055865921787709494	123	0.005
116	BIR	66	0.25	0.4444444444444444	1.5833333333333335	0.13636363636363635	16	0.005
117	SPRY	105	0.18181818181818182	0.6666666666666666	6.181818181818182	0.02857142857142857	11	0.005
118	Hormone_recep	109	0.0	0.0	0.0	0.009174311926605505	23	0.005
119	IRS	61	0.4	0.6666666666666666	7.733333333333334	0.04918032786885246	5	0.005
120	Kelch_1	42	0.07317073170731707	1.0	0.9512195121951218	0.07142857142857142	41	0.005
121	TPR_10	35	0.4	0.4	2.4000000000000004	0.14285714285714285	5	0.005
122	ubiquitin	41	0.0	0.0	0.0	0.04878048780487805	4	0.005
123	Filamin	81	0.0	0.0	0.0	0.024691358024691357	25	0.005
124	Ank_5	37	0.17857142857142858	1.0	1.1428571428571428	0.13513513513513514	28	0.005
125	PPTA	26	0.3333333333333333	0.75	1.8333333333333333	0.15384615384615385	9	0.005
126	HEAT	8	0.8	1.0	0.8	0.5	5	0.005
127	RRM_1	28	0.07692307692307693	1.0	1.0	0.07142857142857142	26	0.005
128	FKBP_C	84	0.1	0.6	1.58	0.05952380952380952	30	0.005
129	Hist_deacetyl	278	0.16071428571428573	0.6428571428571429	3.0306122448979593	0.050359712230215826	56	0.005
130	DUF1986	96	0.05263157894736842	0.6666666666666666	1.631578947368421	0.03125	38	0.005
131	Phospholip_A2_1	93	0.15217391304347827	0.7777777777777778	1.4202898550724639	0.0967741935483871	46	0.005
132	PTCB-BRCT	40	0.03571428571428571	1.0	1.3928571428571428	0.025	28	0.005
133	Peptidase_C1	197	0.18181818181818182	1.0	5.787878787878788	0.030456852791878174	33	0.005
134	WW	23	0.5238095238095238	1.0	0.5714285714285715	0.4782608695652174	21	0.005
135	Fibrinogen_C	219	0.109375	0.5833333333333334	1.88671875	0.0547945205479452	64	0.005
136	PWWP	73	0.09433962264150944	1.0	1.2830188679245285	0.0684931506849315	53	0.005
137	SH3_9	23	0.5909090909090909	1.0	0.45454545454545453	0.5652173913043478	22	0.005
138	Acetyltransf_1	83	0.0	0.0	0.0	0.04819277108433735	1	0.005
139	Arm	9	0.6666666666666666	1.0	0.8333333333333333	0.4444444444444444	6	0.005
140	Helicase_C	97	0.0	0.0	0.0	0.05154639175257732	7	0.005
141	Peptidase_M10	137	1.0	0.3333333333333333	21.833333333333332	0.043795620437956206	2	0.005
142	Chromo	32	0.3333333333333333	0.2857142857142857	1.1904761904761902	0.21875	6	0.005
143	MHC_II_alpha	54	0.4444444444444444	0.26666666666666666	1.1555555555555554	0.2777777777777778	9	0.005
144	PDZ	16	0.5	0.8	1.1	0.3125	8	0.005
145	ANAPC3	32	0.5	1.0	15.5	0.03125	2	0.005
146	Neur_chan_LBD	165	0.0	0.0	0.0	0.01818181818181818	5	0.001
147	7TM_GPCR_Srsx	234	0.0	0.0	0.0	0.008547008547008548	14	0.001
148	BTB	105	0.05555555555555555	0.6	1.111111111111111	0.047619047619047616	54	0.001
149	MHC_I	111	0.41379310344827586	0.972972972972973	0.8275862068965517	0.3333333333333333	87	0.001
150	Asp	184	0.5	0.5	14.833333333333334	0.03260869565217391	6	0.001
151	FERM_M	115	0.08333333333333333	0.2222222222222222	0.9814814814814815	0.0782608695652174	24	0.001
152	MHC_II_beta	61	0.3103448275862069	1.0	0.7413793103448276	0.29508196721311475	58	0.001
153	SH2	36	0.5	0.7272727272727273	1.1363636363636365	0.3055555555555556	16	0.001
154	HRM	35	0.14285714285714285	0.5	2.3571428571428568	0.05714285714285714	7	0.001
155	PID	86	0.0	0.0	0.0	0.08139534883720931	3	0.001
156	UQ_con	129	0.06451612903225806	0.2857142857142857	1.1244239631336406	0.05426356589147287	31	0.001
157	Bromodomain	48	0.06451612903225806	0.5	0.7096774193548386	0.08333333333333333	31	0.001
158	Peptidase_M14	267	0.0	0.0	0.0	0.018726591760299626	30	0.001
159	Transglut_core	93	0.10526315789473684	0.6666666666666666	3.1578947368421053	0.03225806451612903	19	0.001
160	Rad60-SLD	42	0.125	1.0	2.5	0.047619047619047616	16	0.001
161	Pro_isomerase	120	0.3888888888888889	0.7	4.277777777777778	0.08333333333333333	18	0.001
162	CAP_GLY	60	0.38461538461538464	0.3125	1.0576923076923077	0.26666666666666666	13	0.001
163	Pkinase	60	0.1111111111111111	1.0	1.222222222222222	0.08333333333333333	45	0.001
164	PCI	79	0.0	0.0	0.0	0.012658227848101266	10	0.001
165	2OG-FeII_Oxy_3	80	0.21052631578947367	0.5714285714285714	2.1954887218045114	0.0875	19	0.001
166	SH3_1	19	0.5	1.0	0.6875	0.42105263157894735	16	0.001
167	HEAT_EZ	20	0.7777777777777778	0.875	1.1666666666666667	0.4	9	0.001
168	Clathrin_propel	24	0.08333333333333333	1.0	0.9166666666666666	0.08333333333333333	24	0.001
169	PHD_2	12	0.08333333333333333	1.0	0.9166666666666666	0.08333333333333333	12	0.001
170	Peptidase_C14	174	0.09090909090909091	0.6363636363636364	1.3471074380165289	0.06321839080459771	77	0.001
171	Lipocalin	113	0.02040816326530612	0.2	0.44081632653061226	0.04424778761061947	49	0.001
172	JmjC	74	0.06756756756756757	1.0	0.9324324324324325	0.06756756756756757	74	0.001
173	WH1	93	0.056818181818181816	1.0	1.0	0.053763440860215055	88	0.001
174	Y_phosphatase	179	0.055865921787709494	1.0	0.9441340782122905	0.055865921787709494	179	0.001
175	BIR	66	0.16981132075471697	1.0	1.0754716981132075	0.13636363636363635	53	0.001
176	SPRY	105	0.041666666666666664	1.0	1.4166666666666665	0.02857142857142857	72	0.001
177	Hormone_recep	109	0.010526315789473684	1.0	1.1368421052631579	0.009174311926605505	95	0.001
178	IRS	61	0.06818181818181818	1.0	1.3181818181818181	0.04918032786885246	44	0.001
179	Kelch_1	42	0.07142857142857142	1.0	0.9285714285714285	0.07142857142857142	42	0.001
180	TPR_10	35	0.14285714285714285	1.0	0.8571428571428571	0.14285714285714285	35	0.001
181	ubiquitin	41	0.058823529411764705	1.0	1.1470588235294117	0.04878048780487805	34	0.001
182	MIT	28	0.18181818181818182	0.8	0.8363636363636364	0.17857142857142858	22	0.001
183	Filamin	81	0.02531645569620253	1.0	1.0	0.024691358024691357	79	0.001
184	Ank_5	37	0.13513513513513514	1.0	0.8648648648648649	0.13513513513513514	37	0.001
185	PPTA	26	0.19047619047619047	1.0	1.0476190476190474	0.15384615384615385	21	0.001
186	HEAT	8	0.5	1.0	0.5	0.5	8	0.001
187	RRM_1	28	0.07142857142857142	1.0	0.9285714285714285	0.07142857142857142	28	0.001
188	FKBP_C	84	0.06172839506172839	1.0	0.9753086419753085	0.05952380952380952	81	0.001
189	MFS_1	337	0.0	0.0	0.0	0.01483679525222552	26	0.001
190	Hist_deacetyl	278	0.05761316872427984	1.0	1.0864197530864197	0.050359712230215826	243	0.001
191	DUF1986	96	0.03125	1.0	0.96875	0.03125	96	0.001
192	Phospholip_A2_1	93	0.0967741935483871	1.0	0.9032258064516129	0.0967741935483871	93	0.001
193	PTCB-BRCT	40	0.025	1.0	0.9750000000000001	0.025	40	0.001
194	Peptidase_C1	197	0.03296703296703297	1.0	1.0494505494505495	0.030456852791878174	182	0.001
195	WW	23	0.4782608695652174	1.0	0.5217391304347826	0.4782608695652174	23	0.001
196	Fibrinogen_C	219	0.05687203791469194	1.0	0.9810426540284359	0.0547945205479452	211	0.001
197	PWWP	73	0.0684931506849315	1.0	0.9315068493150684	0.0684931506849315	73	0.001
198	SH3_9	23	0.5652173913043478	1.0	0.4347826086956521	0.5652173913043478	23	0.001
199	Acetyltransf_1	83	0.15384615384615385	0.5	3.0384615384615388	0.04819277108433735	13	0.001
200	Arm	9	0.6666666666666666	1.0	0.8333333333333333	0.4444444444444444	6	0.001
201	VWA	175	0.75	0.25	10.1875	0.06857142857142857	4	0.001
202	Helicase_C	97	0.0851063829787234	0.8	1.5659574468085107	0.05154639175257732	47	0.001
203	fn3	65	0.2	0.4	2.4000000000000004	0.07692307692307693	10	0.001
204	Cyclin_N	104	0.09090909090909091	1.0	9.363636363636365	0.009615384615384616	11	0.001
205	Peptidase_M10	137	0.3333333333333333	0.8333333333333334	7.277777777777778	0.043795620437956206	15	0.001
206	FHA	55	0.0	0.0	0.0	0.14545454545454545	2	0.001
207	Spin-Ssty	37	0.5	0.25	4.125	0.10810810810810811	2	0.001
208	Chromo	32	0.375	0.42857142857142855	1.3392857142857142	0.21875	8	0.001
209	Lectin_C	96	0.0	0.0	0.0	0.010416666666666666	5	0.001
210	Methyltransf_11	91	0.0	0.0	0.0	0.01098901098901099	1	0.001
211	MHC_II_alpha	54	0.3333333333333333	0.8	0.8666666666666666	0.2777777777777778	36	0.001
212	fn1	22	0.14285714285714285	1.0	3.0	0.045454545454545456	7	0.001
213	PDZ	16	0.36363636363636365	0.8	0.8	0.3125	11	0.001
214	ANAPC3	32	0.07142857142857142	1.0	2.2142857142857144	0.03125	14	0.001
215	Neur_chan_LBD	165	0.01818181818181818	1.0	0.9818181818181818	0.01818181818181818	165	0.0
216	7TM_GPCR_Srsx	234	0.008547008547008548	1.0	0.9914529914529916	0.008547008547008548	234	0.0
217	BTB	105	0.047619047619047616	1.0	0.9523809523809523	0.047619047619047616	105	0.0
218	MHC_I	111	0.3333333333333333	1.0	0.6666666666666666	0.3333333333333333	111	0.0
219	Asp	184	0.03260869565217391	1.0	0.967391304347826	0.03260869565217391	184	0.0
220	FERM_M	115	0.0782608695652174	1.0	0.9217391304347827	0.0782608695652174	115	0.0
221	MHC_II_beta	61	0.29508196721311475	1.0	0.7049180327868853	0.29508196721311475	61	0.0
222	SH2	36	0.3055555555555556	1.0	0.6944444444444445	0.3055555555555556	36	0.0
223	HRM	35	0.05714285714285714	1.0	0.9428571428571428	0.05714285714285714	35	0.0
224	PID	86	0.08139534883720931	1.0	0.9186046511627908	0.08139534883720931	86	0.0
225	UQ_con	129	0.05426356589147287	1.0	0.9457364341085271	0.05426356589147287	129	0.0
226	Bromodomain	48	0.08333333333333333	1.0	0.9166666666666666	0.08333333333333333	48	0.0
227	Peptidase_M14	267	0.018726591760299626	1.0	0.9812734082397003	0.018726591760299626	267	0.0
228	Proteasome	168	0.005952380952380952	1.0	0.994047619047619	0.005952380952380952	168	0.0
229	Adap_comp_sub	248	0.008064516129032258	1.0	0.9919354838709676	0.008064516129032258	248	0.0
230	Transglut_core	93	0.03225806451612903	1.0	0.967741935483871	0.03225806451612903	93	0.0
231	Rad60-SLD	42	0.047619047619047616	1.0	0.9523809523809523	0.047619047619047616	42	0.0
232	Pro_isomerase	120	0.08333333333333333	1.0	0.9166666666666666	0.08333333333333333	120	0.0
233	CAP_GLY	60	0.26666666666666666	1.0	0.7333333333333333	0.26666666666666666	60	0.0
234	Pkinase	60	0.08333333333333333	1.0	0.9166666666666666	0.08333333333333333	60	0.0
235	PCI	79	0.012658227848101266	1.0	0.9873417721518988	0.012658227848101266	79	0.0
236	2OG-FeII_Oxy_3	80	0.0875	1.0	0.9125	0.0875	80	0.0
237	SH3_1	19	0.42105263157894735	1.0	0.5789473684210525	0.42105263157894735	19	0.0
238	HEAT_EZ	20	0.4	1.0	0.6000000000000001	0.4	20	0.0
239	Clathrin_propel	24	0.08333333333333333	1.0	0.9166666666666666	0.08333333333333333	24	0.0
240	PHD_2	12	0.08333333333333333	1.0	0.9166666666666666	0.08333333333333333	12	0.0
241	Peptidase_C14	174	0.06321839080459771	1.0	0.9367816091954024	0.06321839080459771	174	0.0
242	Lipocalin	113	0.04424778761061947	1.0	0.9557522123893806	0.04424778761061947	113	0.0
243	JmjC	74	0.06756756756756757	1.0	0.9324324324324325	0.06756756756756757	74	0.0
244	WH1	93	0.053763440860215055	1.0	0.946236559139785	0.053763440860215055	93	0.0
245	Y_phosphatase	179	0.055865921787709494	1.0	0.9441340782122905	0.055865921787709494	179	0.0
246	BIR	66	0.13636363636363635	1.0	0.8636363636363636	0.13636363636363635	66	0.0
247	SPRY	105	0.02857142857142857	1.0	0.9714285714285714	0.02857142857142857	105	0.0
248	Hormone_recep	109	0.009174311926605505	1.0	0.9908256880733946	0.009174311926605505	109	0.0
249	IRS	61	0.04918032786885246	1.0	0.9508196721311475	0.04918032786885246	61	0.0
250	Kelch_1	42	0.07142857142857142	1.0	0.9285714285714285	0.07142857142857142	42	0.0
251	TPR_10	35	0.14285714285714285	1.0	0.8571428571428571	0.14285714285714285	35	0.0
252	ubiquitin	41	0.04878048780487805	1.0	0.951219512195122	0.04878048780487805	41	0.0
253	MIT	28	0.17857142857142858	1.0	0.8214285714285715	0.17857142857142858	28	0.0
254	Filamin	81	0.024691358024691357	1.0	0.9753086419753086	0.024691358024691357	81	0.0
255	Ank_5	37	0.13513513513513514	1.0	0.8648648648648649	0.13513513513513514	37	0.0
256	PPTA	26	0.15384615384615385	1.0	0.8461538461538461	0.15384615384615385	26	0.0
257	HEAT	8	0.5	1.0	0.5	0.5	8	0.0
258	RRM_1	28	0.07142857142857142	1.0	0.9285714285714285	0.07142857142857142	28	0.0
259	FKBP_C	84	0.05952380952380952	1.0	0.9404761904761904	0.05952380952380952	84	0.0
260	MFS_1	337	0.01483679525222552	1.0	0.9851632047477745	0.01483679525222552	337	0.0
261	Hist_deacetyl	278	0.050359712230215826	1.0	0.9496402877697842	0.050359712230215826	278	0.0
262	DUF1986	96	0.03125	1.0	0.96875	0.03125	96	0.0
263	Phospholip_A2_1	93	0.0967741935483871	1.0	0.9032258064516129	0.0967741935483871	93	0.0
264	PTCB-BRCT	40	0.025	1.0	0.9750000000000001	0.025	40	0.0
265	Peptidase_C1	197	0.030456852791878174	1.0	0.969543147208122	0.030456852791878174	197	0.0
266	WW	23	0.4782608695652174	1.0	0.5217391304347826	0.4782608695652174	23	0.0
267	Fibrinogen_C	219	0.0547945205479452	1.0	0.9452054794520547	0.0547945205479452	219	0.0
268	PWWP	73	0.0684931506849315	1.0	0.9315068493150684	0.0684931506849315	73	0.0
269	SH3_9	23	0.5652173913043478	1.0	0.4347826086956521	0.5652173913043478	23	0.0
270	Acetyltransf_1	83	0.04819277108433735	1.0	0.9518072289156627	0.04819277108433735	83	0.0
271	Arm	9	0.4444444444444444	1.0	0.5555555555555555	0.4444444444444444	9	0.0
272	VWA	175	0.06857142857142857	1.0	0.9314285714285714	0.06857142857142857	175	0.0
273	Helicase_C	97	0.05154639175257732	1.0	0.9484536082474226	0.05154639175257732	97	0.0
274	fn3	65	0.07692307692307693	1.0	0.9230769230769231	0.07692307692307693	65	0.0
275	Cyclin_N	104	0.009615384615384616	1.0	0.9903846153846155	0.009615384615384616	104	0.0
276	Peptidase_M10	137	0.043795620437956206	1.0	0.9562043795620438	0.043795620437956206	137	0.0
277	FHA	55	0.14545454545454545	1.0	0.8545454545454545	0.14545454545454545	55	0.0
278	Spin-Ssty	37	0.10810810810810811	1.0	0.8918918918918919	0.10810810810810811	37	0.0
279	Chromo	32	0.21875	1.0	0.7812499999999999	0.21875	32	0.0
280	Lectin_C	96	0.010416666666666666	1.0	0.9895833333333333	0.010416666666666666	96	0.0
281	Methyltransf_11	91	0.01098901098901099	1.0	0.989010989010989	0.01098901098901099	91	0.0
282	Recep_L_domain	90	0.06666666666666667	1.0	0.9333333333333333	0.06666666666666667	90	0.0
283	MHC_II_alpha	54	0.2777777777777778	1.0	0.7222222222222222	0.2777777777777778	54	0.0
284	fn1	22	0.045454545454545456	1.0	0.9545454545454546	0.045454545454545456	22	0.0
285	PDZ	16	0.3125	1.0	0.6875	0.3125	16	0.0
286	ANAPC3	32	0.03125	1.0	0.96875	0.03125	32	0.0
