	domain	domain_len	domain_precison	domain_recall	fold_imp	pos_frac	pos_num	prob
45	RRM_1	48	1.0	0.14285714285714285	5.857142857142857	0.14583333333333334	1	0.4
46	zf-C2H2_4	13	1.0	0.09090909090909091	0.18181818181818182	0.8461538461538461	1	0.4
47	HMG_box	51	0.7777777777777778	0.56	0.8088888888888889	0.49019607843137253	18	0.4
48	zf-H2C2_2	13	1.0	0.4	0.3	0.7692307692307693	4	0.4
49	Pou	69	0.6	0.16666666666666666	1.6999999999999997	0.2608695652173913	5	0.4
50	MH1	91	0.0	0.0	0.0	0.14285714285714285	2	0.3
51	HLH	49	1.0	0.8421052631578947	1.5789473684210527	0.3877551020408163	16	0.3
52	zf-C4	56	0.8181818181818182	0.47368421052631576	1.5933014354066988	0.3392857142857143	11	0.3
53	KH_1	48	0.0	0.0	0.0	0.14583333333333334	1	0.3
54	Homeobox	9	1.0	0.875	0.125	0.8888888888888888	7	0.3
55	Forkhead	72	1.0	0.0625	3.5	0.2222222222222222	1	0.3
56	bZIP_1	63	0.6666666666666666	0.8571428571428571	2.3333333333333335	0.2222222222222222	18	0.3
57	Ets	81	0.7894736842105263	0.6	1.768421052631579	0.30864197530864196	19	0.3
58	RRM_1	48	1.0	0.14285714285714285	5.857142857142857	0.14583333333333334	1	0.3
59	zf-C2H2_4	13	1.0	0.09090909090909091	0.18181818181818182	0.8461538461538461	1	0.3
60	HMG_box	51	0.75	0.6	0.78	0.49019607843137253	20	0.3
61	zf-H2C2_2	13	1.0	0.7	0.3	0.7692307692307693	7	0.3
62	Pou	69	0.625	0.2777777777777778	1.7708333333333333	0.2608695652173913	8	0.3
63	MH1	91	0.25	0.07692307692307693	1.5	0.14285714285714285	4	0.2
64	HLH	49	0.9411764705882353	0.8421052631578947	1.4860681114551084	0.3877551020408163	17	0.2
65	zf-C4	56	0.8	0.631578947368421	1.5578947368421054	0.3392857142857143	15	0.2
66	KH_1	48	0.6666666666666666	0.2857142857142857	3.904761904761904	0.14583333333333334	3	0.2
67	Homeobox	9	1.0	0.875	0.125	0.8888888888888888	7	0.2
68	Forkhead	72	0.6666666666666666	0.125	2.3333333333333335	0.2222222222222222	3	0.2
69	GATA	33	1.0	0.125	1.0625	0.48484848484848486	2	0.2
70	bZIP_1	63	0.5714285714285714	0.8571428571428571	2.0	0.2222222222222222	21	0.2
71	Ets	81	0.7692307692307693	0.8	1.7230769230769232	0.30864197530864196	26	0.2
72	RRM_1	48	1.0	0.42857142857142855	5.857142857142857	0.14583333333333334	3	0.2
73	zf-C2H2_4	13	1.0	0.09090909090909091	0.18181818181818182	0.8461538461538461	1	0.2
74	HMG_box	51	0.7391304347826086	0.68	0.768695652173913	0.49019607843137253	23	0.2
75	zf-H2C2_2	13	0.875	0.7	0.2625	0.7692307692307693	8	0.2
76	Pou	69	0.5454545454545454	0.3333333333333333	1.5454545454545452	0.2608695652173913	11	0.2
77	MH1	91	0.4	0.3076923076923077	2.4000000000000004	0.14285714285714285	10	0.1
78	HLH	49	0.8571428571428571	0.9473684210526315	1.3533834586466165	0.3877551020408163	21	0.1
79	zf-C4	56	0.8235294117647058	0.7368421052631579	1.6037151702786379	0.3392857142857143	17	0.1
80	KH_1	48	0.5	0.5714285714285714	2.9285714285714284	0.14583333333333334	8	0.1
81	Homeobox	9	1.0	1.0	0.125	0.8888888888888888	8	0.1
82	zf-CCHC	17	0.6666666666666666	0.2857142857142857	0.9523809523809524	0.4117647058823529	3	0.1
83	Forkhead	72	0.8333333333333334	0.3125	2.916666666666667	0.2222222222222222	6	0.1
84	GATA	33	0.6666666666666666	0.125	0.7083333333333333	0.48484848484848486	3	0.1
85	bZIP_1	63	0.5416666666666666	0.9285714285714286	1.8958333333333333	0.2222222222222222	24	0.1
86	Ets	81	0.6363636363636364	0.84	1.4254545454545453	0.30864197530864196	33	0.1
87	RRM_1	48	0.8571428571428571	0.8571428571428571	5.020408163265305	0.14583333333333334	7	0.1
88	zf-C2H2_4	13	1.0	0.2727272727272727	0.18181818181818182	0.8461538461538461	3	0.1
89	zf-H2C2_5	24	0.5	0.13333333333333333	0.3	0.625	4	0.1
90	HMG_box	51	0.6538461538461539	0.68	0.6799999999999999	0.49019607843137253	26	0.1
91	zf-H2C2_2	13	0.9	0.9	0.27	0.7692307692307693	10	0.1
92	Pou	69	0.5333333333333333	0.4444444444444444	1.511111111111111	0.2608695652173913	15	0.1
93	MH1	91	0.4117647058823529	0.5384615384615384	2.4705882352941178	0.14285714285714285	17	0.05
94	HLH	49	0.7916666666666666	1.0	1.25	0.3877551020408163	24	0.05
95	zf-C4	56	0.6956521739130435	0.8421052631578947	1.3546910755148742	0.3392857142857143	23	0.05
96	KH_1	48	0.38461538461538464	0.7142857142857143	2.2527472527472527	0.14583333333333334	13	0.05
97	Homeobox	9	1.0	1.0	0.125	0.8888888888888888	8	0.05
98	zf-CCHC	17	0.6	0.42857142857142855	0.8571428571428572	0.4117647058823529	5	0.05
99	Forkhead	72	0.8888888888888888	0.5	3.111111111111111	0.2222222222222222	9	0.05
100	GATA	33	0.4166666666666667	0.3125	0.44270833333333337	0.48484848484848486	12	0.05
101	bZIP_1	63	0.5384615384615384	1.0	1.8846153846153846	0.2222222222222222	26	0.05
102	Ets	81	0.6	0.84	1.3439999999999999	0.30864197530864196	35	0.05
103	RRM_1	48	0.6666666666666666	0.8571428571428571	3.904761904761904	0.14583333333333334	9	0.05
104	zf-C2H2_4	13	1.0	0.2727272727272727	0.18181818181818182	0.8461538461538461	3	0.05
105	zf-H2C2_5	24	0.6666666666666666	0.26666666666666666	0.39999999999999997	0.625	6	0.05
106	HMG_box	51	0.6129032258064516	0.76	0.6374193548387097	0.49019607843137253	31	0.05
107	zf-H2C2_2	13	0.8333333333333334	1.0	0.25	0.7692307692307693	12	0.05
108	Pou	69	0.42857142857142855	0.5	1.2142857142857142	0.2608695652173913	21	0.05
109	MH1	91	0.2682926829268293	0.8461538461538461	1.6097560975609757	0.14285714285714285	41	0.01
110	TPR_1	33	0.5	0.3333333333333333	2.25	0.18181818181818182	4	0.01
111	HLH	49	0.6129032258064516	1.0	0.967741935483871	0.3877551020408163	31	0.01
112	zf-CXXC	46	1.0	0.23529411764705882	1.7058823529411766	0.3695652173913043	4	0.01
113	zf-C4	56	0.4318181818181818	1.0	0.8409090909090909	0.3392857142857143	44	0.01
114	KH_1	48	0.25925925925925924	1.0	1.5185185185185184	0.14583333333333334	27	0.01
115	Homeobox	9	1.0	1.0	0.125	0.8888888888888888	8	0.01
116	zf-CCHC	17	0.6666666666666666	0.8571428571428571	0.9523809523809524	0.4117647058823529	9	0.01
117	Forkhead	72	0.6875	0.6875	2.40625	0.2222222222222222	16	0.01
118	T-box	179	0.8888888888888888	0.32	5.475555555555555	0.13966480446927373	9	0.01
119	GATA	33	0.5517241379310345	1.0	0.5862068965517241	0.48484848484848486	29	0.01
120	bZIP_1	63	0.4666666666666667	1.0	1.6333333333333335	0.2222222222222222	30	0.01
121	CSD	66	0.5714285714285714	0.26666666666666666	1.9428571428571426	0.22727272727272727	7	0.01
122	Ets	81	0.5106382978723404	0.96	1.1438297872340424	0.30864197530864196	47	0.01
123	Myb_DNA-bind_6	48	1.0	0.08333333333333333	3.0	0.25	1	0.01
124	RRM_1	48	0.4117647058823529	1.0	2.411764705882353	0.14583333333333334	17	0.01
125	zf-C2H2_4	13	1.0	0.8181818181818182	0.18181818181818182	0.8461538461538461	9	0.01
126	zf-H2C2_5	24	0.7	0.4666666666666667	0.41999999999999993	0.625	10	0.01
127	HMG_box	51	0.5833333333333334	0.84	0.6066666666666667	0.49019607843137253	36	0.01
128	Histone	93	1.0	0.13333333333333333	5.199999999999999	0.16129032258064516	2	0.01
129	zf-H2C2_2	13	0.7692307692307693	1.0	0.23076923076923078	0.7692307692307693	13	0.01
130	Helicase_C	55	0.0	0.0	0.0	0.21818181818181817	1	0.01
131	Pou	69	0.36666666666666664	0.6111111111111112	1.0388888888888888	0.2608695652173913	30	0.01
132	MH1	91	0.26	1.0	1.56	0.14285714285714285	50	0.005
133	RNase_T	114	1.0	0.06666666666666667	6.6	0.13157894736842105	1	0.005
134	TPR_1	33	0.5	0.8333333333333334	2.25	0.18181818181818182	10	0.005
135	HLH	49	0.5135135135135135	1.0	0.8108108108108109	0.3877551020408163	37	0.005
136	zf-CXXC	46	1.0	0.35294117647058826	1.7058823529411766	0.3695652173913043	6	0.005
137	zf-C4	56	0.3877551020408163	1.0	0.7551020408163266	0.3392857142857143	49	0.005
138	KH_1	48	0.2	1.0	1.1714285714285715	0.14583333333333334	35	0.005
139	Homeobox	9	1.0	1.0	0.125	0.8888888888888888	8	0.005
140	zf-CCHC	17	0.7	1.0	1.0	0.4117647058823529	10	0.005
141	Forkhead	72	0.5652173913043478	0.8125	1.9782608695652173	0.2222222222222222	23	0.005
142	T-box	179	0.8	0.48	4.928	0.13966480446927373	15	0.005
143	GATA	33	0.48484848484848486	1.0	0.5151515151515151	0.48484848484848486	33	0.005
144	bZIP_1	63	0.4	1.0	1.4000000000000001	0.2222222222222222	35	0.005
145	CSD	66	0.5625	0.6	1.9124999999999999	0.22727272727272727	16	0.005
146	Ets	81	0.5	1.0	1.1199999999999999	0.30864197530864196	50	0.005
147	Myb_DNA-bind_6	48	1.0	0.25	3.0	0.25	3	0.005
148	RRM_1	48	0.2413793103448276	1.0	1.4137931034482758	0.14583333333333334	29	0.005
149	zf-C2H2_4	13	1.0	1.0	0.18181818181818182	0.8461538461538461	11	0.005
150	zf-H2C2_5	24	0.75	0.6	0.44999999999999996	0.625	12	0.005
151	HMG_box	51	0.5609756097560976	0.92	0.5834146341463415	0.49019607843137253	41	0.005
152	Histone	93	0.5714285714285714	0.26666666666666666	2.971428571428571	0.16129032258064516	7	0.005
153	zf-H2C2_2	13	0.7692307692307693	1.0	0.23076923076923078	0.7692307692307693	13	0.005
154	Helicase_C	55	0.0	0.0	0.0	0.21818181818181817	2	0.005
155	Pou	69	0.3939393939393939	0.7222222222222222	1.1161616161616161	0.2608695652173913	33	0.005
156	MH1	91	0.18571428571428572	1.0	1.1142857142857143	0.14285714285714285	70	0.001
157	GTP_EFTU_D2	67	0.0	0.0	0.0	0.014925373134328358	1	0.001
158	RNase_T	114	1.0	0.13333333333333333	6.6	0.13157894736842105	2	0.001
159	TPR_1	33	0.2608695652173913	1.0	1.173913043478261	0.18181818181818182	23	0.001
160	HLH	49	0.4222222222222222	1.0	0.6666666666666667	0.3877551020408163	45	0.001
161	zf-CXXC	46	0.6666666666666666	0.7058823529411765	1.1372549019607843	0.3695652173913043	18	0.001
162	zf-C4	56	0.34545454545454546	1.0	0.6727272727272727	0.3392857142857143	55	0.001
163	KH_1	48	0.1590909090909091	1.0	0.9318181818181818	0.14583333333333334	44	0.001
164	Homeobox	9	0.8888888888888888	1.0	0.1111111111111111	0.8888888888888888	9	0.001
165	zf-CCHC	17	0.4117647058823529	1.0	0.5882352941176471	0.4117647058823529	17	0.001
166	Forkhead	72	0.35714285714285715	0.9375	1.25	0.2222222222222222	42	0.001
167	T-box	179	0.44	0.88	2.7104	0.13966480446927373	50	0.001
168	APOBEC_C	71	0.0	0.0	0.0	0.04225352112676056	1	0.001
169	GATA	33	0.48484848484848486	1.0	0.5151515151515151	0.48484848484848486	33	0.001
170	bZIP_1	63	0.27450980392156865	1.0	0.9607843137254903	0.2222222222222222	51	0.001
171	CSD	66	0.23809523809523808	1.0	0.8095238095238094	0.22727272727272727	63	0.001
172	Ets	81	0.3787878787878788	1.0	0.8484848484848484	0.30864197530864196	66	0.001
173	Myb_DNA-bind_6	48	0.6875	0.9166666666666666	2.0625	0.25	16	0.001
174	cNMP_binding	82	0.0	0.0	0.0	0.024390243902439025	1	0.001
175	RRM_1	48	0.15217391304347827	1.0	0.8913043478260869	0.14583333333333334	46	0.001
176	zf-C2H2_4	13	0.8461538461538461	1.0	0.15384615384615385	0.8461538461538461	13	0.001
177	zf-H2C2_5	24	0.7647058823529411	0.8666666666666667	0.45882352941176463	0.625	17	0.001
178	HMG_box	51	0.5434782608695652	1.0	0.5652173913043478	0.49019607843137253	46	0.001
179	Histone	93	0.2962962962962963	0.5333333333333333	1.5407407407407405	0.16129032258064516	27	0.001
180	NTP_transf_2	81	1.0	0.3333333333333333	26.0	0.037037037037037035	1	0.001
181	zf-H2C2_2	13	0.7692307692307693	1.0	0.23076923076923078	0.7692307692307693	13	0.001
182	Helicase_C	55	0.0	0.0	0.0	0.21818181818181817	4	0.001
183	TPR_17	32	0.375	0.75	2.625	0.125	8	0.001
184	Pou	69	0.3333333333333333	0.8888888888888888	0.9444444444444443	0.2608695652173913	48	0.001
185	MH1	91	0.14285714285714285	1.0	0.8571428571428571	0.14285714285714285	91	0.0
186	GTP_EFTU_D2	67	0.014925373134328358	1.0	0.9850746268656716	0.014925373134328358	67	0.0
187	RNase_T	114	0.13157894736842105	1.0	0.8684210526315789	0.13157894736842105	114	0.0
188	TPR_1	33	0.18181818181818182	1.0	0.8181818181818182	0.18181818181818182	33	0.0
189	HLH	49	0.3877551020408163	1.0	0.6122448979591837	0.3877551020408163	49	0.0
190	zf-CXXC	46	0.3695652173913043	1.0	0.6304347826086957	0.3695652173913043	46	0.0
191	zf-C4	56	0.3392857142857143	1.0	0.6607142857142858	0.3392857142857143	56	0.0
192	KH_1	48	0.14583333333333334	1.0	0.8541666666666666	0.14583333333333334	48	0.0
193	Homeobox	9	0.8888888888888888	1.0	0.1111111111111111	0.8888888888888888	9	0.0
194	zf-CCHC	17	0.4117647058823529	1.0	0.5882352941176471	0.4117647058823529	17	0.0
195	Forkhead	72	0.2222222222222222	1.0	0.7777777777777778	0.2222222222222222	72	0.0
196	T-box	179	0.13966480446927373	1.0	0.8603351955307262	0.13966480446927373	179	0.0
197	APOBEC_C	71	0.04225352112676056	1.0	0.9577464788732394	0.04225352112676056	71	0.0
198	GATA	33	0.48484848484848486	1.0	0.5151515151515151	0.48484848484848486	33	0.0
199	bZIP_1	63	0.2222222222222222	1.0	0.7777777777777778	0.2222222222222222	63	0.0
200	CSD	66	0.22727272727272727	1.0	0.7727272727272727	0.22727272727272727	66	0.0
201	Ets	81	0.30864197530864196	1.0	0.691358024691358	0.30864197530864196	81	0.0
202	Myb_DNA-bind_6	48	0.25	1.0	0.75	0.25	48	0.0
203	cNMP_binding	82	0.024390243902439025	1.0	0.975609756097561	0.024390243902439025	82	0.0
204	RRM_1	48	0.14583333333333334	1.0	0.8541666666666666	0.14583333333333334	48	0.0
205	TIG	80	0.05	1.0	0.9500000000000001	0.05	80	0.0
206	Trypsin	184	0.04891304347826087	1.0	0.9510869565217391	0.04891304347826087	184	0.0
207	zf-C2H2_4	13	0.8461538461538461	1.0	0.15384615384615385	0.8461538461538461	13	0.0
208	Exo_endo_phos	149	0.053691275167785234	1.0	0.9463087248322147	0.053691275167785234	149	0.0
209	zf-H2C2_5	24	0.625	1.0	0.375	0.625	24	0.0
210	HMG_box	51	0.49019607843137253	1.0	0.5098039215686274	0.49019607843137253	51	0.0
211	Histone	93	0.16129032258064516	1.0	0.8387096774193548	0.16129032258064516	93	0.0
212	RnaseA	110	0.14545454545454545	1.0	0.8545454545454545	0.14545454545454545	110	0.0
213	NTP_transf_2	81	0.037037037037037035	1.0	0.9629629629629629	0.037037037037037035	81	0.0
214	zf-H2C2_2	13	0.7692307692307693	1.0	0.23076923076923078	0.7692307692307693	13	0.0
215	Helicase_C	55	0.21818181818181817	1.0	0.7818181818181817	0.21818181818181817	55	0.0
216	TPR_17	32	0.125	1.0	0.875	0.125	32	0.0
217	Pou	69	0.2608695652173913	1.0	0.7391304347826086	0.2608695652173913	69	0.0
