	domain	domain_len	domain_precison	domain_recall	fold_imp	pos_frac	pos_num	prob
207	Filamin	81	0.024691358024691357	1.0	0.9753086419753086	0.024691358024691357	81	0.0
208	Ank_5	37	0.13513513513513514	1.0	0.8648648648648649	0.13513513513513514	37	0.0
209	PPTA	26	0.15384615384615385	1.0	0.8461538461538461	0.15384615384615385	26	0.0
210	HEAT	8	0.5	1.0	0.5	0.5	8	0.0
211	RRM_1	28	0.07142857142857142	1.0	0.9285714285714285	0.07142857142857142	28	0.0
212	FKBP_C	84	0.05952380952380952	1.0	0.9404761904761904	0.05952380952380952	84	0.0
213	MFS_1	337	0.01483679525222552	1.0	0.9851632047477745	0.01483679525222552	337	0.0
214	Hist_deacetyl	278	0.050359712230215826	1.0	0.9496402877697842	0.050359712230215826	278	0.0
215	DUF1986	96	0.03125	1.0	0.96875	0.03125	96	0.0
216	Phospholip_A2_1	93	0.0967741935483871	1.0	0.9032258064516129	0.0967741935483871	93	0.0
217	PTCB-BRCT	40	0.025	1.0	0.9750000000000001	0.025	40	0.0
218	Peptidase_C1	197	0.030456852791878174	1.0	0.969543147208122	0.030456852791878174	197	0.0
219	WW	23	0.4782608695652174	1.0	0.5217391304347826	0.4782608695652174	23	0.0
220	Fibrinogen_C	219	0.0547945205479452	1.0	0.9452054794520547	0.0547945205479452	219	0.0
221	PWWP	73	0.0684931506849315	1.0	0.9315068493150684	0.0684931506849315	73	0.0
222	SH3_9	23	0.5652173913043478	1.0	0.4347826086956521	0.5652173913043478	23	0.0
223	Acetyltransf_1	83	0.04819277108433735	1.0	0.9518072289156627	0.04819277108433735	83	0.0
224	Arm	9	0.4444444444444444	1.0	0.5555555555555555	0.4444444444444444	9	0.0
225	VWA	175	0.06857142857142857	1.0	0.9314285714285714	0.06857142857142857	175	0.0
226	Helicase_C	97	0.05154639175257732	1.0	0.9484536082474226	0.05154639175257732	97	0.0
227	fn3	65	0.07692307692307693	1.0	0.9230769230769231	0.07692307692307693	65	0.0
228	Cyclin_N	104	0.009615384615384616	1.0	0.9903846153846155	0.009615384615384616	104	0.0
229	Peptidase_M10	137	0.043795620437956206	1.0	0.9562043795620438	0.043795620437956206	137	0.0
230	FHA	55	0.14545454545454545	1.0	0.8545454545454545	0.14545454545454545	55	0.0
231	Spin-Ssty	37	0.10810810810810811	1.0	0.8918918918918919	0.10810810810810811	37	0.0
232	Chromo	32	0.21875	1.0	0.7812499999999999	0.21875	32	0.0
233	Lectin_C	96	0.010416666666666666	1.0	0.9895833333333333	0.010416666666666666	96	0.0
234	Methyltransf_11	91	0.01098901098901099	1.0	0.989010989010989	0.01098901098901099	91	0.0
235	Recep_L_domain	90	0.06666666666666667	1.0	0.9333333333333333	0.06666666666666667	90	0.0
236	MHC_II_alpha	54	0.2777777777777778	1.0	0.7222222222222222	0.2777777777777778	54	0.0
237	fn1	22	0.045454545454545456	1.0	0.9545454545454546	0.045454545454545456	22	0.0
238	PDZ	16	0.3125	1.0	0.6875	0.3125	16	0.0
239	ANAPC3	32	0.03125	1.0	0.96875	0.03125	32	0.0
