	name	GA
82	7TM_GPCR_Srx	20.3
83	7TM_GPCR_Srz	21.3
84	7TM_GPCR_Str	21.8
85	7TM_transglut	25.0
86	8TM_micro	25.0
87	A-2_8-polyST	24.5
88	A1_Propeptide	20.5
89	A2L_zn_ribbon	22.9
90	A2M	20.4
91	A2M_comp	20.5
92	A2M_N	32.8
93	A2M_N_2	22.7
94	A2M_recep	21.7
95	AAA	20.8
96	AAA-ATPase_like	26.1
97	AAA_10	27.5
98	AAA_11	27.0
99	AAA_12	27.0
100	AAA_13	34.6
101	AAA_14	27.0
102	AAA_15	32.1
103	AAA_16	32.6
104	AAA_17	27.0
105	AAA_18	29.4
106	AAA_19	25.1
107	AAA_2	20.6
108	AAA_21	27.0
109	AAA_22	27.0
110	AAA_23	27.0
111	AAA_24	27.0
112	AAA_25	27.0
113	AAA_26	27.0
114	AAA_27	21.4
115	AAA_28	27.0
116	AAA_29	27.0
117	AAA_3	21.1
118	AAA_30	27.0
119	AAA_31	27.0
120	AAA_32	25.9
121	AAA_33	27.0
122	AAA_34	27.0
123	AAA_35	27.0
124	AAA_5	21.3
125	AAA_6	21.3
126	AAA_7	20.9
127	AAA_8	22.9
128	AAA_9	27.3
129	AAA_assoc	26.4
130	AAA_assoc_2	34.3
131	AAA_assoc_C	21.3
132	AAA_PrkA	19.7
133	AalphaY_MDB	25.0
134	AAL_decarboxy	25.0
135	AAR2	23.4
136	AARP2CN	23.8
137	AAT	23.2
138	AATase	21.1
139	AATF-Che1	24.7
140	AA_kinase	24.9
141	AA_permease	22.6
142	AA_permease_2	27.0
143	AA_permease_C	27.0
144	AA_permease_N	21.0
145	AA_synth	20.0
146	Aa_trans	21.6
147	ABATE	23.4
148	ABA_GPCR	22.1
149	ABA_WDS	25.0
150	AbbA_antirepres	27.0
151	ABC-3	19.8
152	ABC1	20.6
153	ABC2_membrane	26.9
154	ABC2_membrane_2	26.8
155	ABC2_membrane_3	31.6
156	ABC2_membrane_4	27.0
157	ABC2_membrane_5	24.4
158	ABC2_membrane_6	22.0
159	ABC_ATPase	19.3
160	ABC_cobalt	23.1
161	ABC_export	29.7
162	ABC_membrane	24.2
163	ABC_membrane_2	21.2
164	ABC_membrane_3	27.0
165	ABC_sub_bind	23.9
166	ABC_tran	23.1
167	ABC_transp_aux	29.9
168	ABC_trans_aux	21.0
169	ABC_trans_CmpB	25.9
170	ABC_trans_N	25.4
171	ABC_tran_2	25.7
172	ABC_tran_CTD	32.0
173	ABC_tran_Xtn	21.5
174	Abdominal-A	25.0
175	AbfB	21.3
176	ABG_transport	19.6
177	Abhydrolase_1	25.8
178	Abhydrolase_2	23.0
179	Abhydrolase_3	21.5
180	Abhydrolase_4	21.0
181	Abhydrolase_5	27.0
182	Abhydrolase_6	26.3
183	Abhydrolase_7	20.7
184	Abhydrolase_8	20.5
185	Abhydrolase_9	26.0
186	Abhydrolase_9_N	27.0
187	Abhydro_lipase	21.5
188	Abi	21.0
189	AbiEii	20.6
190	AbiEi_1	22.2
191	AbiEi_2	20.1
192	AbiEi_3	26.0
193	AbiEi_3_N	26.0
194	AbiEi_4	25.0
195	AbiGi	22.4
196	AbiGii_2	25.0
197	AbiH	25.2
198	Abi_2	21.4
199	Abi_C	24.0
200	Abi_HHR	19.6
201	AbLIM_anchor	29.0
202	ABM	23.1
203	Abp2	25.0
204	AbrB-like	25.0
205	ACAS_N	27.0
206	Acatn	23.7
207	ACBP	28.3
208	ACCA	21.3
209	ACC_central	22.0
210	ACC_epsilon	25.0
211	ACD	27.0
212	ACDC	25.0
213	AceK	22.2
214	Acetate_kinase	22.0
215	AcetDehyd-dimer	26.6
216	Acetone_carb_G	20.8
217	AcetylCoA_hydro	20.7
218	AcetylCoA_hyd_C	23.1
219	Acetyltransf_1	20.7
220	Acetyltransf_10	23.6
221	Acetyltransf_11	24.5
222	Acetyltransf_13	22.5
223	Acetyltransf_14	22.0
224	Acetyltransf_15	35.0
225	Acetyltransf_16	21.2
226	Acetyltransf_2	21.0
227	Acetyltransf_3	25.4
228	Acetyltransf_4	24.3
229	Acetyltransf_5	22.4
230	Acetyltransf_6	21.9
231	Acetyltransf_7	27.0
232	Acetyltransf_8	27.0
233	Acetyltransf_9	25.0
234	Acetyltransf_CG	30.0
235	AChE_tetra	25.0
236	ACI44	27.0
237	Acid_phosphat_B	27.0
238	Acid_PPase	27.0
239	Aconitase	24.7
240	Aconitase_2_N	20.5
241	Aconitase_B_N	25.3
242	Aconitase_C	22.8
243	ACOX	21.9
244	ACP	25.1
245	Acp26Ab	25.0
246	ACP53EA	25.0
247	ACPS	21.1
248	ACP_syn_III	20.6
249	ACP_syn_III_C	20.6
250	AcrZ	25.0
251	ACR_tran	28.0
252	ACT	27.0
253	Act-Frag_cataly	24.0
254	ActA	23.8
255	ACTH_assoc	27.0
256	ACTH_domain	27.0
257	Actin	20.9
258	Actino_peptide	25.0
259	Actin_micro	27.0
260	Activator-TraM	22.7
261	Activator_LAG-3	23.3
262	Activin_recp	20.9
263	ACTL7A_N	27.0
264	ACT_3	25.0
265	ACT_4	27.0
266	ACT_5	27.0
267	ACT_6	23.0
268	ACT_7	27.0
269	Acyl-ACP_TE	20.3
270	Acyl-CoA_dh_1	20.5
271	Acyl-CoA_dh_2	22.0
272	Acyl-CoA_dh_C	27.1
273	Acyl-CoA_dh_M	33.3
274	Acyl-CoA_dh_N	21.2
275	Acyl-CoA_ox_N	25.0
276	Acyl-thio_N	22.0
277	AcylCoA_dehyd_C	19.8
278	AcylCoA_DH_N	21.2
279	Acylphosphatase	22.5
280	Acyltransferase	21.1
281	Acyltransf_C	26.5
282	Acyl_CoA_thio	20.7
283	Acyl_transf_1	29.3
284	Acyl_transf_2	20.3
285	Acyl_transf_3	31.0
286	AC_N	28.7
287	AD	22.4
288	Ada3	24.5
289	ADAM17_MPD	26.2
290	ADAM_CR	23.0
291	ADAM_spacer1	20.8
292	Adaptin_binding	32.0
293	Adaptin_N	37.0
294	Adap_comp_sub	31.6
295	Ada_Zn_binding	20.9
296	ADC	29.8
297	Adenine_deam_C	27.0
298	Adenine_glyco	25.0
299	Adenosine_kin	25.0
300	Adeno_100	25.0
301	Adeno_52K	25.0
302	Adeno_E1A	24.9
303	Adeno_E1B_19K	25.0
304	Adeno_E1B_55K	21.8
305	Adeno_E1B_55K_N	25.0
306	Adeno_E3	25.0
307	Adeno_E3A	25.2
308	Adeno_E3B	25.0
309	Adeno_E3_14_5	23.6
310	Adeno_E3_15_3	25.0
311	Adeno_E3_CR1	26.0
312	Adeno_E3_CR2	26.2
313	Adeno_E4	25.0
314	Adeno_E4_34	25.0
315	Adeno_E4_ORF3	25.0
316	Adeno_GP19K	20.5
317	Adeno_hexon	18.6
318	Adeno_hexon_C	21.4
319	Adeno_IVa2	20.1
320	Adeno_knob	25.0
321	Adeno_Penton_B	25.0
322	Adeno_PIX	21.8
323	Adeno_PV	23.3
324	Adeno_PVIII	25.0
325	Adeno_PX	25.0
326	Adeno_shaft	31.5
327	Adeno_terminal	20.6
328	Adeno_VII	21.2
329	AdenylateSensor	27.1
330	Adenylate_cycl	21.8
331	Adenylsucc_synt	19.9
332	Adenyl_cycl_N	21.6
333	Adenyl_transf	20.6
334	AdHead_fibreRBD	27.0
335	Adhes-Ig_like	25.0
336	Adhesin_Dr	20.6
337	Adhesin_E	27.0
338	Adhesin_P1	25.0
339	ADH_N	21.0
340	ADH_N_2	31.0
341	ADH_N_assoc	25.0
342	adh_short	26.6
343	adh_short_C2	27.0
344	ADH_zinc_N	30.2
345	ADH_zinc_N_2	27.0
346	ADIP	30.7
347	Adipogenin	27.0
348	Adipokin_hormo	22.9
349	ADK	26.8
350	ADK_lid	24.0
351	AdoHcyase	25.0
352	AdoHcyase_NAD	21.7
353	AdoMetDC_leader	25.0
354	AdoMet_dc	25.0
355	AdoMet_MTase	20.2
356	AdoMet_Synthase	27.0
357	ADPrib_exo_Tox	23.4
358	ADP_PFK_GK	20.9
359	ADP_ribosyl_GH	26.2
360	ADSL_C	30.1
361	Ad_cyc_g-alpha	20.1
362	Ad_Cy_reg	27.0
363	Aegerolysin	20.6
364	AEP1	27.0
365	Aerolysin	24.3
366	AF-4	29.9
367	AF0941-like	22.6
368	AF2331-like	150.0
369	AfaD	21.5
370	Afaf	27.0
371	AFG1_ATPase	20.2
372	Afi1	25.5
373	AflR	20.8
374	AFOR_C	19.9
375	AFOR_N	20.9
376	AFP	36.5
377	AfsA	21.3
378	AFT	21.6
379	Aft1_HRA	25.0
380	Aft1_HRR	25.0
381	Aft1_OSA	21.6
382	AftA_C	25.0
383	AftA_N	23.1
384	Ag332	20.7
385	Agenet	27.0
386	Agglutinin	25.0
387	AGOG	22.5
388	Agouti	21.8
389	Ago_hook	21.0
390	AGP	25.0
391	AgrB	23.0
392	AgrD	22.7
393	Agro_virD5	25.0
394	AGT	25.0
395	AGTRAP	25.0
396	Aha1_N	22.5
397	AHH	19.7
398	AhpC-TSA	21.3
399	AhpC-TSA_2	27.0
400	AHSA1	22.0
401	AHSP	20.5
402	AI-2E_transport	27.2
403	AIB	27.0
404	AICARFT_IMPCHas	25.0
405	AIDA	27.0
406	Aida_C2	25.0
407	Aida_N	25.0
408	AIF-MLS	27.0
409	AIF_C	25.9
410	AIG1	27.0
411	AIG2_2	27.0
412	Ail_Lom	20.8
413	Aim19	28.3
414	Aim21	18.2
415	AIM24	20.8
416	AIM3	25.4
417	AIM5	27.0
418	AIMP2_LysRS_bd	27.0
419	AIP3	28.2
420	AIPR	25.0
421	AIRC	29.3
422	AIRS	24.0
423	AIRS_C	23.1
424	AJAP1_PANP_C	27.0
425	AKAP28	21.6
426	AKAP2_C	27.0
427	AKAP7_NLS	24.4
428	AKAP7_RIRII_bdg	22.7
429	AKAP95	25.6
430	AKAP_110	25.0
431	AKNA	26.2
432	ALAD	22.3
433	AlaDh_PNT_C	23.0
434	AlaDh_PNT_N	29.5
435	AlaE	25.0
436	Alanine_zipper	28.0
437	Ala_racemase_C	25.0
438	Ala_racemase_N	22.4
439	Alb1	20.4
440	Alba	22.5
441	AlbA_2	25.3
442	Albumin_I	20.2
443	Albumin_I_a	23.4
444	AlcCBM31	25.0
445	Aldedh	23.0
446	Aldolase	23.2
447	Aldolase_II	21.1
448	Aldose_epim	21.8
449	Aldo_ket_red	20.7
450	Ald_deCOase	21.6
451	Ald_Xan_dh_C	20.6
452	Ald_Xan_dh_C2	21.5
453	ALF	25.4
454	Alfin	21.0
455	ALG11_N	24.5
456	Alg14	20.9
457	ALG3	21.5
458	Alg6_Alg8	25.0
459	AlgF	29.4
460	Alginate_exp	25.2
461	Alginate_lyase	21.4
462	Alginate_lyase2	29.7
463	ALGX	26.5
464	ALIX_LYPXL_bnd	29.8
465	AlkA_N	26.0
466	Alkyl_sulf_C	27.0
467	Alkyl_sulf_dimr	26.0
468	Alk_phosphatase	21.3
469	Allantoicase	21.6
470	Allatostatin	33.5
471	Allene_ox_cyc	31.2
472	Allexi_40kDa	24.9
473	Alliinase_C	22.0
474	ALMS_motif	27.0
475	ALMT	20.6
476	ALO	20.3
477	Alpha-2-MRAP_C	23.9
478	Alpha-2-MRAP_N	27.3
479	Alpha-amylase	20.3
480	Alpha-amylase_C	21.2
481	Alpha-amylase_N	21.2
482	Alpha-amyl_C	20.8
483	Alpha-amyl_C2	20.1
484	Alpha-E	20.7
485	alpha-hel2	25.0
486	Alpha-L-AF_C	21.8
487	Alpha-mann_mid	21.3
488	AlphaC_N	21.0
489	Alpha_adaptinC2	25.5
490	Alpha_adaptin_C	25.4
491	Alpha_E1_glycop	25.0
492	Alpha_E2_glycop	19.5
493	Alpha_E3_glycop	25.0
494	Alpha_GJ	21.0
495	Alpha_kinase	21.3
496	Alpha_L_fucos	25.2
497	Alpha_TIF	25.0
498	Alph_Pro_TM	24.5
499	ALS2CR11	27.0
500	ALS2CR8	28.9
501	ALS_ss_C	23.2
502	AltA1	27.5
503	Alveol-reg_P311	25.0
504	AMA-1	21.0
505	Amastin	27.2
506	Amb_V_allergen	25.0
507	Amdo_NSP	25.0
508	Amelin	25.0
509	Amelogenin	22.1
510	Amelotin	27.0
511	amfpi-1	25.0
512	AMH_N	20.0
513	Amidase	20.1
514	Amidase02_C	28.2
515	Amidase_2	21.1
516	Amidase_3	21.1
517	Amidase_5	20.4
518	Amidase_6	21.7
519	Amidinotransf	22.0
520	Amidohydro_1	21.6
521	Amidohydro_2	26.0
522	Amidohydro_3	29.7
523	Amidoligase_2	21.4
524	Amido_AtzD_TrzD	25.0
525	AMIN	20.5
526	Aminoglyc_resit	20.9
527	Aminopep	25.0
528	Aminotran_1_2	19.7
529	Aminotran_3	19.9
530	Aminotran_4	28.5
531	Aminotran_5	21.5
532	Aminotran_MocR	20.3
533	Amino_oxidase	19.8
534	AmiS_UreI	25.0
535	AMMECR1	25.0
536	Ammonium_transp	19.2
537	Amnionless	29.9
538	AMNp_N	20.9
539	AMO	27.5
540	AmoA	27.1
541	AmoC	25.0
542	AMOP	25.0
543	AMP-binding	22.0
544	AMP-binding_C	24.5
545	AMP-binding_C_2	25.0
546	AmpE	50.0
547	AMPK1_CBM	26.8
548	AMPKBI	24.3
549	AMP_N	20.4
550	ANAPC1	25.0
551	ANAPC10	19.9
552	ANAPC15	27.0
553	ANAPC2	20.3
554	ANAPC3	27.2
555	ANAPC4	22.9
556	ANAPC4_WD40	22.9
557	ANAPC5	23.0
558	ANAPC8	23.6
559	ANAPC9	25.0
560	ANAPC_CDC26	24.5
561	ANATO	21.4
562	Androgen_recep	23.5
563	Anemone_cytotox	25.0
564	AnfG_VnfG	27.0
565	AnfO_nitrog	26.0
566	ANF_receptor	25.4
567	Angiomotin_C	23.5
568	Anillin	21.5
569	Anillin_N	27.0
570	Ank	21.1
571	ANKH	20.7
572	Ank_2	27.1
573	Ank_3	22.3
574	Ank_4	22.7
575	Ank_5	27.0
576	AnmK	24.0
577	Annexin	20.9
578	Anoctamin	28.0
579	Anoct_dimer	28.8
580	Anophelin	25.0
581	ANP	21.2
582	Anp1	28.8
583	ANT	24.8
584	AntA	20.5
585	ANTAR	27.2
586	ANTH	21.5
587	Anthrax-tox_M	25.0
588	Anthrax_toxA	25.0
589	Anth_Ig	25.3
590	Anth_synt_I_N	21.0
591	Anti-adapt_IraP	22.8
592	Anti-TRAP	32.0
593	Antibiotic_NAT	25.0
594	Anticodon_1	25.1
595	Antifungal_pept	21.0
596	Antifungal_prot	25.0
597	Antigen_Bd37	25.0
598	Antigen_C	27.0
599	Antig_Caf1	25.0
600	Antimicrobial10	25.0
601	Antimicrobial11	25.0
602	Antimicrobial12	21.1
603	Antimicrobial13	25.0
604	Antimicrobial14	21.0
605	Antimicrobial15	22.7
606	Antimicrobial17	25.0
607	Antimicrobial18	25.0
608	Antimicrobial19	19.4
609	Antimicrobial20	20.6
610	Antimicrobial21	27.0
611	Antimicrobial22	27.0
612	Antimicrobial23	25.0
613	Antimicrobial24	26.0
614	Antimicrobial25	27.0
615	Antimicrobial_1	21.2
616	Antimicrobial_2	20.9
617	Antimicrobial_3	25.0
618	Antimicrobial_4	25.0
619	Antimicrobial_5	25.0
620	Antimicrobial_6	25.0
621	Antimicrobial_7	25.0
622	Antimicrobial_8	21.4
623	Antimicrobial_9	25.0
624	Antirestrict	25.0
625	Antistasin	21.2
626	Antiterm	26.7
627	Ant_C	25.0
628	ANXA2R	27.0
629	An_peroxidase	25.0
630	AOX	22.5
631	AP-5_subunit_s1	30.7
632	AP1AR	27.0
633	AP2	20.6
634	AP3B1_C	27.0
635	AP3D1	26.4
636	AP4E_app_platf	27.0
637	APA3_viroporin	20.2
638	ApbA	22.2
639	ApbA_C	21.6
640	ApbE	20.0
641	Apc13p	21.5
642	Apc15p	25.0
643	APCDDC	27.0
644	APC_15aa	19.4
645	APC_basic	25.0
646	APC_N_CC	26.7
647	APC_r	19.9
648	APC_u13	26.0
649	APC_u14	29.7
650	APC_u15	27.5
651	APC_u5	27.0
652	APC_u9	25.0
653	ApeC	26.5
654	Apelin	27.0
655	APG12	22.8
656	APG17	25.0
657	APG5	20.3
658	APG6	33.3
659	APG9	21.7
660	APH	23.2
661	Aph-1	25.6
662	AphA_like	27.0
663	APH_6_hur	20.4
664	API5	24.3
665	Apidaecin	25.0
666	Apis_Csd	25.0
667	Apo-CII	22.1
668	Apo-CIII	28.0
669	Apo-VLDL-II	20.1
670	ApoA-II	27.0
671	ApoB100_C	21.2
672	APOBEC_C	23.5
673	APOBEC_N	21.7
674	ApoC-I	27.6
675	APOC4	27.0
676	Apocytochr_F_C	29.7
677	Apocytochr_F_N	30.0
678	ApoL	25.9
679	Apolipoprotein	90.0
680	Apolipo_F	27.0
681	ApoLp-III	35.0
682	ApoM	20.6
683	ApoO	26.8
684	APO_RNA-bind	25.0
685	APP_amyloid	19.9
686	APP_Cu_bd	26.4
687	APP_E2	21.9
688	APP_N	22.1
689	Apq12	25.0
690	APS-reductase_C	25.0
691	APS_kinase	21.1
692	APT	25.0
693	Apt1	25.9
694	Apyrase	21.5
695	AP_endonuc_2	27.5
696	AP_endonuc_2_N	20.8
697	Aquarius_N	27.0
698	ARA70	22.1
699	ArabFuran-catal	25.0
700	Arabinose_bd	26.0
701	Arabinose_Isome	27.0
702	Arabinose_Iso_C	25.0
703	Arabinose_trans	25.0
704	Arabino_trans_C	25.0
705	AraC_binding	21.1
706	AraC_binding_2	27.0
707	AraC_N	24.2
708	ArAE_1	21.0
709	ArAE_1_C	22.1
710	ArAE_2	24.7
711	ArAE_2_N	23.5
712	Arb1	25.0
713	Arb2	27.0
714	Arc	20.4
715	Archaeal_AmoA	25.6
716	Archease	25.0
717	Arch_flagellin	29.5
718	Arch_fla_DE	20.8
719	Arc_PepC	21.2
720	Arc_PepC_II	29.9
721	Arc_trans_TRASH	20.8
722	ARD	21.0
723	ArdA	24.8
724	AreA_N	21.5
725	Arena_glycoprot	25.0
726	Arena_nucleocap	23.5
727	Arena_RNA_pol	25.0
728	Arf	22.3
729	ARF7EP_C	27.0
730	Arfaptin	32.0
731	ArfGap	28.0
732	Arginase	22.0
733	Arginosuc_synth	21.0
734	ArgJ	25.0
735	ArgK	23.1
736	ARGLU	27.0
737	ArgoL1	20.9
738	ArgoL2	27.3
739	ArgoMid	27.5
740	ArgoN	28.4
741	Argos	25.0
742	Arg_repressor	21.0
743	Arg_repressor_C	25.0
744	Arg_tRNA_synt_N	21.3
745	ARHGEF5_35	27.0
746	ARID	21.0
747	Arif-1	21.1
748	ARL17	27.0
749	ARL2_Bind_BART	23.0
750	ARL6IP6	27.0
751	Arm	20.6
752	Armet	23.1
753	Arm_2	20.4
754	Arm_3	28.8
755	Arm_APC_u3	25.0
756	AroM	23.7
757	Aromatic_hydrox	21.8
758	AROS	27.0
759	ARPC4	22.2
760	Arr-ms	25.0
761	Arrestin_C	26.8
762	Arrestin_N	23.8
763	ARS2	30.0
764	ArsA_ATPase	24.3
765	ArsB	22.2
766	ArsC	21.0
767	ArsD	20.7
768	ArsP_1	31.2
769	ArsP_2	32.4
770	ArsR	27.8
771	ART	22.1
772	Arteri_env	21.2
773	Arteri_Gl	24.4
774	Arteri_GP4	20.7
775	Arteri_nsp7a	27.0
776	Arteri_nucleo	22.1
777	Arv1	20.0
778	Arylesterase	21.3
779	Arylsulfotrans	24.2
780	Arylsulfotran_2	27.0
781	ASC	23.6
782	ASCH	21.2
783	ASD1	25.0
784	ASD2	25.2
785	ASF1_hist_chap	20.7
786	ASFV_360	22.5
787	ASFV_J13L	23.6
788	ASFV_L11L	25.0
789	ASFV_p27	25.4
790	ASH	27.0
791	Ashwin	27.0
792	AsiA	25.0
793	ASL_C	35.0
794	ASL_C2	24.0
795	AsmA	29.8
796	AsmA_1	22.5
797	AsmA_2	22.9
798	AsnA	21.8
799	AsnC_trans_reg	25.0
800	Asn_synthase	20.3
801	Asp	19.9
802	Asp-Al_Ex	25.9
803	Asp-B-Hydro_N	21.9
804	Asp1	26.0
805	Asp2	28.0
806	Asp23	28.0
807	Asp4	25.7
808	Asp5	27.1
809	Asparaginase	22.5
810	Asparaginase_2	19.4
811	Asparaginase_II	25.0
812	Aspzincin_M35	30.0
813	Asp_Arg_Hydrox	22.6
814	Asp_decarbox	25.0
815	Asp_Glu_race	27.7
816	Asp_Glu_race_2	27.0
817	Asp_protease	20.6
818	Asp_protease_2	24.0
819	Asr	21.0
820	ASRT	25.0
821	AstA	29.4
822	Astacin	22.5
823	AstB	20.1
824	AstE_AspA	21.9
825	Astro_capsid_N	25.0
826	Astro_capsid_p	25.0
827	Astro_capsid_p2	25.0
828	ASXH	25.8
829	ATAD4	25.0
830	ATC_hydrolase	26.4
831	ATE_C	25.0
832	ATE_N	21.1
833	ATF7IP_BD	25.0
834	ATG101	26.5
835	ATG11	22.0
836	ATG13	25.0
837	Atg14	31.1
838	ATG16	32.7
839	ATG19_autophagy	25.0
840	ATG22	24.1
841	ATG27	27.0
842	ATG2_CAD	21.7
843	Atg31	25.0
844	ATG7_N	27.0
845	Atg8	21.0
846	ATG_C	29.4
847	ATHILA	19.5
848	ATLF	21.6
849	ATP-cone	21.5
850	ATP-grasp	20.5
851	ATP-grasp_2	29.0
852	ATP-grasp_3	23.2
853	ATP-grasp_4	27.0
854	ATP-grasp_5	27.6
855	ATP-gua_Ptrans	21.9
856	ATP-gua_PtransN	25.7
857	ATP-sulfurylase	23.4
858	ATP-synt	22.2
859	ATP-synt_10	21.9
860	ATP-synt_8	22.9
861	ATP-synt_A	21.8
862	ATP-synt_ab	22.9
863	ATP-synt_ab_C	21.4
864	ATP-synt_ab_N	20.9
865	ATP-synt_ab_Xtn	26.9
866	ATP-synt_B	25.9
867	ATP-synt_C	21.4
868	ATP-synt_D	25.7
869	ATP-synt_DE	24.6
870	ATP-synt_DE_N	20.1
871	ATP-synt_E	21.0
872	ATP-synt_Eps	20.5
873	ATP-synt_E_2	25.0
874	ATP-synt_F	23.5
875	ATP-synt_F6	27.9
876	ATP-synt_G	25.0
877	ATP-synt_I	24.0
878	ATP-synt_J	20.7
879	ATP-synt_S1	45.0
880	ATP-synt_Z	25.0
881	ATP11	22.0
882	ATP12	20.5
883	ATP13	26.7
884	ATP1G1_PLM_MAT8	19.8
885	ATPase	26.6
886	ATPase-cat_bd	27.0
887	ATPase_2	33.2
888	ATPase_gene1	26.6
889	ATPgrasp_ST	31.4
890	ATPgrasp_Ter	182.0
891	ATPgrasp_TupA	25.0
892	ATPgrasp_YheCD	100.0
893	AtpR	26.0
894	ATP_bind_1	20.2
895	ATP_bind_2	20.9
896	ATP_bind_3	20.5
897	ATP_Ca_trans_C	22.9
898	ATP_sub_h	25.0
899	ATP_synth_reg	25.0
900	ATP_synt_H	25.0
901	ATP_transf	23.5
902	ATR13	41.3
903	Atracotoxin	25.0
904	Atrophin-1	26.0
905	ATS	33.0
906	ATS3	20.9
907	Attachment_P66	25.0
908	Attacin_C	28.8
909	Attacin_N	23.9
910	Attractin	25.0
911	Atu4866	25.0
912	Atx10homo_assoc	28.9
913	ATXN-1_C	25.0
914	ATX_III	25.0
915	AT_hook	17.4
916	Augurin	27.0
917	AurF	28.5
918	Aurora-A_bind	20.2
919	Autoind_bind	21.0
920	Autoind_synth	20.1
921	Autophagy_act_C	21.3
922	Autophagy_C	20.1
923	Autophagy_N	20.3
924	Autotransporter	23.0
925	Auto_anti-p27	23.2
926	Auts2	23.0
927	Auxin_BP	20.4
928	Auxin_canalis	22.8
929	Auxin_inducible	20.9
930	Auxin_repressed	25.0
931	Auxin_resp	21.1
932	AUX_IAA	22.7
933	AveC_like	26.6
934	Avian_gp85	21.1
935	Avidin	20.1
936	AviRa	26.1
937	Avl9	21.3
938	AvrB_AvrC	20.0
939	AvrD	25.0
940	AvrE	18.1
941	AvrL567-A	19.3
942	AvrPphF-ORF-2	25.0
943	AvrPto	21.8
944	AvrPtoB-E3_ubiq	25.0
945	AvrPtoB_bdg	27.0
946	AvrRpt-cleavage	20.3
947	Av_adeno_fibre	27.0
948	AWPM-19	20.9
949	AXE1	19.7
950	AXH	33.0
951	AXIN1_TNKS_BD	29.9
952	Axin_b-cat_bind	20.0
953	Ax_dynein_light	26.1
954	AzlC	23.5
955	AzlD	22.8
956	AZUL	23.8
957	A_amylase_inhib	25.0
958	A_deamin	19.8
959	A_deaminase	20.1
960	A_deaminase_N	21.3
961	A_thal_3526	25.0
962	B	22.4
963	B-block_TFIIIC	20.9
964	B1	25.0
965	B12-binding	28.2
966	B12-binding_2	23.0
967	B12D	21.5
968	B2	20.5
969	B2-adapt-app_C	22.6
970	B3	30.1
971	B3R	50.0
972	B3_4	23.3
973	B5	24.1
974	B56	25.0
975	B9-C2	20.8
976	BA14K	21.7
977	BAALC_N	25.0
978	BAAT_C	20.9
979	BacA	27.3
980	Bacillus_HBL	26.4
981	Bacillus_PapR	21.1
982	BACK	20.9
983	BACON	25.0
984	bact-PGI_C	24.5
985	BacteriocIIc_cy	20.6
986	Bacteriocin_II	23.4
987	Bacteriocin_IIc	27.0
988	Bacteriocin_IId	23.5
989	Bacteriocin_IIi	25.0
990	Bacteroid_pep	25.0
991	Bactofilin	26.8
992	Bact_transglu_N	21.5
993	Baculo_11_kDa	22.8
