	dna_max	dna_entropy	dna_thresh_25	dna_thresh_50	dna_thresh_75	dna_zthresh_above_0.5	dna_zthresh_above_1	dna_zthresh_above_2	dna_zthresh_above_3	dna_sig_win_num	domain_length	avg_protein_len	avg_phastCons	avg_phyloP	avg_maf	avg_blosum	avg_hindex	avg_positve_cnt	avg_solvent_acc	avg_helix_prob	avg_sheet_prob	avg_turn_prob	max_pfam_C	max_pfam_H	max_pfam_K	max_pfam_R	pfam_prob_max	cnt_pfam_conserved	rna_max	rna_entropy	rna_thresh_25	rna_thresh_50	rna_thresh_75	rna_zthresh_above_0.5	rna_zthresh_above_1	rna_zthresh_above_2	rna_zthresh_above_3	rna_sig_win_num	ion_max	ion_entropy	ion_thresh_25	ion_thresh_50	ion_thresh_75	ion_zthresh_above_0.5	ion_zthresh_above_1	ion_zthresh_above_2	ion_zthresh_above_3	ion_sig_win_num	peptide_max	peptide_entropy	peptide_thresh_25	peptide_thresh_50	peptide_thresh_75	peptide_zthresh_above_0.5	peptide_zthresh_above_1	peptide_zthresh_above_2	peptide_zthresh_above_3	peptide_sig_win_num	sm_max	sm_entropy	sm_thresh_25	sm_thresh_50	sm_thresh_75	sm_zthresh_above_0.5	sm_zthresh_above_1	sm_zthresh_above_2	sm_zthresh_above_3	sm_sig_win_num
AA_permease_2	0.0002822974347509444	0.979472607653887	1.0	0.7115839243498818	0.06382978723404255	0.0	0.0	0.0	0.0	31	425.0	645.7824179825955	0.8344824046920821	4.258987455197134	0.00023507770967276748	-0.29351740249737746	0.957481684325656	0.6926713947990544	40.95475798236436	0.6420576806762978	0.07596634479914621	0.28103350664308113	0.10555216429198708	0.1278663117912503	0.3134673722760162	0.3796027377785927	0.786305409750553	4.0	0.00023945982684381303	0.973795110736243	0.10874704491725769	0.004728132387706856	0.0	0.0	0.0	0.0	0.0	0	0.0010102031519636512	0.8635004441897499	0.009456264775413711	0.004728132387706856	0.0	0.0	0.0	0.0	0.0	0	0.003982330672442913	0.9523379203191009	1.0	0.7446808510638298	0.07328605200945626	0.0	0.0	0.0	0.0	38.0	0.07022424787282944	0.7624258423570788	0.02877697841726619	0.007194244604316547	0.0	0.002398081534772182	0.0	0.0	0.0	0
ABC_membrane	0.00012361774861346928	0.9363728824049251	0.17153284671532848	0.0364963503649635	0.0	0.0	0.0	0.0	0.0	0	274.0	1307.6818541227074	0.7837144208932626	3.4801845193035565	0.00024704066310656723	-0.2714577287850284	0.5815948615490298	3.1861313868613137	47.344843701424644	0.7525350819201654	0.034992096281916144	0.21198513305604966	0.07679928106539466	0.12260346417079185	0.269892917635737	0.3724248524141394	0.7681348310350361	4.0	7.725322211626917e-05	0.9945461433180324	0.12043795620437957	0.0	0.0	0.0	0.0	0.0	0.0	0	0.003588146297261119	0.9149022214894618	0.2773722627737226	0.06569343065693431	0.014598540145985401	0.0	0.0	0.0	0.0	0	0.0023057316429913053	0.8852755814212812	0.6386861313868614	0.17883211678832117	0.014598540145985401	0.0	0.0	0.0	0.0	1.0	0.1179317757487297	0.9987753006137134	1.0	1.0	0.8070175438596491	1.0	0.13157894736842105	0.0	0.0	206
ADH_N	0.00027039871201850474	0.9494048829534585	0.7614678899082569	0.3119266055045872	0.009174311926605505	0.0	0.0	0.0	0.0	0	109.0	373.71964274257857	0.7233746371958026	3.2111346282652367	0.00025812568924576956	-0.4390599970875201	0.13623051260665944	1.1376146788990826	43.3936327815915	0.1664218041133179	0.3500757812523868	0.4848792732496862	0.6679179114818075	0.5185442046897869	0.22174659789157344	0.17178527211973832	0.8863263990493977	12.0	0.00024566866341046994	0.9922759322053878	1.0	0.21100917431192662	0.0	0.0	0.0	0.0	0.0	0	0.013491781428456306	0.6628649179637427	0.5957446808510638	0.3191489361702128	0.14893617021276595	0.0	0.0	0.0	0.0	0	0.012254179455339909	0.9450983175560939	1.0	1.0	0.5963302752293578	0.0	0.0	0.0	0.0	86.0	0.4462577998638153	0.6373773221862734	0.3968253968253968	0.1746031746031746	0.06349206349206349	0.07936507936507936	0.047619047619047616	0.031746031746031744	0.031746031746031744	4
ADH_zinc_N	0.0005501885316334665	0.9745915236935302	1.0	0.9923076923076923	0.5	0.0	0.0	0.0	0.0	91	130.0	497.86306813849797	0.7447996315062183	3.1738352525717795	0.00026848427439645384	-0.23299503035928376	0.11179357897004959	1.7615384615384615	43.8748080693816	0.4266103769081597	0.2083390007955845	0.36647439270382703	0.16292912315664632	0.11771603944984288	0.3555071206434702	0.23804394011960256	0.8752725109732089	10.0	0.00031085815862752497	0.9600573637213827	0.4230769230769231	0.06153846153846154	0.007692307692307693	0.0	0.0	0.0	0.0	0	0.0017807319527491925	0.7965487205150598	0.07207207207207207	0.04504504504504504	0.009009009009009009	0.0	0.0	0.0	0.0	0	0.005979099776595831	0.9475614233808431	1.0	0.9615384615384616	0.13846153846153847	0.0	0.0	0.0	0.0	26.0	0.6166315674781799	0.5499306710275851	0.4444444444444444	0.25925925925925924	0.14814814814814814	0.14814814814814814	0.14814814814814814	0.1111111111111111	0.1111111111111111	0
AMP-binding	0.00018005649326369166	0.9286487418696265	0.28132387706855794	0.07565011820330969	0.004728132387706856	0.0	0.0	0.0	0.0	0	423.0	826.150605386087	0.7383962100354688	3.3913217501302184	0.00024244398054243423	-0.39529946014568607	-0.023909513583478117	3.15839243498818	46.61095183795671	0.32778391944051016	0.2460823370486777	0.426729971673415	0.1612531159132384	0.4347909230947602	0.8238803219277622	0.7923674838657622	0.9762857097579092	33.0	0.00010281347203999758	0.9762861125882305	0.026004728132387706	0.0	0.0	0.0	0.0	0.0	0.0	0	0.2370821386575699	0.7389473842497883	0.9818181818181818	0.8025974025974026	0.42077922077922075	0.015584415584415584	0.0025974025974025974	0.0025974025974025974	0.0025974025974025974	223	0.0026688321959227324	0.7855631160997808	0.24822695035460993	0.07328605200945626	0.0070921985815602835	0.0	0.0	0.0	0.0	4.0	0.6572826504707336	0.9191646624678977	1.0	0.41134751773049644	0.04609929078014184	0.04609929078014184	0.03546099290780142	0.0035460992907801418	0.0035460992907801418	13
AMP-binding_C	0.017770932987332344	0.3931127444309577	0.8289473684210527	0.5	0.13157894736842105	0.0	0.0	0.0	0.0	13	76.0	654.9078675791644	0.7142474250936329	3.092814372659176	0.00013024199454130686	-0.19149374017795073	-0.10268023645284523	2.1184210526315788	53.382872558072165	0.37687443647819246	0.2174589692756142	0.4051229382796517	0.1172203244576554	0.31179168202232066	0.7142658835761514	0.2795371721668031	0.8033538516650186	9.0	0.0005236755823716521	0.8768382602270749	0.23684210526315788	0.09210526315789473	0.05263157894736842	0.0	0.0	0.0	0.0	6	0.06155997887253761	0.7537636385966989	1.0	0.9473684210526315	0.6842105263157895	0.039473684210526314	0.013157894736842105	0.0	0.0	72	0.002350345253944397	0.8539978580925238	0.631578947368421	0.13157894736842105	0.013157894736842105	0.0	0.0	0.0	0.0	0.0	0.30313682556152344	0.9016333431955517	1.0	0.7868852459016393	0.21311475409836064	0.26229508196721313	0.13114754098360656	0.06557377049180328	0.01639344262295082	17
ANAPC3	0.008916948921978474	0.7478156127811885	1.0	0.8780487804878049	0.5	0.0	0.0	0.0	0.0	51	82.0	739.9545084996308	0.9447309941520468	4.882907808737532	9.309111037817197e-05	-0.2769163763066202	-0.44510532150776055	1.548780487804878	50.905115792067015	0.7149557649667406	0.013464855875831485	0.2720690071446169	0.35864221609180624	0.14452395595713624	0.26820866518166586	0.2316772591919513	0.7126178336156415	8.0	0.004604669287800789	0.8645747708129945	1.0	0.9024390243902439	0.6585365853658537	0.0	0.0	0.0	0.0	72	0.005080627743154764	0.9642252034521536	1.0	0.9634146341463414	0.6951219512195121	0.0	0.0	0.0	0.0	72	0.009850405156612395	0.8345026458366184	1.0	0.875	0.34375	0.0	0.0	0.0	0.0	10.0	0.10702510178089142	0.9636035011932269	1.0	0.9024390243902439	0.08536585365853659	0.0975609756097561	0.036585365853658534	0.0	0.0	10
ANAPC4_WD40	0.0097052538767457	0.8613813943254012	1.0	0.9891304347826086	0.7934782608695652	0.0	0.0	0.0	0.0	88	92.0	801.2210234571627	0.9061000773395204	4.632167594740912	0.00015176916951686358	-0.2859378811862322	-0.2183483776856348	4.630434782608695	43.825461860428916	0.06094131112269749	0.4862869397202022	0.45305341618411277	0.3391848635595746	0.17084646351350186	0.20730378523728385	0.7631886733168903	0.7631886733168903	8.0	0.007354162167757749	0.8746215907504216	1.0	1.0	0.9516129032258065	0.03225806451612903	0.0	0.0	0.0	62	0.022966302931308743	0.871211453716221	1.0	0.9347826086956522	0.6086956521739131	0.0	0.0	0.0	0.0	78	0.004687442909926176	0.8750113513874129	0.9111111111111111	0.7111111111111111	0.2	0.0	0.0	0.0	0.0	7.0	0.1839340329170227	0.9054215052720683	1.0	0.4375	0.0625	0.109375	0.046875	0.015625	0.0	0
ANATO	0.0008655169513076544	0.8893126177291089	1.0	0.8611111111111112	0.2222222222222222	0.0	0.0	0.0	0.0	11	36.0	1345.2694444444444	0.6616958637469587	2.072739659367397	9.776993055555557e-06	-0.48564814814814816	-0.2637731481481482	0.8333333333333334	57.34361111111111	0.5205520833333334	0.04320787037037037	0.43878333333333336	0.9753586787430918	0.07899584680386908	0.2308585716263581	0.3635639750891799	0.9753586787430918	9.0	0.0004265675670467317	0.9520840305067723	0.9444444444444444	0.05555555555555555	0.027777777777777776	0.0	0.0	0.0	0.0	0	0.06328224390745163	0.6095705764983649	1.0	0.7222222222222222	0.3611111111111111	0.1388888888888889	0.027777777777777776	0.0	0.0	19	0.0014806053368374705	0.9179488969170151	0.9444444444444444	0.5833333333333334	0.05555555555555555	0.0	0.0	0.0	0.0	0.0	0.15043988823890686	0.9956435515016683	1.0	1.0	1.0	1.0	0.25	0.0	0.0	36
ANF_receptor	0.000252381811151281	0.9652758715062149	0.8380681818181818	0.38636363636363635	0.019886363636363636	0.0	0.0	0.0	0.0	5	352.0	978.7537367209737	0.8424172680412372	4.136436139747995	0.00021946913806857585	-0.20621492611660042	-0.10971254075696257	3.164772727272727	48.91362392614212	0.40595069532506983	0.20795443806633465	0.38653552915270395	0.34303252885531643	0.13738885720109134	0.2372478271539507	0.3976512158481453	0.7306066957027514	11.0	0.0003300252719782293	0.9992338334571869	1.0	1.0	0.1903409090909091	0.0	0.0	0.0	0.0	81	0.005001002922654152	0.9496085027333847	0.912621359223301	0.4854368932038835	0.12944983818770225	0.0	0.0	0.0	0.0	43	0.0047123292461037644	0.8584490478817213	0.5551948051948052	0.13636363636363635	0.012987012987012988	0.0	0.0	0.0	0.0	2.0	0.03689935430884361	0.9711046603409222	0.5450236966824644	0.07582938388625593	0.0	0.0	0.0	0.0	0.0	0
APOBEC_C	0.00146134861279279	0.9461660099746997	1.0	0.9859154929577465	0.6619718309859155	0.0	0.0	0.0	0.0	58	78.0	307.30736357659447	0.3610806401969837	0.7823164050477069	0.0019520567410303373	-0.49684574684574684	-0.411768573307035	1.7435897435897436	54.19106673241288	0.48193471165586554	0.19266232272001504	0.3262794566544567	0.4469851081608168	0.1286641188584159	0.14099230000341528	0.443867138030847	0.7396116705874738	11.0	0.0010696678655222056	0.9823115129540957	1.0	1.0	0.9871794871794872	0.0	0.0	0.0	0.0	78	0.004103649873286486	0.9448765801861366	0.9864864864864865	0.6756756756756757	0.1891891891891892	0.0	0.0	0.0	0.0	17	0.7745532393455505	0.6998700208541758	1.0	1.0	0.8461538461538461	0.358974358974359	0.28205128205128205	0.24358974358974358	0.23076923076923078	75.0	0.04168415814638138	0.987615002614585	1.0	0.2564102564102564	0.0	0.0	0.0	0.0	0.0	0
ARID	0.011714535765349863	0.7824313117215915	0.9885057471264368	0.9195402298850575	0.7011494252873564	0.0	0.0	0.0	0.0	69	89.0	1325.3383815418292	0.9405032526671872	5.11892089513401	2.3136403772472743e-06	0.015900383141762436	-0.3074987719815307	2.3448275862068964	55.59724951931848	0.5345193423434803	0.08131373977236046	0.3848395632464598	0.08459416384781204	0.20791831349471968	0.251752202163419	0.2408959937124536	0.7945336025033342	11.0	0.0038807145319879055	0.9421411114121009	1.0	0.9885057471264368	0.7471264367816092	0.0	0.0	0.0	0.0	78	0.0013265300076454878	0.9366642680537639	0.28735632183908044	0.06896551724137931	0.022988505747126436	0.0	0.0	0.0	0.0	0	0.010055406019091606	0.8839359326646465	1.0	0.8160919540229885	0.3218390804597701	0.0	0.0	0.0	0.0	38.0	0.17592541873455048	0.9979579549178362	1.0	1.0	1.0	1.0	0.08045977011494253	0.011494252873563218	0.0	87
Abhydrolase_1	0.00030241440981626516	0.9339234790503693	0.5	0.15234375	0.01171875	0.0	0.0	0.0	0.0	0	256.0	389.9686083353315	0.7728631146136714	3.34690446005368	0.00013284146328916723	-0.39435756842983405	-0.04350117083183805	2.12109375	43.33822933881097	0.41438009297495	0.1710288600508447	0.41512347312934866	0.14155598308034334	0.6245461831181935	0.2607690837134655	0.3805909890667768	0.9471858061745378	12.0	0.0001926838885992765	0.9735467076448951	0.078125	0.00390625	0.0	0.0	0.0	0.0	0.0	0	0.2412779778242111	0.6896377893246994	0.995	0.9	0.57	0.015	0.015	0.005	0.005	136	0.004755222238600254	0.7430873339923967	0.3515625	0.13671875	0.01953125	0.0	0.0	0.0	0.0	8.0	0.9422580003738404	0.7559540243875901	1.0	0.7021276595744681	0.13829787234042554	0.1702127659574468	0.11702127659574468	0.09574468085106383	0.06382978723404255	10
Abhydrolase_6	0.002432968467473984	0.8905796665530428	0.9433962264150944	0.7075471698113207	0.24528301886792453	0.0	0.0	0.0	0.0	78	212.0	366.59987628985266	0.8501750566893423	3.7980213151927433	0.00010016829792109096	-0.4080862533692722	-0.07970265321680421	1.0047169811320755	44.7748629659125	0.4131109169525443	0.1873994406667756	0.3999415126671023	0.08802802933928383	0.8421896942758341	0.1165272648861972	0.2800771998681877	0.8727640801867019	15.0	0.0017645587213337421	0.9239413785730372	0.9481132075471698	0.4009433962264151	0.11320754716981132	0.0	0.0	0.0	0.0	25	0.1023152619600296	0.5013244718820271	0.4777777777777778	0.2222222222222222	0.06111111111111111	0.005555555555555556	0.005555555555555556	0.005555555555555556	0.0	7	0.006074020639061928	0.701015101855512	0.3584905660377358	0.09433962264150944	0.02830188679245283	0.0	0.0	0.0	0.0	3.0	0.7348915338516235	0.9375631840300509	1.0	1.0	0.9882352941176471	1.0	0.3176470588235294	0.10588235294117647	0.08235294117647059	78
Acetyltransf_1	0.0003080889000557363	0.9068719648241929	0.48717948717948717	0.09401709401709402	0.02564102564102564	0.0	0.0	0.0	0.0	5	117.0	332.40174997574377	0.8809563003818414	4.611642766228257	0.00020971904548650617	-0.3219952886619553	-0.10106419160856732	2.2735042735042734	48.48986573081774	0.377871036996295	0.2571448319453737	0.36575294273054854	0.10787630848622122	0.12461578440925172	0.31936520109429434	0.40831350705550257	0.8300992558332378	8.0	0.004862066823989153	0.7532767130225868	0.5897435897435898	0.2222222222222222	0.13675213675213677	0.0	0.0	0.0	0.0	19	0.00846055056899786	0.9529247733975681	1.0	0.974025974025974	0.7272727272727273	0.0	0.0	0.0	0.0	66	0.00679984362795949	0.8337849544459546	0.9397590361445783	0.5542168674698795	0.12048192771084337	0.0	0.0	0.0	0.0	8.0	0.5783877968788147	0.7231412119388633	1.0	0.8333333333333334	0.16666666666666666	0.16666666666666666	0.1111111111111111	0.05555555555555555	0.05555555555555555	0
Actin	0.0016901835333555935	0.9616405921243302	1.0	0.9213759213759214	0.29484029484029484	0.0	0.0	0.0	0.0	160	407.0	501.084559677663	0.8744104811637449	4.56252377844088	0.00023665384323882122	-0.31672662301004545	-0.2215588401450471	2.6461916461916464	52.301519135674305	0.3562649550065068	0.2072185310252552	0.43667257579188606	0.2527384801908956	0.14885687576660414	0.5737164467083834	0.7928985479665598	0.8791321950996139	38.0	0.0018993356497958305	0.8605845682266879	0.26535626535626533	0.10565110565110565	0.044226044226044224	0.0	0.0	0.0	0.0	22	0.007136174477636814	0.7003765420480564	0.02557544757033248	0.015345268542199489	0.005115089514066497	0.0	0.0	0.0	0.0	0	0.016496984288096428	0.9454093054971524	1.0	1.0	0.3931203931203931	0.004914004914004914	0.0	0.0	0.0	227.0	0.3229550719261169	0.6465681945962417	0.08333333333333333	0.041666666666666664	0.002976190476190476	0.002976190476190476	0.002976190476190476	0.002976190476190476	0.002976190476190476	0
