	rna_max	rna_entropy	rna_thresh_25	rna_thresh_50	rna_thresh_75	rna_zthresh_above_0.5	rna_zthresh_above_1	rna_zthresh_above_2	rna_zthresh_above_3	rna_sig_win_num	domain_length	avg_protein_len	avg_phastCons	avg_phyloP	avg_maf	avg_blosum	avg_hindex	avg_positve_cnt	avg_solvent_acc	avg_helix_prob	avg_sheet_prob	avg_turn_prob	max_pfam_C	max_pfam_H	max_pfam_K	max_pfam_R	pfam_prob_max	cnt_pfam_conserved	dna_max	dna_entropy	dna_thresh_25	dna_thresh_50	dna_thresh_75	dna_zthresh_above_0.5	dna_zthresh_above_1	dna_zthresh_above_2	dna_zthresh_above_3	dna_sig_win_num	ion_max	ion_entropy	ion_thresh_25	ion_thresh_50	ion_thresh_75	ion_zthresh_above_0.5	ion_zthresh_above_1	ion_zthresh_above_2	ion_zthresh_above_3	ion_sig_win_num	peptide_max	peptide_entropy	peptide_thresh_25	peptide_thresh_50	peptide_thresh_75	peptide_zthresh_above_0.5	peptide_zthresh_above_1	peptide_zthresh_above_2	peptide_zthresh_above_3	peptide_sig_win_num	sm_max	sm_entropy	sm_thresh_25	sm_thresh_50	sm_thresh_75	sm_zthresh_above_0.5	sm_zthresh_above_1	sm_zthresh_above_2	sm_zthresh_above_3	sm_sig_win_num
AA_permease_2	0.00044441508362069726	0.9556721892534941	0.39952718676122934	0.11583924349881797	0.014184397163120567	0.0	0.0	0.0	0.0	4	425.0	645.7824179825955	0.8344824046920821	4.258987455197134	0.00023507770967276748	-0.29351740249737746	0.957481684325656	0.6926713947990544	40.95475798236436	0.6420576806762978	0.07596634479914621	0.28103350664308113	0.10555216429198708	0.1278663117912503	0.3134673722760162	0.3796027377785927	0.786305409750553	4.0	0.000138343486469239	0.9488671574912898	0.42789598108747046	0.13947990543735225	0.0070921985815602835	0.0	0.0	0.0	0.0	0	0.04444516077637672	0.8598444298974207	0.5295508274231678	0.2458628841607565	0.08747044917257683	0.002364066193853428	0.0	0.0	0.0	50	0.0009897121926769614	0.8611413037622613	0.3640661938534279	0.15602836879432624	0.04728132387706856	0.0	0.0	0.0	0.0	29.0	0.6165097951889038	0.9483043983653606	0.7937649880095923	0.47721822541966424	0.17266187050359713	0.0407673860911271	0.011990407673860911	0.007194244604316547	0.007194244604316547	92
ABC_membrane	4.183160126558505e-05	0.9897982859625336	0.025547445255474453	0.0	0.0	0.0	0.0	0.0	0.0	0	274.0	1307.6818541227074	0.7837144208932626	3.4801845193035565	0.00024704066310656723	-0.2714577287850284	0.5815948615490298	3.1861313868613137	47.344843701424644	0.7525350819201654	0.034992096281916144	0.21198513305604966	0.07679928106539466	0.12260346417079185	0.269892917635737	0.3724248524141394	0.7681348310350361	4.0	0.00015422081924043596	0.9135639472339864	0.23722627737226276	0.058394160583941604	0.014598540145985401	0.0	0.0	0.0	0.0	8	0.029699951410293583	0.9431005156616692	0.948905109489051	0.656934306569343	0.19343065693430658	0.0	0.0	0.0	0.0	58	0.0016163905384019015	0.9020818368234808	0.8102189781021898	0.4489051094890511	0.11678832116788321	0.0	0.0	0.0	0.0	41.0	0.07403337955474854	0.9828134134373965	0.7719298245614035	0.5745614035087719	0.14473684210526316	0.0	0.0	0.0	0.0	43
ADH_N	0.00032387804822064936	0.9289101109225454	0.6055045871559633	0.30275229357798167	0.06422018348623854	0.0	0.0	0.0	0.0	11	109.0	373.71964274257857	0.7233746371958026	3.2111346282652367	0.00025812568924576956	-0.4390599970875201	0.13623051260665944	1.1376146788990826	43.3936327815915	0.1664218041133179	0.3500757812523868	0.4848792732496862	0.6679179114818075	0.5185442046897869	0.22174659789157344	0.17178527211973832	0.8863263990493977	12.0	0.00011343830556143077	0.9438989202352571	0.3669724770642202	0.09174311926605505	0.009174311926605505	0.0	0.0	0.0	0.0	0	0.08458268642425537	0.5602058148471396	0.5531914893617021	0.3191489361702128	0.19148936170212766	0.0425531914893617	0.02127659574468085	0.0	0.0	0	0.00037360857822932303	0.9342092250218808	0.5871559633027523	0.22935779816513763	0.01834862385321101	0.0	0.0	0.0	0.0	0.0	0.7919339537620544	0.8545828632319794	0.9523809523809523	0.7301587301587301	0.5396825396825397	0.31746031746031744	0.2698412698412698	0.15873015873015872	0.1111111111111111	33
ADH_zinc_N	0.0004112246970180422	0.9406603062195653	0.6846153846153846	0.34615384615384615	0.05384615384615385	0.0	0.0	0.0	0.0	11	130.0	497.86306813849797	0.7447996315062183	3.1738352525717795	0.00026848427439645384	-0.23299503035928376	0.11179357897004959	1.7615384615384615	43.8748080693816	0.4266103769081597	0.2083390007955845	0.36647439270382703	0.16292912315664632	0.11771603944984288	0.3555071206434702	0.23804394011960256	0.8752725109732089	10.0	0.0006954746204428375	0.8908386268147305	0.8846153846153846	0.5846153846153846	0.14615384615384616	0.0	0.0	0.0	0.0	28	0.14788857102394104	0.7082237473454317	0.9369369369369369	0.6846846846846847	0.34234234234234234	0.02702702702702703	0.018018018018018018	0.009009009009009009	0.0	54	0.000609889451880008	0.8879894242014899	0.3769230769230769	0.13076923076923078	0.023076923076923078	0.0	0.0	0.0	0.0	5.0	0.7503026723861694	0.8160196198221283	0.8888888888888888	0.8148148148148148	0.6296296296296297	0.5185185185185185	0.3333333333333333	0.2962962962962963	0.25925925925925924	10
AMP-binding	0.00010281347203999758	0.976286112588229	0.1182033096926714	0.016548463356973995	0.0	0.0	0.0	0.0	0.0	0	423.0	826.150605386087	0.7383962100354688	3.3913217501302184	0.00024244398054243423	-0.39529946014568607	-0.023909513583478117	3.15839243498818	46.61095183795671	0.32778391944051016	0.2460823370486777	0.426729971673415	0.1612531159132384	0.4347909230947602	0.8238803219277622	0.7923674838657622	0.9762857097579092	33.0	0.00018005649326369166	0.928648741869626	0.44680851063829785	0.1607565011820331	0.02127659574468085	0.0	0.0	0.0	0.0	7	0.2370821386575699	0.7389473842497891	0.7324675324675325	0.42077922077922075	0.16103896103896104	0.007792207792207792	0.0025974025974025974	0.0025974025974025974	0.0025974025974025974	83	0.0026688321959227324	0.7855631160997796	0.34515366430260047	0.16312056737588654	0.05673758865248227	0.0	0.0	0.0	0.0	29.0	0.6572826504707336	0.919164662467898	0.42907801418439717	0.25177304964539005	0.10638297872340426	0.04609929078014184	0.02127659574468085	0.0035460992907801418	0.0035460992907801418	34
AMP-binding_C	0.0005236755823716521	0.8768382602270748	0.7236842105263158	0.23684210526315788	0.09210526315789473	0.0	0.0	0.0	0.0	7	76.0	654.9078675791644	0.7142474250936329	3.092814372659176	0.00013024199454130686	-0.19149374017795073	-0.10268023645284523	2.1184210526315788	53.382872558072165	0.37687443647819246	0.2174589692756142	0.4051229382796517	0.1172203244576554	0.31179168202232066	0.7142658835761514	0.2795371721668031	0.8033538516650186	9.0	0.017770932987332344	0.39311274443095773	0.9605263157894737	0.6710526315789473	0.23684210526315788	0.0	0.0	0.0	0.0	24	0.06155997887253761	0.7537636385966991	0.9078947368421053	0.6842105263157895	0.3157894736842105	0.039473684210526314	0.013157894736842105	0.0	0.0	35	0.002350345253944397	0.8539978580925242	0.8026315789473685	0.4342105263157895	0.13157894736842105	0.0	0.0	0.0	0.0	14.0	0.30313682556152344	0.9016333431955517	0.8032786885245902	0.5737704918032787	0.39344262295081966	0.19672131147540983	0.11475409836065574	0.04918032786885246	0.01639344262295082	29
ANAPC3	0.004604669287800789	0.8645747708129944	1.0	1.0	0.9024390243902439	0.0	0.0	0.0	0.0	82	82.0	739.9545084996308	0.9447309941520468	4.882907808737532	9.309111037817197e-05	-0.2769163763066202	-0.44510532150776055	1.548780487804878	50.905115792067015	0.7149557649667406	0.013464855875831485	0.2720690071446169	0.35864221609180624	0.14452395595713624	0.26820866518166586	0.2316772591919513	0.7126178336156415	8.0	0.008916948921978474	0.7478156127811887	1.0	0.9512195121951219	0.7560975609756098	0.0	0.0	0.0	0.0	78	0.005080627743154764	0.9642252034521533	0.926829268292683	0.6951219512195121	0.2073170731707317	0.0	0.0	0.0	0.0	24	0.009850405156612395	0.834502645836618	1.0	0.9375	0.8125	0.03125	0.0	0.0	0.0	23.0	0.10702510178089142	0.9636035011932272	0.9146341463414634	0.5	0.2073170731707317	0.06097560975609756	0.0	0.0	0.0	25
ANAPC4_WD40	0.0005688322708010674	0.9352639862876718	0.967741935483871	0.7741935483870968	0.3709677419354839	0.0	0.0	0.0	0.0	22	92.0	801.2210234571627	0.9061000773395204	4.632167594740912	0.00015176916951686358	-0.2859378811862322	-0.2183483776856348	4.630434782608695	43.825461860428916	0.06094131112269749	0.4862869397202022	0.45305341618411277	0.3391848635595746	0.17084646351350186	0.20730378523728385	0.7631886733168903	0.7631886733168903	8.0	0.001553959446027875	0.835159514912577	0.9021739130434783	0.5760869565217391	0.17391304347826086	0.0	0.0	0.0	0.0	20	0.18567399680614471	0.7796961959922538	0.9891304347826086	0.9347826086956522	0.7282608695652174	0.15217391304347827	0.06521739130434782	0.03260869565217391	0.010869565217391304	81	0.003129135584458709	0.8734539769813754	0.8888888888888888	0.7777777777777778	0.6222222222222222	0.0	0.0	0.0	0.0	26.0	0.596674919128418	0.8937705909053577	1.0	0.921875	0.65625	0.28125	0.125	0.09375	0.0625	53
ANATO	0.00030911836074665183	0.9789841642943681	1.0	1.0	0.7222222222222222	0.0	0.0	0.0	0.0	34	36.0	1345.2694444444444	0.6616958637469587	2.072739659367397	9.776993055555557e-06	-0.48564814814814816	-0.2637731481481482	0.8333333333333334	57.34361111111111	0.5205520833333334	0.04320787037037037	0.43878333333333336	0.9753586787430918	0.07899584680386908	0.2308585716263581	0.3635639750891799	0.9753586787430918	9.0	0.0009668164420872928	0.9014740036118043	1.0	0.9722222222222222	0.6111111111111112	0.0	0.0	0.0	0.0	31	0.7445695996284485	0.6255020492976543	1.0	1.0	1.0	0.2222222222222222	0.19444444444444445	0.16666666666666666	0.16666666666666666	36	0.0046480693854391575	0.8746007664790694	0.9722222222222222	0.9722222222222222	0.6666666666666666	0.0	0.0	0.0	0.0	32.0	0.0971810817718506	0.9718208621910099	1.0	0.8055555555555556	0.5555555555555556	0.1111111111111111	0.0	0.0	0.0	26
ANF_receptor	0.00022996298503130674	0.9725037060912218	0.7670454545454546	0.3068181818181818	0.02556818181818182	0.0	0.0	0.0	0.0	9	352.0	978.7537367209737	0.8424172680412372	4.136436139747995	0.00021946913806857585	-0.20621492611660042	-0.10971254075696257	3.164772727272727	48.91362392614212	0.40595069532506983	0.20795443806633465	0.38653552915270395	0.34303252885531643	0.13738885720109134	0.2372478271539507	0.3976512158481453	0.7306066957027514	11.0	0.0003563255013432354	0.9236583261739972	0.6619318181818182	0.3096590909090909	0.03977272727272727	0.0	0.0	0.0	0.0	14	0.101466603577137	0.8553299878481886	0.8381877022653722	0.5469255663430421	0.22006472491909385	0.003236245954692557	0.003236245954692557	0.0	0.0	77	0.0012883554445579648	0.8992256848924741	0.6590909090909091	0.34415584415584416	0.10714285714285714	0.0	0.0	0.0	0.0	33.0	0.06637223064899445	0.982732265454787	0.4218009478672986	0.17535545023696683	0.05687203791469194	0.0	0.0	0.0	0.0	12
APOBEC_C	0.00019372730457689613	0.9699068450299141	0.9102564102564102	0.5128205128205128	0.05128205128205128	0.0	0.0	0.0	0.0	7	78.0	307.30736357659447	0.3610806401969837	0.7823164050477069	0.0019520567410303373	-0.49684574684574684	-0.411768573307035	1.7435897435897436	54.19106673241288	0.48193471165586554	0.19266232272001504	0.3262794566544567	0.4469851081608168	0.1286641188584159	0.14099230000341528	0.443867138030847	0.7396116705874738	11.0	0.00023331174452323467	0.9308406809390218	0.676056338028169	0.18309859154929578	0.014084507042253521	0.0	0.0	0.0	0.0	0	0.04313497990369797	0.8079794003555029	0.8513513513513513	0.5	0.20270270270270271	0.013513513513513514	0.0	0.0	0.0	20	0.4122063219547272	0.6489542679443261	1.0	1.0	0.9615384615384616	0.23076923076923078	0.20512820512820512	0.15384615384615385	0.14102564102564102	78.0	0.058844827115535736	0.9853196140488056	0.7564102564102564	0.21794871794871795	0.0641025641025641	0.0	0.0	0.0	0.0	5
ARID	0.01767653599381447	0.842018920792224	1.0	1.0	0.9770114942528736	0.16091954022988506	0.04597701149425287	0.011494252873563218	0.0	87	89.0	1325.3383815418292	0.9405032526671872	5.11892089513401	2.3136403772472743e-06	0.015900383141762436	-0.3074987719815307	2.3448275862068964	55.59724951931848	0.5345193423434803	0.08131373977236046	0.3848395632464598	0.08459416384781204	0.20791831349471968	0.251752202163419	0.2408959937124536	0.7945336025033342	11.0	0.009851088747382164	0.632796959029505	0.9540229885057471	0.7931034482758621	0.5402298850574713	0.0	0.0	0.0	0.0	61	0.0035347994416952133	0.9568575957373727	0.6206896551724138	0.21839080459770116	0.04597701149425287	0.0	0.0	0.0	0.0	2	0.006809030659496784	0.8675564052736157	0.9885057471264368	0.8275862068965517	0.5977011494252874	0.0	0.0	0.0	0.0	73.0	0.09931065887212752	0.9812430321462987	0.9885057471264368	0.6896551724137931	0.22988505747126436	0.034482758620689655	0.0	0.0	0.0	27
Abhydrolase_1	0.0001926838885992765	0.9735467076448951	0.328125	0.07421875	0.00390625	0.0	0.0	0.0	0.0	0	256.0	389.9686083353315	0.7728631146136714	3.34690446005368	0.00013284146328916723	-0.39435756842983405	-0.04350117083183805	2.12109375	43.33822933881097	0.41438009297495	0.1710288600508447	0.41512347312934866	0.14155598308034334	0.6245461831181935	0.2607690837134655	0.3805909890667768	0.9471858061745378	12.0	0.00030241440981626516	0.9339234790503708	0.70703125	0.328125	0.0625	0.0	0.0	0.0	0.0	20	0.2412779778242111	0.689637789324699	0.865	0.575	0.26	0.015	0.01	0.005	0.005	61	0.004755222238600254	0.743087333992397	0.4609375	0.234375	0.125	0.0	0.0	0.0	0.0	38.0	0.9422580003738404	0.7559540243875903	0.7127659574468085	0.4787234042553192	0.26595744680851063	0.13829787234042554	0.10638297872340426	0.06382978723404255	0.06382978723404255	26
Abhydrolase_6	0.001424392219632864	0.9040855842049518	0.9669811320754716	0.660377358490566	0.3018867924528302	0.0	0.0	0.0	0.0	88	212.0	366.59987628985266	0.8501750566893423	3.7980213151927433	0.00010016829792109096	-0.4080862533692722	-0.07970265321680421	1.0047169811320755	44.7748629659125	0.4131109169525443	0.1873994406667756	0.3999415126671023	0.08802802933928383	0.8421896942758341	0.1165272648861972	0.2800771998681877	0.8727640801867019	15.0	0.003582027740776539	0.8633833726321608	0.9386792452830188	0.7122641509433962	0.3584905660377358	0.0	0.0	0.0	0.0	114	0.09797322750091553	0.7910923645423344	0.8888888888888888	0.6444444444444445	0.24444444444444444	0.016666666666666666	0.005555555555555556	0.0	0.0	46	0.00697168055921793	0.7061833645625331	0.47641509433962265	0.2028301886792453	0.09433962264150944	0.0	0.0	0.0	0.0	25.0	0.9390767216682434	0.7804581300369131	0.9058823529411765	0.6941176470588235	0.36470588235294116	0.16470588235294117	0.11764705882352941	0.10588235294117647	0.10588235294117647	35
Acetyltransf_1	0.004862066823989153	0.7532767130225865	0.8974358974358975	0.5470085470085471	0.2222222222222222	0.008547008547008548	0.0	0.0	0.0	31	117.0	332.40174997574377	0.8809563003818414	4.611642766228257	0.00020971904548650617	-0.3219952886619553	-0.10106419160856732	2.2735042735042734	48.48986573081774	0.377871036996295	0.2571448319453737	0.36575294273054854	0.10787630848622122	0.12461578440925172	0.31936520109429434	0.40831350705550257	0.8300992558332378	8.0	0.0003080889000557363	0.9068719648241932	0.6837606837606838	0.3076923076923077	0.05128205128205128	0.0	0.0	0.0	0.0	8	0.00846055056899786	0.9529247733975685	0.948051948051948	0.7272727272727273	0.2857142857142857	0.0	0.0	0.0	0.0	19	0.00679984362795949	0.8337849544459546	0.9879518072289156	0.8313253012048193	0.46987951807228917	0.0	0.0	0.0	0.0	46.0	0.5783877968788147	0.7231412119388633	0.8888888888888888	0.7222222222222222	0.2777777777777778	0.1111111111111111	0.1111111111111111	0.05555555555555555	0.05555555555555555	0
