	name	GA
82	7TM_GPCR_Srw	21.5
83	7TM_GPCR_Srx	20.3
84	7TM_GPCR_Srz	21.3
85	7TM_GPCR_Str	21.8
86	7TM_transglut	25.0
87	8TM_micro	25.0
88	A-2_8-polyST	24.5
89	A1_Propeptide	20.5
90	A2L_zn_ribbon	22.9
91	A2M	21.0
92	A2M_comp	20.5
93	A2M_N	32.8
94	A2M_N_2	22.7
95	A2M_recep	21.7
96	AAA	20.8
97	AAA-ATPase_like	26.1
98	AAA_10	27.5
99	AAA_11	27.0
100	AAA_12	27.0
101	AAA_13	34.7
102	AAA_14	27.0
103	AAA_15	32.1
104	AAA_16	32.6
105	AAA_17	27.0
106	AAA_18	29.4
107	AAA_19	25.1
108	AAA_2	20.6
109	AAA_21	27.0
110	AAA_22	27.0
111	AAA_23	27.0
112	AAA_24	27.0
113	AAA_25	27.0
114	AAA_26	27.0
115	AAA_27	21.4
116	AAA_28	27.0
117	AAA_29	27.0
118	AAA_3	21.1
119	AAA_30	27.0
120	AAA_31	27.0
121	AAA_32	25.9
122	AAA_33	27.0
123	AAA_34	27.0
124	AAA_35	27.0
125	AAA_5	21.3
126	AAA_6	21.3
127	AAA_7	21.3
128	AAA_8	22.9
129	AAA_9	27.4
130	AAA_assoc	26.4
131	AAA_assoc_2	34.3
132	AAA_assoc_C	21.3
133	AAA_PrkA	19.7
134	AalphaY_MDB	25.0
135	AAL_decarboxy	25.0
136	AAR2	23.4
137	AARP2CN	23.8
138	AAT	23.2
139	AATase	21.1
140	AATF-Che1	24.7
141	AA_kinase	24.9
142	AA_permease	22.6
143	AA_permease_2	27.0
144	AA_permease_C	27.0
145	AA_permease_N	21.0
146	AA_synth	20.0
147	Aa_trans	21.6
148	ABATE	24.4
149	ABA_GPCR	22.1
150	ABA_WDS	25.0
151	AbbA_antirepres	27.0
152	ABC-3	19.8
153	ABC1	20.6
154	ABC2_membrane	26.9
155	ABC2_membrane_2	26.8
156	ABC2_membrane_3	31.6
157	ABC2_membrane_4	27.0
158	ABC2_membrane_5	24.4
159	ABC2_membrane_6	22.0
160	ABC_ATPase	19.3
161	ABC_cobalt	23.5
162	ABC_export	29.7
163	ABC_membrane	28.0
164	ABC_membrane_2	24.4
165	ABC_membrane_3	27.0
166	ABC_sub_bind	23.9
167	ABC_tran	23.1
168	ABC_transp_aux	30.4
169	ABC_trans_aux	21.0
170	ABC_trans_CmpB	25.9
171	ABC_trans_N	25.4
172	ABC_tran_2	25.7
173	ABC_tran_CTD	32.0
174	ABC_tran_Xtn	24.5
175	Abdominal-A	25.0
176	AbfB	21.3
177	ABG_transport	19.6
178	Abhydrolase_1	25.8
179	Abhydrolase_2	23.0
180	Abhydrolase_3	21.5
181	Abhydrolase_4	21.0
182	Abhydrolase_5	27.0
183	Abhydrolase_6	26.3
184	Abhydrolase_7	20.7
185	Abhydrolase_8	20.5
186	Abhydrolase_9	26.0
187	Abhydrolase_9_N	27.0
188	Abhydro_lipase	21.5
189	Abi	21.0
190	AbiEii	20.6
191	AbiEi_1	22.2
192	AbiEi_2	20.1
193	AbiEi_3	26.0
194	AbiEi_3_N	26.0
195	AbiEi_4	25.0
196	AbiGi	22.4
197	AbiGii_2	25.0
198	AbiH	25.2
199	Abi_2	21.4
200	Abi_C	24.0
201	Abi_HHR	19.6
202	AbLIM_anchor	29.0
203	ABM	23.1
204	Abp2	25.0
205	AbrB	27.1
206	AbrB-like	25.0
207	Ac110_PIF	25.0
208	Ac76	22.5
209	Ac81	25.0
210	ACAS_N	27.0
211	Acatn	23.7
212	ACBP	28.3
213	ACCA	21.3
214	ACC_central	23.2
215	ACC_epsilon	25.0
216	ACD	27.0
217	ACDC	25.0
218	AceK	22.2
219	Acetate_kinase	22.0
220	AcetDehyd-dimer	26.6
221	Acetone_carb_G	20.8
222	AcetylCoA_hydro	20.7
223	AcetylCoA_hyd_C	23.2
224	Acetyltransf_1	20.7
225	Acetyltransf_10	23.6
226	Acetyltransf_11	24.5
227	Acetyltransf_13	22.6
228	Acetyltransf_14	22.6
229	Acetyltransf_15	35.0
230	Acetyltransf_16	21.2
231	Acetyltransf_2	21.0
232	Acetyltransf_3	25.4
233	Acetyltransf_4	24.3
234	Acetyltransf_5	22.4
235	Acetyltransf_6	22.0
236	Acetyltransf_7	27.0
237	Acetyltransf_8	27.0
238	Acetyltransf_9	25.0
239	Acetyltransf_CG	30.0
240	AChE_tetra	25.0
241	ACI44	27.0
242	Acid_phosphat_B	27.0
243	Acid_PPase	27.0
244	AcMNPV_Ac109	25.0
245	Aconitase	25.3
246	Aconitase_2_N	20.5
247	Aconitase_B_N	25.8
248	Aconitase_C	22.8
249	ACOX	21.9
250	ACP	25.1
251	Acp26Ab	25.0
252	ACP53EA	25.0
253	ACPS	21.1
254	ACP_PD	21.4
255	ACP_syn_III	20.6
256	ACP_syn_III_C	22.3
257	AcrZ	25.0
258	ACR_tran	28.0
259	ACT	27.0
260	Act-Frag_cataly	24.0
261	ActA	23.8
262	ACTH_assoc	27.0
263	ACTH_domain	27.0
264	Actin	20.9
265	Actino_peptide	25.0
266	Actin_micro	27.0
267	Activator-TraM	23.1
268	Activator_LAG-3	23.3
269	Activin_recp	20.9
270	ACTL7A_N	27.0
271	ACT_3	25.0
272	ACT_4	27.0
273	ACT_5	27.0
274	ACT_6	23.0
275	ACT_7	27.0
276	Acyl-ACP_TE	20.3
277	Acyl-CoA_dh_1	20.5
278	Acyl-CoA_dh_2	22.0
279	Acyl-CoA_dh_C	30.3
280	Acyl-CoA_dh_M	33.3
281	Acyl-CoA_dh_N	21.2
282	Acyl-CoA_ox_N	25.0
283	Acyl-thio_N	22.0
284	AcylCoA_dehyd_C	19.8
285	AcylCoA_DH_N	21.2
286	Acylphosphatase	22.5
287	Acyltransferase	21.1
288	Acyltransf_C	26.5
289	Acyl_CoA_thio	20.7
290	Acyl_transf_1	32.7
291	Acyl_transf_2	20.3
292	Acyl_transf_3	31.0
293	AC_N	30.9
294	AD	23.4
295	Ada3	24.5
296	ADAM17_MPD	26.2
297	ADAM_CR	23.1
298	ADAM_spacer1	20.8
299	Adaptin_binding	32.0
300	Adaptin_N	37.0
301	Adap_comp_sub	31.6
302	Ada_Zn_binding	20.9
303	ADC	29.8
304	Adenine_deam_C	27.0
305	Adenine_glyco	25.0
306	Adenosine_kin	25.0
307	Adeno_100	25.0
308	Adeno_52K	25.0
309	Adeno_E1A	24.9
310	Adeno_E1B_19K	25.0
311	Adeno_E1B_55K	22.0
312	Adeno_E1B_55K_N	25.0
313	Adeno_E3	25.0
314	Adeno_E3A	25.2
315	Adeno_E3B	25.0
316	Adeno_E3_14_5	23.6
317	Adeno_E3_15_3	25.0
318	Adeno_E3_CR1	26.0
319	Adeno_E3_CR2	26.2
320	Adeno_E4	25.0
321	Adeno_E4_34	25.0
322	Adeno_E4_ORF3	25.0
323	Adeno_GP19K	20.5
324	Adeno_hexon	18.6
325	Adeno_hexon_C	21.4
326	Adeno_IVa2	20.1
327	Adeno_knob	25.0
328	Adeno_Penton_B	25.0
329	Adeno_PIX	21.8
330	Adeno_PV	23.3
331	Adeno_PVIII	25.0
332	Adeno_PX	25.0
333	Adeno_shaft	31.5
334	Adeno_terminal	20.6
335	Adeno_VII	21.2
336	AdenylateSensor	27.1
337	Adenylate_cycl	21.8
338	Adenylsucc_synt	19.9
339	Adenyl_cycl_N	21.6
340	Adenyl_transf	20.6
341	AdHead_fibreRBD	27.0
342	Adhes-Ig_like	25.0
343	Adhesin_Dr	20.6
344	Adhesin_E	27.0
345	Adhesin_P1	25.0
346	ADH_N	21.0
347	ADH_N_2	31.0
348	ADH_N_assoc	25.0
349	adh_short	26.6
350	adh_short_C2	27.0
351	ADH_zinc_N	30.2
352	ADH_zinc_N_2	27.0
353	ADIP	30.7
354	Adipogenin	27.0
355	Adipokin_hormo	22.9
356	ADK	26.8
357	ADK_lid	24.0
358	AdoHcyase	25.0
359	AdoHcyase_NAD	21.7
360	AdoMetDC_leader	25.0
361	AdoMet_dc	25.0
362	AdoMet_MTase	20.2
363	AdoMet_Synthase	27.0
364	ADPrib_exo_Tox	23.4
365	ADP_PFK_GK	20.9
366	ADP_ribosyl_GH	26.2
367	ADSL_C	30.1
368	Ad_cyc_g-alpha	20.1
369	Ad_Cy_reg	27.0
370	Aegerolysin	20.6
371	AEP1	27.0
372	Aerolysin	24.3
373	AF-4	29.9
374	AF0941-like	22.6
375	AF2331-like	150.0
376	AfaD	21.5
377	Afaf	27.0
378	AFG1_ATPase	20.2
379	Afi1	25.5
380	AflR	20.8
381	AFOR_C	19.9
382	AFOR_N	20.9
383	AFP	36.5
384	AfsA	21.3
385	AFT	21.6
386	Aft1_HRA	25.0
387	Aft1_HRR	25.0
388	Aft1_OSA	21.6
389	AftA_C	25.0
390	AftA_N	23.1
391	Ag332	20.7
392	AGA2	25.0
393	Agenet	27.0
394	Agglutinin	25.0
395	AGH	27.0
396	AGOG	22.5
397	Agouti	21.8
398	Ago_hook	21.0
399	AGP	25.0
400	AgrB	23.0
401	AgrD	22.7
402	Agro_virD5	25.0
403	AGT	25.0
404	AGTRAP	25.0
405	Aha1_N	22.5
406	AHH	19.7
407	AHL_synthase	25.0
408	AhpC-TSA	21.3
409	AhpC-TSA_2	27.0
410	AHSA1	22.0
411	AHSP	20.5
412	AI-2E_transport	27.2
413	AIB	27.0
414	AICARFT_IMPCHas	25.0
415	AIDA	27.0
416	Aida_C2	25.0
417	Aida_N	25.0
418	AIF-MLS	27.9
419	AIF_C	25.9
420	AIG1	27.0
421	AIG2_2	27.0
422	Ail_Lom	20.8
423	Aim19	28.3
424	Aim21	18.2
425	AIM24	20.8
426	AIM3	25.4
427	AIM5	27.0
428	AIMP2_LysRS_bd	27.0
429	AIP3	28.2
430	AIPR	25.0
431	AIRC	29.3
432	AIRS	24.0
433	AIRS_C	23.1
434	AJAP1_PANP_C	27.0
435	AKAP28	21.6
436	AKAP2_C	27.0
437	AKAP7_NLS	24.4
438	AKAP7_RIRII_bdg	22.7
439	AKAP95	25.6
440	AKAP_110	25.0
441	AKNA	28.1
442	ALAD	22.3
443	AlaDh_PNT_C	23.0
444	AlaDh_PNT_N	29.5
445	AlaE	25.0
446	Alanine_zipper	23.0
447	Ala_racemase_C	25.0
448	Ala_racemase_N	22.4
449	Alb1	20.4
450	Alba	22.5
451	AlbA_2	25.3
452	Albumin_I	20.2
453	Albumin_I_a	23.4
454	AlcCBM31	25.0
455	Aldedh	23.0
456	Aldolase	23.2
457	Aldolase_II	22.0
458	Aldose_epim	21.8
459	Aldo_ket_red	21.0
460	Ald_deCOase	21.6
461	Ald_Xan_dh_C	20.6
462	Ald_Xan_dh_C2	21.5
463	ALF	25.4
464	Alfin	21.0
465	ALG11_N	24.5
466	Alg14	20.9
467	ALG3	21.5
468	Alg6_Alg8	25.0
469	AlgF	29.4
470	Alginate_exp	25.2
471	Alginate_lyase	21.4
472	Alginate_lyase2	29.7
473	ALGX	26.5
474	ALIX_LYPXL_bnd	29.8
475	AlkA_N	26.0
476	Alkyl_sulf_C	27.0
477	Alkyl_sulf_dimr	26.0
478	Alk_phosphatase	24.4
479	Allantoicase	21.6
480	Allatostatin	33.5
481	Allene_ox_cyc	31.2
482	Allexi_40kDa	24.9
483	Alliinase_C	22.0
484	ALMS_motif	27.0
485	ALMT	20.6
486	ALO	20.8
487	ALP	25.0
488	Alpha-2-MRAP_C	23.9
489	Alpha-2-MRAP_N	27.3
490	Alpha-amylase	20.3
491	Alpha-amylase_C	21.2
492	Alpha-amylase_N	21.2
493	Alpha-amyl_C	20.8
494	Alpha-amyl_C2	20.1
495	Alpha-E	20.8
496	alpha-hel2	25.0
497	Alpha-L-AF_C	21.8
498	Alpha-mann_mid	21.3
499	AlphaC_C	25.0
500	AlphaC_N	25.0
501	Alpha_adaptinC2	25.5
502	Alpha_adaptin_C	25.4
503	Alpha_E1_glycop	25.0
504	Alpha_E2_glycop	19.5
505	Alpha_E3_glycop	25.0
506	Alpha_GJ	21.0
507	Alpha_kinase	21.3
508	Alpha_L_fucos	25.2
509	Alpha_TIF	25.0
510	Alph_Pro_TM	24.5
511	ALS2CR11	27.0
512	ALS2CR8	28.9
513	ALS_ss_C	23.2
514	AltA1	27.5
515	Alveol-reg_P311	25.0
516	AMA-1	21.0
517	Amastin	27.2
518	Amb_V_allergen	25.0
519	Amdo_NSP	25.0
520	Amelin	25.0
521	Amelogenin	22.1
522	Amelotin	27.0
523	amfpi-1	25.0
524	AMH_N	20.0
525	Amidase	20.1
526	Amidase02_C	28.2
527	Amidase_2	21.1
528	Amidase_3	21.1
529	Amidase_5	20.4
530	Amidase_6	21.7
531	Amidinotransf	22.0
532	Amidohydro_1	21.6
533	Amidohydro_2	26.0
534	Amidohydro_3	29.7
535	Amidoligase_2	21.4
536	Amido_AtzD_TrzD	25.0
537	AMIN	20.5
538	Aminoglyc_resit	20.9
539	Aminopep	25.0
540	Aminotran_1_2	19.7
541	Aminotran_3	21.0
542	Aminotran_4	28.5
543	Aminotran_5	21.5
544	Aminotran_MocR	20.3
545	Amino_oxidase	19.8
546	AmiS_UreI	25.0
547	Amj	20.4
548	AMMECR1	25.0
549	Ammonium_transp	19.2
550	Amnionless	30.0
551	AMNp_N	20.9
552	AMO	27.5
553	AmoC	25.0
554	AMOP	25.0
555	AMP-binding	22.0
556	AMP-binding_C	24.5
557	AMP-binding_C_2	25.0
558	AmpE	50.0
559	AMPK1_CBM	26.8
560	AMPKBI	24.3
561	AMP_N	20.4
562	ANAPC1	25.0
563	ANAPC10	19.9
564	ANAPC15	27.0
565	ANAPC16	25.0
566	ANAPC2	20.3
567	ANAPC3	27.2
568	ANAPC4	23.0
569	ANAPC4_WD40	22.9
570	ANAPC5	23.0
571	ANAPC8	23.6
572	ANAPC9	25.0
573	ANAPC_CDC26	24.5
574	ANATO	21.4
575	Androgen_recep	23.5
576	Anemone_cytotox	25.0
577	AnfG_VnfG	27.0
578	AnfO_nitrog	26.0
579	ANF_receptor	25.4
580	Angiomotin_C	23.5
581	Anillin	21.5
582	Anillin_N	27.0
583	Ank	21.1
584	ANKH	20.7
585	Ank_2	27.1
586	Ank_3	22.3
587	Ank_4	22.7
588	Ank_5	27.0
589	AnmK	24.0
590	Annexin	20.9
591	Anoctamin	28.0
592	Anoct_dimer	29.3
593	Anophelin	25.0
594	ANP	21.2
595	Anp1	28.8
596	ANT	24.8
597	AntA	20.5
598	ANTAR	27.2
599	ANTH	21.5
600	Anthrax-tox_M	25.0
601	Anthrax_toxA	25.0
602	Anth_Ig	26.9
603	Anth_synt_I_N	21.0
604	Anti-adapt_IraP	22.8
605	Anti-TRAP	32.0
606	Antibiotic_NAT	25.0
607	Anticodon_1	25.1
608	Antifungal_pept	21.0
609	Antifungal_prot	25.0
610	Antigen_Bd37	25.0
611	Antigen_C	23.2
612	Antig_Caf1	25.0
613	Antimicrobial10	25.0
614	Antimicrobial11	25.0
615	Antimicrobial12	21.1
616	Antimicrobial13	25.0
617	Antimicrobial14	21.0
618	Antimicrobial15	22.7
619	Antimicrobial17	25.0
620	Antimicrobial18	25.0
621	Antimicrobial19	19.4
622	Antimicrobial20	20.6
623	Antimicrobial21	27.0
624	Antimicrobial22	27.0
625	Antimicrobial23	25.0
626	Antimicrobial24	26.0
627	Antimicrobial25	27.0
628	Antimicrobial_1	21.2
629	Antimicrobial_2	20.9
630	Antimicrobial_3	25.0
631	Antimicrobial_4	25.0
632	Antimicrobial_5	25.0
633	Antimicrobial_6	25.0
634	Antimicrobial_7	25.0
635	Antimicrobial_8	21.4
636	Antimicrobial_9	25.0
637	Antirestrict	25.0
638	Antistasin	21.2
639	Antiterm	26.7
640	Ant_C	25.0
641	ANXA2R	27.0
642	An_peroxidase	25.0
643	AOX	22.5
644	AP-5_subunit_s1	30.7
645	AP1AR	27.0
646	AP2	20.6
647	AP3B1_C	27.0
648	AP3D1	26.4
649	AP4E_app_platf	27.0
650	APA3_viroporin	20.2
651	ApbA	22.2
652	ApbA_C	21.6
653	ApbE	20.0
654	Apc13p	21.5
655	Apc15p	25.0
656	APCDDC	27.0
657	APC_15aa	19.4
658	APC_basic	25.0
659	APC_N_CC	26.7
660	APC_r	19.9
661	APC_u13	26.0
662	APC_u14	29.7
663	APC_u15	27.5
664	APC_u5	27.0
665	APC_u9	25.0
666	ApeC	26.5
667	Apelin	27.0
668	APG12	22.8
669	APG17	25.0
670	APG5	20.3
671	APG6	33.3
672	APG9	21.7
673	APH	23.2
674	Aph-1	25.6
675	AphA_like	27.0
676	APH_6_hur	20.4
677	API5	24.3
678	Apidaecin	25.0
679	Apis_Csd	25.0
680	Apo-CII	22.1
681	Apo-CIII	28.0
682	Apo-VLDL-II	20.1
683	ApoA-II	27.0
684	ApoB100_C	21.2
685	APOBEC_C	23.5
686	APOBEC_N	21.7
687	ApoC-I	27.6
688	APOC4	27.0
689	Apocytochr_F_C	29.7
690	Apocytochr_F_N	30.0
691	ApoL	25.9
692	Apolipoprotein	90.0
693	Apolipo_F	27.0
694	ApoLp-III	35.0
695	ApoM	21.8
696	ApoO	26.8
697	APO_RNA-bind	25.0
698	APP_amyloid	19.9
699	APP_Cu_bd	26.4
700	APP_E2	21.9
701	APP_N	22.1
702	Apq12	25.0
703	APS-reductase_C	25.0
704	APS_kinase	21.1
705	APT	25.0
706	Apt1	26.7
707	Apyrase	21.5
708	AP_endonuc_2	27.5
709	AP_endonuc_2_N	20.8
710	Aquarius_N	27.0
711	ARA70	22.1
712	ArabFuran-catal	25.0
713	Arabinose_bd	26.1
714	Arabinose_Isome	29.2
715	Arabinose_Iso_C	25.0
716	Arabinose_trans	25.0
717	Arabino_trans_C	25.0
718	AraC_binding	21.1
719	AraC_binding_2	27.0
720	AraC_N	24.2
721	ArAE_1	21.0
722	ArAE_1_C	22.1
723	ArAE_2	24.7
724	ArAE_2_N	23.5
725	Arb1	25.0
726	Arb2	28.9
727	Arc	20.4
728	Archaeal_AmoA	25.6
729	Archease	25.0
730	Arch_flagellin	29.5
731	Arch_fla_DE	20.8
732	Arc_PepC	21.2
733	Arc_PepC_II	29.9
734	Arc_trans_TRASH	20.8
735	ARD	21.0
736	ArdA	24.8
737	AreA_N	21.5
738	ArenaCapSnatch	27.0
739	Arena_glycoprot	25.0
740	Arena_ncap_C	27.0
741	Arena_nucleocap	23.5
742	Arena_RNA_pol	25.0
743	Arf	22.3
744	ARF7EP_C	27.0
745	Arfaptin	32.0
746	ArfGap	28.0
747	Arginase	22.0
748	Arginosuc_synth	21.0
749	ArgJ	25.0
750	ArgK	23.1
751	ARGLU	27.0
752	ArgoL1	20.9
753	ArgoL2	27.4
754	ArgoMid	27.5
755	ArgoN	30.7
756	Argos	25.0
757	Arg_repressor	21.0
758	Arg_repressor_C	25.0
759	Arg_tRNA_synt_N	21.3
760	ARHGEF5_35	27.0
761	ARID	23.6
762	Arif-1	21.1
763	ARL17	27.0
764	ARL2_Bind_BART	23.0
765	ARL6IP6	27.0
766	Arm	20.6
767	Arm-DNA-bind_1	21.8
768	Arm-DNA-bind_2	21.9
769	Arm-DNA-bind_3	27.0
770	Arm-DNA-bind_4	22.1
771	Arm-DNA-bind_5	22.6
772	Armet	23.1
773	Arm_2	20.4
774	Arm_3	28.8
775	Arm_APC_u3	25.0
776	AroM	23.7
777	Aromatic_hydrox	21.8
778	AROS	27.0
779	ARPC4	22.2
780	Arr-ms	25.0
781	Arrestin_C	26.8
782	Arrestin_N	24.1
783	ARS2	30.0
784	ArsA_ATPase	24.3
785	ArsB	22.2
786	ArsC	21.0
787	ArsD	20.7
788	ArsP_1	31.2
789	ArsP_2	32.4
790	ArsR	28.6
791	ART	22.1
792	Arteri_env	21.2
793	Arteri_Gl	24.4
794	Arteri_GP4	20.7
795	Arteri_nsp7a	27.0
796	Arteri_nucleo	22.1
797	Arv1	20.0
798	Arylesterase	21.3
799	Arylsulfotrans	24.2
800	Arylsulfotran_2	27.0
801	Arylsulfotran_N	24.2
802	ASC	23.6
803	ASCH	21.2
804	ASD1	25.0
805	ASD2	25.7
806	ASF1_hist_chap	20.7
807	ASFV_360	22.5
808	ASFV_J13L	23.6
809	ASFV_L11L	25.0
810	ASFV_p27	25.4
811	ASH	27.0
812	Ashwin	27.0
813	AsiA	25.0
814	ASL_C	35.0
815	ASL_C2	27.3
816	AsmA	29.8
817	AsmA_1	22.5
818	AsmA_2	23.5
819	AsnA	21.8
820	AsnC_trans_reg	25.0
821	Asn_synthase	20.3
822	Asp	19.9
823	Asp-Al_Ex	25.9
824	Asp-B-Hydro_N	21.9
825	Asp1	26.0
826	Asp2	28.0
827	Asp23	28.0
828	Asp4	25.7
829	Asp5	27.1
830	Asparaginase	22.5
831	Asparaginase_2	19.4
832	Asparaginase_II	25.0
833	ASPRs	26.3
834	Aspzincin_M35	30.0
835	Asp_Arg_Hydrox	22.6
836	Asp_decarbox	25.0
837	Asp_Glu_race	28.1
838	Asp_Glu_race_2	27.0
839	Asp_protease	20.6
840	Asp_protease_2	24.0
841	Asr	21.0
842	ASRT	25.0
843	AstA	29.4
844	Astacin	22.5
845	AstB	20.1
846	AstE_AspA	21.9
847	Astro_capsid_N	25.0
848	Astro_capsid_p	25.0
849	Astro_capsid_p2	25.0
850	ASXH	25.8
851	ATAD4	25.0
852	ATC_hydrolase	26.4
853	ATE_C	25.0
854	ATE_N	21.1
855	ATF7IP_BD	25.0
856	ATG101	26.5
857	ATG11	22.0
858	ATG13	25.0
859	Atg14	31.1
860	ATG16	32.7
861	ATG19_autophagy	25.0
862	ATG22	24.1
863	ATG27	27.0
864	ATG2_CAD	21.7
865	Atg31	25.0
866	ATG7_N	27.0
867	Atg8	21.0
868	ATG_C	29.4
869	ATHILA	19.5
870	ATLF	21.6
871	ATP-cone	22.1
872	ATP-grasp	20.5
873	ATP-grasp_2	29.0
874	ATP-grasp_3	23.2
875	ATP-grasp_4	27.0
876	ATP-grasp_5	27.6
877	ATP-gua_Ptrans	21.9
878	ATP-gua_PtransN	25.7
879	ATP-sulfurylase	23.4
880	ATP-synt	22.2
881	ATP-synt_10	21.9
882	ATP-synt_8	22.9
883	ATP-synt_A	21.8
884	ATP-synt_ab	22.9
885	ATP-synt_ab_C	21.4
886	ATP-synt_ab_N	20.9
887	ATP-synt_ab_Xtn	26.9
888	ATP-synt_B	25.9
889	ATP-synt_C	22.2
890	ATP-synt_D	25.7
891	ATP-synt_DE	24.6
892	ATP-synt_DE_N	20.1
893	ATP-synt_E	21.0
894	ATP-synt_Eps	20.5
895	ATP-synt_E_2	25.0
896	ATP-synt_F	23.5
897	ATP-synt_F6	27.9
898	ATP-synt_G	25.0
899	ATP-synt_I	24.0
900	ATP-synt_J	20.7
901	ATP-synt_S1	45.0
902	ATP-synt_Z	25.0
903	ATP11	22.0
904	ATP12	20.5
905	ATP13	26.7
906	ATP1G1_PLM_MAT8	19.8
907	ATPase	26.6
908	ATPase-cat_bd	27.0
909	ATPase_2	33.2
910	ATPase_gene1	26.6
911	ATPgrasp_ST	31.4
912	ATPgrasp_Ter	182.0
913	ATPgrasp_TupA	25.0
914	ATPgrasp_YheCD	100.0
915	AtpR	26.0
916	ATP_bind_1	20.2
917	ATP_bind_2	20.9
918	ATP_bind_3	20.5
919	ATP_Ca_trans_C	22.9
920	ATP_sub_h	25.0
921	ATP_synth_reg	25.0
922	ATP_synt_H	25.0
923	ATP_transf	23.5
924	ATR13	41.3
925	Atracotoxin	25.0
926	Atrophin-1	26.0
927	ATS	33.0
928	ATS3	20.9
929	Attachment_P66	25.0
930	Attacin_C	28.8
931	Attacin_N	23.9
932	Attractin	25.0
933	Atu4866	25.0
934	AtuA	21.5
935	Atx10homo_assoc	28.9
936	ATXN-1_C	25.0
937	ATX_III	25.0
938	AT_hook	17.4
939	Augurin	27.0
940	AurF	28.6
941	Aurora-A_bind	20.2
942	Autoind_bind	21.0
943	Autoind_synth	20.1
944	Autophagy_act_C	21.3
945	Autophagy_C	20.1
946	Autophagy_N	20.3
947	Autotransporter	21.9
948	Auto_anti-p27	23.2
949	Auts2	23.0
950	Auxin_BP	20.4
951	Auxin_canalis	22.8
952	Auxin_inducible	24.9
953	Auxin_repressed	25.0
954	Auxin_resp	21.1
955	AUX_IAA	22.7
956	AveC_like	26.6
957	Avian_gp85	21.1
958	Avidin	20.1
959	AviRa	26.1
960	Avl9	21.3
961	AvrB_AvrC	20.0
962	AvrD	25.0
963	AvrE	18.9
964	AvrL567-A	20.3
965	AvrPphF-ORF-2	25.0
966	AvrPto	21.8
967	AvrPtoB-E3_ubiq	25.0
968	AvrPtoB_bdg	27.0
969	AvrRpt-cleavage	20.3
970	Av_adeno_fibre	27.0
971	AWPM-19	20.9
972	AXE1	19.7
973	AXH	33.0
974	AXIN1_TNKS_BD	29.9
975	Axin_b-cat_bind	20.0
976	Ax_dynein_light	26.1
977	AzlC	23.5
978	AzlD	22.8
979	AZUL	23.8
980	A_amylase_inhib	25.0
981	A_deamin	19.8
982	A_deaminase	20.1
983	A_deaminase_N	21.3
984	A_thal_3526	25.0
985	B	22.4
986	B-block_TFIIIC	20.9
987	B1	25.0
988	B12-binding	28.2
989	B12-binding_2	23.0
990	B12D	21.5
991	B2	20.5
