	name	GA
82	7TM_GPCR_Srx	20.3
83	7TM_GPCR_Srz	21.3
84	7TM_GPCR_Str	21.8
85	7TM_transglut	25.0
86	8TM_micro	25.0
87	A-2_8-polyST	24.5
88	A1_Propeptide	20.5
89	A2L_zn_ribbon	22.9
90	A2M	20.4
91	A2M_comp	20.5
92	A2M_N	32.5
93	A2M_N_2	22.7
94	A2M_recep	21.7
95	AAA	20.8
96	AAA-ATPase_like	26.1
97	AAA_10	27.5
98	AAA_11	27.0
99	AAA_12	27.0
100	AAA_13	34.6
101	AAA_14	27.0
102	AAA_15	32.1
103	AAA_16	32.6
104	AAA_17	27.0
105	AAA_18	29.4
106	AAA_19	25.1
107	AAA_2	20.6
108	AAA_21	27.0
109	AAA_22	27.0
110	AAA_23	27.0
111	AAA_24	27.0
112	AAA_25	27.0
113	AAA_26	27.0
114	AAA_27	21.4
115	AAA_28	27.0
116	AAA_29	27.0
117	AAA_3	21.1
118	AAA_30	27.0
119	AAA_31	27.0
120	AAA_32	25.9
121	AAA_33	27.0
122	AAA_34	27.0
123	AAA_35	27.0
124	AAA_5	21.3
125	AAA_6	21.3
126	AAA_7	20.9
127	AAA_8	22.9
128	AAA_9	27.3
129	AAA_assoc	26.4
130	AAA_assoc_2	33.5
131	AAA_assoc_C	21.3
132	AAA_PrkA	19.7
133	AalphaY_MDB	25.0
134	AAL_decarboxy	25.0
135	AAR2	23.3
136	AARP2CN	23.8
137	AAT	23.2
138	AATase	21.1
139	AATF-Che1	24.7
140	AA_kinase	24.9
141	AA_permease	21.7
142	AA_permease_2	27.0
143	AA_permease_C	27.0
144	AA_permease_N	21.0
145	AA_synth	20.0
146	Aa_trans	21.6
147	ABATE	23.4
148	ABA_GPCR	22.1
149	ABA_WDS	25.0
150	AbbA_antirepres	27.0
151	ABC-3	19.8
152	ABC1	20.6
153	ABC2_membrane	26.9
154	ABC2_membrane_2	26.8
155	ABC2_membrane_3	31.6
156	ABC2_membrane_4	27.0
157	ABC2_membrane_5	23.8
158	ABC2_membrane_6	22.0
159	ABC_ATPase	19.3
160	ABC_cobalt	22.3
161	ABC_export	29.7
162	ABC_membrane	24.2
163	ABC_membrane_2	21.2
164	ABC_membrane_3	27.0
165	ABC_sub_bind	23.9
166	ABC_tran	23.1
167	ABC_transp_aux	29.9
168	ABC_trans_aux	21.0
169	ABC_trans_CmpB	20.7
170	ABC_trans_N	25.4
171	ABC_tran_2	25.7
172	ABC_tran_CTD	32.0
173	ABC_tran_Xtn	21.5
174	Abdominal-A	25.0
175	AbfB	21.3
176	ABG_transport	19.6
177	Abhydrolase_1	25.8
178	Abhydrolase_2	23.0
179	Abhydrolase_3	21.5
180	Abhydrolase_4	21.0
181	Abhydrolase_5	27.0
182	Abhydrolase_6	26.3
183	Abhydrolase_7	20.7
184	Abhydrolase_8	20.5
185	Abhydrolase_9	26.0
186	Abhydrolase_9_N	27.0
187	Abhydro_lipase	21.5
188	Abi	20.9
189	AbiEii	20.6
190	AbiEi_1	20.8
191	AbiEi_2	20.1
192	AbiEi_3	26.0
193	AbiEi_3_N	26.0
194	AbiEi_4	25.3
195	AbiGi	22.4
196	AbiGii_2	25.0
197	AbiH	25.2
198	Abi_2	21.4
199	Abi_C	24.0
200	Abi_HHR	19.6
201	AbLIM_anchor	29.0
202	ABM	23.1
203	Abp2	25.0
204	AbrB-like	25.0
205	ACAS_N	27.0
206	Acatn	23.7
207	ACBP	28.3
208	ACCA	21.3
209	ACC_central	22.0
210	ACC_epsilon	25.0
211	ACD	27.0
212	ACDC	25.0
213	AceK	20.8
214	Acetate_kinase	22.0
215	AcetDehyd-dimer	26.6
216	Acetone_carb_G	20.8
217	AcetylCoA_hydro	20.7
218	AcetylCoA_hyd_C	23.1
219	Acetyltransf_1	20.7
220	Acetyltransf_10	23.6
221	Acetyltransf_11	24.5
222	Acetyltransf_13	22.5
223	Acetyltransf_14	22.0
224	Acetyltransf_15	35.0
225	Acetyltransf_16	21.2
226	Acetyltransf_2	21.0
227	Acetyltransf_3	25.4
228	Acetyltransf_4	24.3
229	Acetyltransf_5	22.4
230	Acetyltransf_6	21.9
231	Acetyltransf_7	27.0
232	Acetyltransf_8	27.0
233	Acetyltransf_9	25.0
234	Acetyltransf_CG	30.0
235	AChE_tetra	25.0
236	ACI44	27.0
237	Acid_phosphat_B	27.0
238	Acid_PPase	27.0
239	Aconitase	24.7
240	Aconitase_2_N	20.5
241	Aconitase_B_N	25.3
242	Aconitase_C	22.8
243	ACOX	21.4
244	ACP	25.1
245	Acp26Ab	25.0
246	ACP53EA	25.0
247	ACPS	21.1
248	ACP_syn_III	20.6
249	ACP_syn_III_C	20.6
250	AcrZ	25.0
251	ACR_tran	28.0
252	ACT	27.0
253	Act-Frag_cataly	24.0
254	ActA	23.8
255	ACTH_assoc	27.0
256	ACTH_domain	27.0
257	Actin	20.9
258	Actino_peptide	25.0
259	Actin_micro	27.0
260	Activator-TraM	22.7
261	Activator_LAG-3	23.3
262	Activin_recp	20.9
263	ACTL7A_N	27.0
264	ACT_3	25.0
265	ACT_4	27.0
266	ACT_5	27.0
267	ACT_6	23.0
268	ACT_7	27.0
269	Acyl-ACP_TE	20.3
270	Acyl-CoA_dh_1	20.5
271	Acyl-CoA_dh_2	22.0
272	Acyl-CoA_dh_C	27.1
273	Acyl-CoA_dh_M	33.3
274	Acyl-CoA_dh_N	21.2
275	Acyl-CoA_ox_N	25.0
276	Acyl-thio_N	22.0
277	AcylCoA_dehyd_C	19.8
278	AcylCoA_DH_N	21.2
279	Acylphosphatase	22.5
280	Acyltransferase	21.1
281	Acyltransf_C	26.5
282	Acyl_CoA_thio	20.7
283	Acyl_transf_1	24.6
284	Acyl_transf_2	20.3
285	Acyl_transf_3	31.0
286	AC_N	28.7
287	AD	22.4
288	Ada3	24.5
289	ADAM17_MPD	26.2
290	ADAM_CR	23.0
291	ADAM_spacer1	20.8
292	Adaptin_binding	32.0
293	Adaptin_N	37.0
294	Adap_comp_sub	27.1
295	Ada_Zn_binding	20.9
296	ADC	29.8
297	Adenine_deam_C	27.0
298	Adenine_glyco	25.0
299	Adenosine_kin	25.0
300	Adeno_100	25.0
301	Adeno_52K	25.0
302	Adeno_E1A	24.9
303	Adeno_E1B_19K	25.0
304	Adeno_E1B_55K	21.8
305	Adeno_E1B_55K_N	25.0
306	Adeno_E3	25.0
307	Adeno_E3A	25.2
308	Adeno_E3B	25.0
309	Adeno_E3_14_5	23.6
310	Adeno_E3_15_3	25.0
311	Adeno_E3_CR1	26.0
312	Adeno_E3_CR2	26.2
313	Adeno_E4	25.0
314	Adeno_E4_34	25.0
315	Adeno_E4_ORF3	25.0
316	Adeno_GP19K	20.5
317	Adeno_hexon	18.6
318	Adeno_hexon_C	21.4
319	Adeno_IVa2	20.1
320	Adeno_knob	25.0
321	Adeno_Penton_B	25.0
322	Adeno_PIX	21.8
323	Adeno_PV	21.9
324	Adeno_PVIII	25.0
325	Adeno_PX	25.0
326	Adeno_shaft	27.5
327	Adeno_terminal	20.6
328	Adeno_VII	21.2
329	AdenylateSensor	27.1
330	Adenylate_cycl	21.8
331	Adenylsucc_synt	19.9
332	Adenyl_cycl_N	21.6
333	Adenyl_transf	20.6
334	AdHead_fibreRBD	27.0
335	Adhes-Ig_like	25.0
336	Adhesin_Dr	20.6
337	Adhesin_E	27.0
338	Adhesin_P1	25.0
339	ADH_N	21.0
340	ADH_N_2	31.0
341	ADH_N_assoc	25.0
342	adh_short	26.6
343	adh_short_C2	27.0
344	ADH_zinc_N	30.0
345	ADH_zinc_N_2	27.0
346	ADIP	30.7
347	Adipogenin	27.0
348	Adipokin_hormo	22.9
349	ADK	26.8
350	ADK_lid	23.9
351	AdoHcyase	25.0
352	AdoHcyase_NAD	21.7
353	AdoMetDC_leader	25.0
354	AdoMet_dc	25.0
355	AdoMet_MTase	20.2
356	AdoMet_Synthase	27.0
357	ADPrib_exo_Tox	23.4
358	ADP_PFK_GK	20.9
359	ADP_ribosyl_GH	26.2
360	ADSL_C	30.1
361	Ad_cyc_g-alpha	20.1
362	Ad_Cy_reg	27.0
363	Aegerolysin	20.6
364	AEP1	27.0
365	Aerolysin	24.3
366	AF-4	29.9
367	AF0941-like	22.6
368	AF2331-like	150.0
369	AfaD	21.5
370	Afaf	27.0
371	AFG1_ATPase	20.2
372	Afi1	25.5
373	AflR	20.8
374	AFOR_C	19.9
375	AFOR_N	20.9
376	AFP	36.5
377	AfsA	21.3
378	AFT	21.6
379	Aft1_HRA	25.0
380	Aft1_HRR	25.0
381	Aft1_OSA	21.6
382	AftA_C	25.0
383	AftA_N	23.1
384	Ag332	20.7
385	Agenet	27.0
386	Agglutinin	25.0
387	Agouti	21.8
388	Ago_hook	21.0
389	AgrB	23.0
390	AgrD	22.7
391	Agro_virD5	25.0
392	AGT	25.0
393	AGTRAP	25.0
394	Aha1_N	22.5
395	AHH	19.7
396	AhpC-TSA	21.3
397	AhpC-TSA_2	27.0
398	AHS1	20.4
399	AHS2	25.0
400	AHSA1	22.0
401	AHSP	20.5
402	AIB	27.0
403	AICARFT_IMPCHas	25.0
404	AIDA	27.0
405	Aida_C2	25.0
406	Aida_N	25.0
407	AIF-MLS	27.0
408	AIF_C	25.9
409	AIG1	27.0
410	AIG2_2	27.0
411	Ail_Lom	20.8
412	AIM24	20.8
413	AIM3	25.4
414	AIM5	27.0
415	AIMP2_LysRS_bd	27.0
416	AIP3	28.2
417	AIPR	25.0
418	AIRC	29.3
419	AIRS	24.0
420	AIRS_C	23.1
421	AJAP1_PANP_C	27.0
422	AKAP28	21.6
423	AKAP2_C	27.0
424	AKAP7_NLS	24.4
425	AKAP7_RIRII_bdg	22.7
426	AKAP95	25.6
427	AKAP_110	25.0
428	AKNA	26.2
429	ALAD	22.3
430	AlaDh_PNT_C	23.0
431	AlaDh_PNT_N	29.5
432	AlaE	25.0
433	Alanine_zipper	28.0
434	Ala_racemase_C	25.0
435	Ala_racemase_N	22.4
436	Alb1	20.4
437	Alba	22.5
438	AlbA_2	25.3
439	Albumin_I	20.2
440	Albumin_I_a	23.4
441	AlcCBM31	25.0
442	Aldedh	23.0
443	Aldolase	23.2
444	Aldolase_II	21.1
445	Aldose_epim	21.8
446	Aldo_ket_red	20.7
447	Ald_Xan_dh_C	20.6
448	Ald_Xan_dh_C2	21.5
449	ALF	25.4
450	ALG11_N	24.5
451	Alg14	20.9
452	ALG3	21.5
453	Alg6_Alg8	25.0
454	AlgF	29.4
455	Alginate_exp	25.2
456	Alginate_lyase	21.4
457	Alginate_lyase2	29.7
458	ALGX	26.5
459	ALIX_LYPXL_bnd	29.8
460	AlkA_N	26.0
461	Alkyl_sulf_C	27.0
462	Alkyl_sulf_dimr	26.0
463	Alk_phosphatase	20.4
464	Allantoicase	21.6
465	Allatostatin	33.5
466	Allene_ox_cyc	30.1
467	Allexi_40kDa	22.0
468	Alliinase_C	22.0
469	ALMS_motif	27.0
470	ALMT	20.6
471	ALO	20.3
472	Alpha-2-MRAP_C	23.8
473	Alpha-2-MRAP_N	27.3
474	Alpha-amylase	20.2
475	Alpha-amylase_C	21.2
476	Alpha-amylase_N	21.2
477	Alpha-amyl_C	20.8
478	Alpha-amyl_C2	20.1
479	Alpha-E	20.7
480	alpha-hel2	25.0
481	Alpha-L-AF_C	21.8
482	Alpha-mann_mid	21.2
483	AlphaC_N	21.0
484	Alpha_adaptinC2	25.5
485	Alpha_adaptin_C	25.4
486	Alpha_E1_glycop	25.0
487	Alpha_E2_glycop	19.5
488	Alpha_E3_glycop	25.0
489	Alpha_GJ	21.0
490	Alpha_kinase	21.3
491	Alpha_L_fucos	25.2
492	Alpha_TIF	25.0
493	Alph_Pro_TM	24.5
494	ALS2CR11	27.0
495	ALS2CR8	28.9
496	ALS_ss_C	23.2
497	AltA1	27.5
498	Alveol-reg_P311	25.0
499	AMA-1	21.0
500	Amastin	27.2
501	Amb_V_allergen	25.0
502	Amdo_NSP	25.0
503	Amelin	25.0
504	Amelogenin	22.1
505	Amelotin	27.0
506	amfpi-1	25.0
507	AMH_N	20.0
508	Amidase	20.1
509	Amidase02_C	28.2
510	Amidase_2	21.1
511	Amidase_3	21.1
512	Amidase_5	20.4
513	Amidase_6	21.7
514	Amidinotransf	22.0
515	Amidohydro_1	21.6
516	Amidohydro_2	26.0
517	Amidohydro_3	29.7
518	Amidoligase_2	21.4
519	Amido_AtzD_TrzD	25.0
520	AMIN	20.5
521	Aminoglyc_resit	20.9
522	Aminopep	25.0
523	Aminotran_1_2	19.7
524	Aminotran_3	19.9
525	Aminotran_4	28.5
526	Aminotran_5	21.5
527	Aminotran_MocR	20.3
528	Amino_oxidase	19.8
529	AmiS_UreI	25.0
530	AMMECR1	25.0
531	Ammonium_transp	19.2
532	Amnionless	29.9
533	AMNp_N	20.9
534	AMO	27.5
535	AmoA	27.1
536	AmoC	25.0
537	AMOP	25.0
538	AMP-binding	22.0
539	AMP-binding_C	24.5
540	AMP-binding_C_2	25.0
541	AmpE	50.0
542	AMPK1_CBM	26.8
543	AMPKBI	24.3
544	AMP_N	20.4
545	ANAPC1	25.0
546	ANAPC10	19.9
547	ANAPC15	27.0
548	ANAPC2	20.3
549	ANAPC3	27.2
550	ANAPC4	22.9
551	ANAPC4_WD40	22.9
552	ANAPC5	23.0
553	ANAPC8	23.6
554	ANAPC9	25.0
555	ANAPC_CDC26	24.5
556	ANATO	21.4
557	Androgen_recep	23.5
558	Anemone_cytotox	25.0
559	AnfG_VnfG	27.0
560	AnfO_nitrog	26.0
561	ANF_receptor	25.4
562	Angiomotin_C	23.5
563	Anillin	21.5
564	Anillin_N	27.0
565	Ank	21.1
566	ANKH	20.7
567	Ank_2	27.1
568	Ank_3	22.3
569	Ank_4	22.7
570	Ank_5	27.0
571	Annexin	20.9
572	Anoctamin	28.0
573	Anoct_dimer	28.6
574	Anophelin	25.0
575	ANP	21.2
576	Anp1	28.8
577	ANT	24.8
578	AntA	20.5
579	ANTAR	20.6
580	ANTH	21.5
581	Anthrax-tox_M	25.0
582	Anthrax_toxA	25.0
583	Anth_Ig	25.0
584	Anth_synt_I_N	21.0
585	Anti-adapt_IraP	22.8
586	Anti-TRAP	32.0
587	Antibiotic_NAT	25.0
588	Anticodon_1	25.1
589	Antifungal_pept	21.0
590	Antifungal_prot	25.0
591	Antigen_Bd37	25.0
592	Antigen_C	27.0
593	Antig_Caf1	25.0
594	Antimicrobial10	25.0
595	Antimicrobial11	25.0
596	Antimicrobial12	21.1
597	Antimicrobial13	25.0
598	Antimicrobial14	21.0
599	Antimicrobial15	22.7
600	Antimicrobial17	25.0
601	Antimicrobial18	25.0
602	Antimicrobial19	19.4
603	Antimicrobial20	20.6
604	Antimicrobial21	27.0
605	Antimicrobial22	27.0
606	Antimicrobial23	25.0
607	Antimicrobial24	26.0
608	Antimicrobial25	27.0
609	Antimicrobial_1	21.2
610	Antimicrobial_2	20.9
611	Antimicrobial_3	25.0
612	Antimicrobial_4	25.0
613	Antimicrobial_5	25.0
614	Antimicrobial_6	25.0
615	Antimicrobial_7	25.0
616	Antimicrobial_8	21.4
617	Antimicrobial_9	25.0
618	Antirestrict	25.0
619	Antistasin	21.2
620	Antiterm	26.7
621	Ant_C	25.0
622	ANXA2R	27.0
623	An_peroxidase	25.0
624	AOX	22.5
625	AP-5_subunit_s1	25.2
626	AP1AR	27.0
627	AP2	20.6
628	AP3B1_C	27.0
629	AP4E_app_platf	27.0
630	APA3_viroporin	20.2
631	ApbA	22.2
632	ApbA_C	21.6
633	ApbE	20.0
634	Apc13p	21.5
635	Apc15p	25.0
636	APCDDC	27.0
637	APC_15aa	19.4
638	APC_basic	25.0
639	APC_crr	19.9
640	APC_N_CC	26.7
641	APC_u13	26.0
642	APC_u14	29.7
643	APC_u15	27.5
644	APC_u5	27.0
645	APC_u9	25.0
646	ApeC	26.5
647	Apelin	27.0
648	APG12	20.9
649	APG17	25.0
650	APG5	20.3
651	APG6	33.3
652	APG9	21.7
653	APH	23.2
654	Aph-1	25.0
655	AphA_like	27.0
656	APH_6_hur	20.4
657	API5	23.3
658	Apidaecin	25.0
659	Apis_Csd	25.0
660	Apo-CII	22.1
661	Apo-CIII	28.0
662	Apo-VLDL-II	20.1
663	ApoA-II	27.0
664	ApoB100_C	21.2
665	APOBEC_C	23.5
666	APOBEC_N	21.7
667	ApoC-I	27.6
668	APOC4	27.0
669	Apocytochr_F_C	29.7
670	Apocytochr_F_N	30.0
671	ApoL	23.4
672	Apolipoprotein	90.0
673	Apolipo_F	27.0
674	ApoLp-III	35.0
675	ApoM	20.6
676	ApoO	26.5
677	APO_RNA-bind	25.0
678	APP_amyloid	19.9
679	APP_Cu_bd	26.4
680	APP_E2	21.9
681	APP_N	22.1
682	Apq12	25.0
683	APS-reductase_C	25.0
684	APS_kinase	21.1
685	APT	25.0
686	Apt1	25.9
687	Apyrase	21.5
688	AP_endonuc_2	27.5
689	AP_endonuc_2_N	20.8
690	Aquarius_N	27.0
691	ARA70	22.1
692	ArabFuran-catal	25.0
693	Arabinose_bd	26.0
694	Arabinose_Isome	27.0
695	Arabinose_Iso_C	25.0
696	Arabinose_trans	25.0
697	Arabino_trans_C	25.0
698	AraC_binding	21.1
699	AraC_binding_2	27.0
700	AraC_N	24.2
701	ArAE_1	21.0
702	ArAE_1_C	22.1
703	ArAE_2	24.7
704	ArAE_2_N	23.5
705	Arb1	25.0
706	Arb2	27.0
707	Arc	20.4
708	Archaeal_AmoA	25.6
709	Archease	25.0
710	Arch_flagellin	29.5
711	Arch_fla_DE	20.8
712	Arc_PepC	21.2
713	Arc_PepC_II	29.9
714	Arc_trans_TRASH	20.8
715	ARD	21.0
716	ArdA	24.8
717	AreA_N	21.5
718	Arena_glycoprot	25.0
719	Arena_nucleocap	23.5
720	Arena_RNA_pol	25.0
721	Arf	22.3
722	ARF7EP_C	27.0
723	Arfaptin	32.0
724	ArfGap	28.0
725	Arginase	22.0
726	Arginosuc_synth	21.0
727	ArgJ	25.0
728	ArgK	23.1
729	ARGLU	27.0
730	ArgoL1	20.9
731	ArgoL2	26.9
732	ArgoMid	27.3
733	ArgoN	28.3
734	Argos	25.0
735	Arg_repressor	21.0
736	Arg_repressor_C	25.0
737	Arg_tRNA_synt_N	21.3
738	ARHGEF5_35	27.0
739	ARID	21.0
740	Arif-1	21.1
741	ARL17	27.0
742	ARL2_Bind_BART	23.0
743	ARL6IP6	27.0
744	Arm	20.6
745	Armet	23.1
746	Arm_2	20.4
747	Arm_3	28.8
748	Arm_APC_u3	25.0
749	AroM	23.7
750	Aromatic_hydrox	21.8
751	AROS	27.0
752	ARPC4	22.2
753	Arr-ms	25.0
754	Arrestin_C	26.3
755	Arrestin_N	23.0
756	ARS2	30.0
757	ArsA_ATPase	24.3
758	ArsB	22.2
759	ArsC	21.0
760	ArsD	20.7
761	ArsP_1	31.2
762	ArsP_2	32.4
763	ArsR	27.5
764	ART	22.1
765	Arteri_env	21.2
766	Arteri_Gl	24.4
767	Arteri_GP4	20.7
768	Arteri_nsp7a	27.0
769	Arteri_nucleo	22.1
770	Arv1	20.0
771	Arylesterase	21.3
772	Arylsulfotrans	24.2
773	Arylsulfotran_2	27.0
774	ASC	23.2
775	ASCH	21.2
776	ASD1	25.0
777	ASD2	23.9
778	ASF1_hist_chap	20.7
779	ASFV_360	22.5
780	ASFV_J13L	23.6
781	ASFV_L11L	25.0
782	ASFV_p27	25.4
783	ASH	27.0
784	Ashwin	27.0
785	AsiA	25.0
786	ASL_C	35.0
787	ASL_C2	24.0
788	AsmA	29.8
789	AsmA_1	22.5
790	AsmA_2	22.9
791	AsnA	21.8
792	AsnC_trans_reg	24.9
793	Asn_synthase	20.3
794	Asp	19.9
795	Asp-Al_Ex	25.9
796	Asp-B-Hydro_N	21.0
797	Asp1	26.0
798	Asp2	28.0
799	Asp23	28.0
800	Asp4	25.7
801	Asp5	27.1
802	Asparaginase	22.5
803	Asparaginase_2	19.4
804	Asparaginase_II	25.0
805	Aspzincin_M35	30.0
806	Asp_Arg_Hydrox	20.1
807	Asp_decarbox	25.0
808	Asp_Glu_race	27.7
809	Asp_Glu_race_2	27.0
810	Asp_protease	20.6
811	Asp_protease_2	24.0
812	Asr	21.0
813	ASRT	25.0
814	AstA	29.4
815	Astacin	20.5
816	AstB	20.1
817	AstE_AspA	21.9
818	Astro_capsid_N	25.0
819	Astro_capsid_p	25.0
820	Astro_capsid_p2	25.0
821	ASXH	25.8
822	ATAD4	25.0
823	ATC_hydrolase	26.4
824	ATE_C	25.0
825	ATE_N	21.1
826	ATF7IP_BD	25.0
827	ATG11	22.0
828	ATG13	25.0
829	Atg14	31.1
830	ATG16	32.7
831	ATG19_autophagy	25.0
832	ATG22	24.1
833	ATG27	27.0
834	ATG2_CAD	21.7
835	Atg31	25.0
836	ATG7_N	27.0
837	Atg8	21.0
838	ATG_C	29.4
839	ATHILA	19.5
840	ATLF	21.6
841	ATP-cone	21.5
842	ATP-grasp	20.5
843	ATP-grasp_2	29.0
844	ATP-grasp_3	23.2
845	ATP-grasp_4	27.0
846	ATP-grasp_5	27.6
847	ATP-gua_Ptrans	21.9
848	ATP-gua_PtransN	25.7
849	ATP-sulfurylase	23.4
850	ATP-synt	22.2
851	ATP-synt_10	21.9
852	ATP-synt_8	22.9
853	ATP-synt_A	21.8
854	ATP-synt_ab	20.4
855	ATP-synt_ab_C	21.4
856	ATP-synt_ab_N	20.9
857	ATP-synt_ab_Xtn	26.9
858	ATP-synt_B	25.9
859	ATP-synt_C	21.4
860	ATP-synt_D	25.7
861	ATP-synt_DE	24.6
862	ATP-synt_DE_N	20.1
863	ATP-synt_E	21.0
864	ATP-synt_Eps	20.5
865	ATP-synt_E_2	25.0
866	ATP-synt_F	23.5
867	ATP-synt_F6	27.9
868	ATP-synt_G	25.0
869	ATP-synt_I	24.0
870	ATP-synt_J	20.7
871	ATP-synt_S1	45.0
872	ATP-synt_Z	25.0
873	ATP11	22.0
874	ATP12	20.5
875	ATP13	23.2
876	ATP1G1_PLM_MAT8	19.8
877	ATPase	25.7
878	ATPase-cat_bd	27.0
879	ATPase_2	33.2
880	ATPase_gene1	26.6
881	ATPgrasp_ST	31.4
882	ATPgrasp_Ter	182.7
883	ATPgrasp_TupA	25.0
884	ATPgrasp_YheCD	100.0
885	AtpR	26.0
886	ATP_bind_1	20.2
887	ATP_bind_2	20.9
888	ATP_bind_3	20.5
889	ATP_Ca_trans_C	22.9
890	ATP_sub_h	25.0
891	ATP_synth_reg	25.0
892	ATP_synt_H	25.0
893	ATP_transf	23.5
894	ATR13	41.3
895	Atracotoxin	25.0
896	Atrophin-1	26.0
897	ATS	33.0
898	ATS3	20.9
899	Attachment_P66	25.0
900	Attacin_C	28.8
901	Attacin_N	23.9
902	Attractin	25.0
903	Atu4866	25.0
904	Atx10homo_assoc	28.9
905	ATXN-1_C	25.0
906	ATX_III	25.0
907	AT_hook	17.4
908	Augurin	27.0
909	AurF	27.8
910	Aurora-A_bind	20.2
911	Autoind_bind	21.0
912	Autoind_synth	20.1
913	Autophagy_act_C	21.3
914	Autophagy_C	20.1
915	Autophagy_N	20.3
916	Autotransporter	23.0
917	Auto_anti-p27	23.2
918	Auts2	23.0
919	Auxin_BP	20.4
920	Auxin_canalis	22.8
921	Auxin_inducible	20.9
922	Auxin_repressed	25.0
923	Auxin_resp	21.1
924	AUX_IAA	22.7
925	Avian_gp85	21.1
926	Avidin	20.1
927	AviRa	26.1
928	Avirulence	23.1
929	Avl9	21.3
930	AvrB_AvrC	20.0
931	AvrD	25.0
932	AvrE	18.1
933	AvrL567-A	19.3
934	AvrPphF-ORF-2	25.0
935	AvrPto	21.8
936	AvrPtoB-E3_ubiq	25.0
937	AvrPtoB_bdg	27.0
938	AvrRpt-cleavage	20.3
939	Av_adeno_fibre	27.0
940	AWPM-19	20.9
941	AXE1	19.7
942	AXH	33.0
943	AXIN1_TNKS_BD	29.9
944	Axin_b-cat_bind	20.0
945	Ax_dynein_light	25.8
946	AzlC	23.5
947	AzlD	22.8
948	AZUL	23.8
949	A_amylase_inhib	25.0
950	A_deamin	19.8
951	A_deaminase	20.1
952	A_deaminase_N	21.3
953	A_thal_3526	25.0
954	B	22.4
955	B-block_TFIIIC	20.9
956	B1	25.0
957	B12-binding	28.2
958	B12-binding_2	23.0
959	B12D	21.5
960	B2	20.5
961	B2-adapt-app_C	22.6
962	B3	30.1
963	B3R	50.0
964	B3_4	23.3
965	B5	24.1
966	B56	25.0
967	B9-C2	20.8
968	BA14K	21.7
969	BAALC_N	25.0
970	BAAT_C	20.9
971	BacA	27.3
972	Bacillus_HBL	26.4
973	Bacillus_PapR	21.1
974	BACK	20.9
975	BACON	25.0
976	bact-PGI_C	24.5
977	BacteriocIIc_cy	20.6
978	Bacteriocin_II	23.4
979	Bacteriocin_IIc	27.0
980	Bacteriocin_IId	23.5
981	Bacteriocin_IIi	25.0
982	Bacteroid_pep	25.0
983	Bactofilin	26.8
984	Bact_transglu_N	21.5
985	Baculo_11_kDa	22.8
986	Baculo_19	25.0
987	Baculo_44	25.0
988	Baculo_8kDa	25.0
989	Baculo_DNA_bind	25.0
990	Baculo_E25	20.7
991	Baculo_E56	20.6
992	Baculo_E66	26.5
