	RF	ADA	SVM	Logistic	KNN	XGB
7TM_GPCR_Srsx_156	0.043	0.498445301809	0.0400853139318	0.0527333836232	0.08	0.000663764716592
7TM_GPCR_Srsx_157	0.044	0.498831959283	0.0272577359255	0.0624909859601	0.04	0.000601407606155
7TM_GPCR_Srsx_158	0.046	0.499226681495	0.0530109520499	0.0654834067621	0.06	0.00425550434738
7TM_GPCR_Srsx_159	0.068	0.499133830542	0.0818783084116	0.0620303615107	0.08	0.00108632724732
7TM_GPCR_Srsx_16	0.046	0.498990558144	0.0178423553198	0.0290026696385	0.04	0.0014196166303
7TM_GPCR_Srsx_160	0.058	0.498726325988	0.040544868159	0.0646518023593	0.05	0.000390884000808
7TM_GPCR_Srsx_161	0.04	0.499049633509	0.0464451425486	0.0645165259844	0.07	0.000405245489674
7TM_GPCR_Srsx_162	0.03	0.498453611784	0.0325639856791	0.0646976775544	0.06	0.000281624583295
7TM_GPCR_Srsx_163	0.08	0.498942811124	0.031792190275	0.0708248406021	0.06	0.000219825058593
7TM_GPCR_Srsx_164	0.061	0.499082489101	0.0369826850017	0.060907625319	0.05	0.000637563294731
7TM_GPCR_Srsx_165	0.038	0.498842305691	0.0276725579984	0.0634460501979	0.07	0.000187980695046
7TM_GPCR_Srsx_166	0.056	0.498467010122	0.036791614979	0.0611691229405	0.08	0.00116303074174
7TM_GPCR_Srsx_167	0.091	0.499166075825	0.0394789735988	0.0665394329528	0.07	0.0192353613675
7TM_GPCR_Srsx_168	0.093	0.498682117557	0.0603682023536	0.0421060133176	0.08	0.00127820647322
7TM_GPCR_Srsx_17	0.034	0.498495789653	0.0347628802292	0.0282570991559	0.05	0.000472491927212
7TM_GPCR_Srsx_170	0.033	0.499185993734	0.0466938317808	0.0495464891671	0.07	0.00109895295464
7TM_GPCR_Srsx_171	0.037	0.498901879939	0.0334184684967	0.0426962809065	0.09	0.00251623080112
7TM_GPCR_Srsx_172	0.064	0.498207622532	0.0608818074967	0.0455467986003	0.06	0.000431716267485
7TM_GPCR_Srsx_174	0.076	0.499036997737	0.0552586987164	0.0447748317058	0.06	0.00344963278621
7TM_GPCR_Srsx_175	0.084	0.499540231645	0.0406510492235	0.0448250074967	0.08	0.00401048175991
7TM_GPCR_Srsx_176	0.07	0.498893282062	0.0356094037255	0.049210470372	0.06	0.00172882259358
7TM_GPCR_Srsx_177	0.071	0.499477537125	0.0371826204541	0.0417588154487	0.07	0.0127016492188
7TM_GPCR_Srsx_179	0.08	0.498881579805	0.0773303065224	0.0423971973333	0.06	0.000226094154641
7TM_GPCR_Srsx_18	0.066	0.498414390592	0.0347636573817	0.0354921331497	0.07	0.00144891324453
7TM_GPCR_Srsx_180	0.046	0.499233623069	0.0417765367741	0.0489603342878	0.05	0.000411846704083
7TM_GPCR_Srsx_181	0.085	0.499067914492	0.0473458903808	0.0506744128914	0.09	0.00109018583316
7TM_GPCR_Srsx_182	0.123	0.499444733613	0.0627132817175	0.0538778919214	0.11	0.0309783723205
7TM_GPCR_Srsx_183	0.091	0.498350578092	0.0762911191867	0.0492370274191	0.08	0.00130849482957
7TM_GPCR_Srsx_184	0.076	0.498702963662	0.0609149488383	0.0511179050028	0.07	0.00179584906437
7TM_GPCR_Srsx_185	0.074	0.498715274714	0.0619705867016	0.065234536391	0.11	0.000885744928382
7TM_GPCR_Srsx_186	0.051	0.498988894266	0.0602497127699	0.0669291109256	0.08	0.00109782756772
7TM_GPCR_Srsx_187	0.141	0.498541923184	0.0591471531044	0.0496898709358	0.13	0.00313717173412
7TM_GPCR_Srsx_188	0.104	0.498956758744	0.0631492492506	0.0516804304643	0.06	0.0016738207778
7TM_GPCR_Srsx_189	0.094	0.499115138405	0.157528750668	0.0519017097537	0.08	0.00123043800704
7TM_GPCR_Srsx_19	0.092	0.498559713534	0.066604158694	0.0440850647771	0.08	0.00144396349788
7TM_GPCR_Srsx_190	0.032	0.498426936122	0.0504488010876	0.0635731821352	0.05	0.00102795823477
7TM_GPCR_Srsx_191	0.05	0.499079347477	0.0391365019934	0.0589958396963	0.07	0.00495212897658
7TM_GPCR_Srsx_192	0.07	0.498885152062	0.0606146103714	0.033375179915	0.05	0.00205698306672
7TM_GPCR_Srsx_193	0.093	0.498838638275	0.0478736745885	0.0558992801748	0.08	0.00227371137589
7TM_GPCR_Srsx_194	0.076	0.498125203614	0.0774957949622	0.0586068106491	0.06	0.000615994795226
7TM_GPCR_Srsx_195	0.055	0.499059280642	0.0269554092779	0.0625501578673	0.07	0.00198460021056
7TM_GPCR_Srsx_196	0.1	0.498851244303	0.0418906480636	0.0336027538213	0.03	0.000177636698936
7TM_GPCR_Srsx_197	0.037	0.498776730896	0.0373885601444	0.0586677066934	0.07	0.000399722455768
7TM_GPCR_Srsx_198	0.129	0.494500900419	0.0627182302815	0.0479083805186	0.13	0.000793179031461
7TM_GPCR_Srsx_199	0.172	0.499240137166	0.0585243596617	0.0728819434163	0.05	0.00574905239046
7TM_GPCR_Srsx_2	0.099	0.498452938608	0.0420112367105	0.0592006151704	0.08	0.000183698895853
7TM_GPCR_Srsx_20	0.074	0.498885064229	0.0683432260724	0.0478335202509	0.11	0.000487892219098
7TM_GPCR_Srsx_200	0.177	0.499113841951	0.0424816844619	0.0369848906481	0.08	0.00065851258114
7TM_GPCR_Srsx_201	0.03	0.498525362707	0.0234903394138	0.0613159381862	0.05	0.000150184278027
7TM_GPCR_Srsx_202	0.096	0.499191785778	0.0381679229644	0.0778537168129	0.06	0.000792781997006
7TM_GPCR_Srsx_203	0.043	0.498647774632	0.0407241805826	0.0440024010208	0.07	0.000362791295629
7TM_GPCR_Srsx_204	0.085	0.498888901616	0.0342699941449	0.0544117233231	0.04	0.000831504759844
7TM_GPCR_Srsx_205	0.042	0.498646730422	0.0231003385626	0.0489273297653	0.05	0.000190178339835
7TM_GPCR_Srsx_206	0.019	0.498819379734	0.0409568652284	0.0409494129187	0.1	0.000222270507948
7TM_GPCR_Srsx_207	0.12	0.4997042556	0.0371514816571	0.0526570537348	0.04	0.00612178910524
7TM_GPCR_Srsx_208	0.063	0.499181132473	0.0369666575883	0.0374965786172	0.07	0.0188740696758
7TM_GPCR_Srsx_209	0.05	0.498837824851	0.0412177768228	0.0399542290695	0.06	0.000644379237201
7TM_GPCR_Srsx_21	0.082	0.497977372294	0.0314160091411	0.0365285696357	0.02	6.80292505422e-05
7TM_GPCR_Srsx_210	0.07	0.498258542677	0.0193756922357	0.050178204619	0.04	0.000806117837783
7TM_GPCR_Srsx_211	0.042	0.498718443128	0.0281987886726	0.0494646288759	0.07	0.000907886540517
7TM_GPCR_Srsx_212	0.068	0.499217451299	0.0464614619857	0.0427865170967	0.05	0.00191501667723
7TM_GPCR_Srsx_213	0.053	0.498529442564	0.0273571884061	0.0424961802026	0.05	0.000255435181316
7TM_GPCR_Srsx_214	0.03	0.49827435432	0.0502720344999	0.0401158221947	0.05	0.000305929977912
7TM_GPCR_Srsx_215	0.092	0.499177788154	0.0599407294494	0.0398976965507	0.04	0.00312407035381
7TM_GPCR_Srsx_216	0.048	0.498710201884	0.0597210393781	0.0405430125664	0.05	0.00018626981182
7TM_GPCR_Srsx_217	0.063	0.49840755315	0.0438913662916	0.0375691007992	0.03	0.000563255103771
7TM_GPCR_Srsx_218	0.034	0.498497154794	0.0396437958011	0.0373262006134	0.05	0.000513136561494
7TM_GPCR_Srsx_219	0.082	0.498855009014	0.0289296564014	0.042586434936	0.06	0.00410491460934
7TM_GPCR_Srsx_22	0.112	0.49911124071	0.0498851714036	0.0313939817058	0.09	0.00191621738486
7TM_GPCR_Srsx_220	0.05	0.498721160306	0.0771714100685	0.0416623544128	0.05	0.0100463442504
7TM_GPCR_Srsx_221	0.114	0.498321908239	0.0214899896387	0.0433335370957	0.07	0.00413099536672
7TM_GPCR_Srsx_222	0.078	0.498997571466	0.0497548615402	0.0333564237999	0.1	0.0168560985476
7TM_GPCR_Srsx_223	0.057	0.498890730874	0.0526054254877	0.0353335364645	0.09	0.00275095715187
7TM_GPCR_Srsx_224	0.09	0.498833381234	0.0438554850276	0.0503997358992	0.11	0.00293033802882
7TM_GPCR_Srsx_225	0.082	0.497584950844	0.0268695561044	0.052414329042	0.07	0.000258381827734
7TM_GPCR_Srsx_226	0.065	0.499261123615	0.0371755362355	0.0464496767542	0.07	0.00334805320017
7TM_GPCR_Srsx_227	0.085	0.498815788773	0.0281135553395	0.0608140815747	0.04	0.000906409870367
7TM_GPCR_Srsx_228	0.1	0.499715527345	0.0542497482558	0.0468562660664	0.07	0.00321042235009
7TM_GPCR_Srsx_229	0.145	0.499426384719	0.0642601808277	0.0430773536031	0.07	0.00056920980569
7TM_GPCR_Srsx_23	0.104	0.499263005952	0.062177641188	0.0405597283707	0.05	0.0022617240902
7TM_GPCR_Srsx_230	0.06	0.499348192792	0.0506141113713	0.0420519441951	0.09	0.00114120799117
7TM_GPCR_Srsx_231	0.063	0.498685697973	0.0371432501749	0.047196609274	0.09	0.000989119755104
7TM_GPCR_Srsx_232	0.124	0.499232541357	0.0487349005878	0.0408962954018	0.06	0.000489452213515
7TM_GPCR_Srsx_233	0.032	0.498532967279	0.0222490146106	0.0503166290554	0.07	0.000169203791302
7TM_GPCR_Srsx_234	0.131	0.499240120163	0.101298668573	0.0704038974981	0.06	0.0162114854902
7TM_GPCR_Srsx_235	0.095	0.499572212065	0.0260284587982	0.0704609085394	0.05	0.000231377576711
7TM_GPCR_Srsx_236	0.092	0.499042594738	0.0797900616755	0.0673372908226	0.05	0.00134308822453
7TM_GPCR_Srsx_237	0.054	0.499078864235	0.0400737881458	0.051357684857	0.05	0.000487776473165
7TM_GPCR_Srsx_238	0.117	0.499002117366	0.0612438276429	0.0597382587029	0.05	0.00137974217068
7TM_GPCR_Srsx_239	0.088	0.49897520672	0.0469309389244	0.0577831550007	0.03	0.00135930103716
7TM_GPCR_Srsx_24	0.055	0.499234124043	0.0209430929821	0.0588443575414	0.03	0.000166911049746
7TM_GPCR_Srsx_240	0.061	0.499160953661	0.0309809591658	0.0454397268177	0.07	0.000600755971391
7TM_GPCR_Srsx_241	0.033	0.497757484741	0.033037161618	0.0403296907574	0.06	0.000434931163909
