	filename	index	length
93	CHIA.008.exons.txt	863	2
94	CHRM3.002.exons.txt	330	1
95	CIART.004.exons.txt	717	1
96	CIART.005.exons.txt	678	1
97	CR1.006.exons.txt	1	1
98	CSF1.002.exons.txt	359	2
99	CSF1.006.exons.txt	341	2
100	CTTNBP2NL.002.exons.txt	815	2
101	CYP4B1.006.exons.txt	212	2
102	DAP3.012.exons.txt	900	1
103	DAP3.015.exons.txt	1	1
104	DAP3.016.exons.txt	1	1
105	DDI2.002.exons.txt	1	2
106	DDR2.003.exons.txt	445	3
107	DDR2.004.exons.txt	391	3
108	DFFB.008.exons.txt	1	2
109	DHDDS.004.exons.txt	1	2
110	DHDDS.005.exons.txt	649	3
111	DHDDS.009.exons.txt	522	1
112	DHDDS.010.exons.txt	214	3
113	DHDDS.011.exons.txt	181	3
114	DHDDS.012.exons.txt	256	3
115	DHDDS.013.exons.txt	368	2
116	DHDDS.016.exons.txt	498	1
117	DHDDS.017.exons.txt	393	1
118	DIEXF.001.exons.txt	1	1
119	DMAP1.006.exons.txt	713	2
120	DMAP1.008.exons.txt	907	3
121	DNAH14.001.exons.txt	1	2
122	DNAH14.009.exons.txt	1	1
123	DNAH14.011.exons.txt	1	2
124	DNAJC16.005.exons.txt	1	1
125	DNM3.005.exons.txt	1336	3
126	DPH2.008.exons.txt	1	2
127	DYRK3.004.exons.txt	732	1
128	EFCAB2.004.exons.txt	1	1
129	EFHD2.002.exons.txt	1	2
130	EPHX1.003.exons.txt	485	2
131	EPHX1.004.exons.txt	409	3
132	ESPN.003.exons.txt	637	5
133	ESPN.004.exons.txt	1	2
134	EXO1.003.exons.txt	406	3
135	EXO1.006.exons.txt	1	2
136	EXO1.007.exons.txt	36	1
137	EXO1.008.exons.txt	286	3
138	EXO5.006.exons.txt	679	3
139	EXO5.008.exons.txt	484	3
140	EXO5.009.exons.txt	303	1
141	FAM20B.002.exons.txt	416	2
142	FAM73A.003.exons.txt	201	1
143	FBLIM1.004.exons.txt	53	2
144	FBLIM1.005.exons.txt	313	3
145	FBLIM1.007.exons.txt	45	1
146	FBLIM1.008.exons.txt	235	3
147	FBLIM1.009.exons.txt	94	3
148	FBLIM1.010.exons.txt	91	3
149	FBLIM1.011.exons.txt	104	2
150	FBLIM1.012.exons.txt	435	1
151	FBXO44.007.exons.txt	497	2
152	FBXO44.008.exons.txt	1	1
153	FBXO6.002.exons.txt	1	1
154	FGGY.006.exons.txt	555	1
155	FGGY.007.exons.txt	164	2
156	FHAD1.005.exons.txt	2079	1
157	FHAD1.006.exons.txt	1	2
158	FLVCR1.002.exons.txt	1	1
159	FMO1.004.exons.txt	627	1
160	FNBP1L.004.exons.txt	1	1
161	FNDC7.002.exons.txt	1	2
162	GCSAML.005.exons.txt	224	2
163	GGPS1.005.exons.txt	691	3
164	GPR137B.002.exons.txt	1	1
165	GPR137B.003.exons.txt	386	2
166	GPSM2.003.exons.txt	1	1
167	GPSM2.004.exons.txt	157	3
168	GPSM2.006.exons.txt	641	2
169	GRHL3.005.exons.txt	246	1
170	GSTM1.006.exons.txt	308	2
171	GUK1.011.exons.txt	652	3
172	HIAT1.002.exons.txt	1	2
173	HIPK1.002.exons.txt	1	2
174	HIPK1.009.exons.txt	358	3
175	HIPK1.010.exons.txt	320	2
176	HLX.002.exons.txt	456	1
177	HOOK1.002.exons.txt	413	2
178	HSD3B1.003.exons.txt	246	1
179	HSD3B2.002.exons.txt	588	1
180	IFI16.007.exons.txt	224	2
181	IFI16.008.exons.txt	688	3
182	IFI16.009.exons.txt	250	3
183	IFI44.002.exons.txt	586	3
184	IFI44.003.exons.txt	1	1
185	IFI44L.003.exons.txt	293	2
186	IGFN1.003.exons.txt	1	2
187	IL12RB2.003.exons.txt	1	2
188	IL6R.004.exons.txt	1	1
189	INTS3.003.exons.txt	1	2
190	KCNAB2.008.exons.txt	762	1
191	KCNAB2.010.exons.txt	156	1
192	KCNAB2.011.exons.txt	764	2
193	KCNK2.004.exons.txt	375	1
194	KCNK2.009.exons.txt	355	3
195	KCNQ4.002.exons.txt	1	2
196	KIAA1324.003.exons.txt	275	2
197	KIAA1324.006.exons.txt	458	2
198	KIAA1324.009.exons.txt	468	1
199	KIF2C.004.exons.txt	1	1
200	KLHL17.002.exons.txt	1	2
201	KMO.001.exons.txt	1	2
202	LCK.004.exons.txt	414	1
203	LCK.006.exons.txt	602	2
204	LCK.007.exons.txt	448	3
205	LGALS8.005.exons.txt	626	2
206	LGALS8.007.exons.txt	504	1
207	LGALS8.016.exons.txt	320	2
208	LGALS8.017.exons.txt	130	3
209	LHX4.002.exons.txt	1	2
210	LHX9.002.exons.txt	1	2
211	LRRC42.002.exons.txt	578	2
212	LRRC42.004.exons.txt	719	2
213	LRRC7.005.exons.txt	1	1
214	LRRC7.006.exons.txt	1	1
215	LRRC7.007.exons.txt	1	1
216	LRRC7.008.exons.txt	1	1
217	LRRC8D.003.exons.txt	825	1
218	LRRC8D.004.exons.txt	351	1
219	LRRC8D.005.exons.txt	561	1
220	LRRC8D.006.exons.txt	366	1
221	LRRC8D.007.exons.txt	93	1
222	LY9.002.exons.txt	1	2
223	LYPLA2.006.exons.txt	273	1
224	MACF1.002.exons.txt	1	1
225	MACF1.005.exons.txt	1	2
226	MACF1.006.exons.txt	1	2
227	MAEL.003.exons.txt	949	3
228	MAN1A2.002.exons.txt	1	2
229	MAN1A2.004.exons.txt	1	1
230	MAP7D1.004.exons.txt	734	2
231	MAP7D1.005.exons.txt	421	3
232	MARC1.002.exons.txt	1	2
233	MARC1.004.exons.txt	1	1
234	MFN2.002.exons.txt	295	3
235	MIA3.004.exons.txt	1	2
236	MIB2.011.exons.txt	447	1
237	MIB2.012.exons.txt	527	2
238	MIB2.013.exons.txt	1	2
239	MINOS1-NBL1.001.exons.txt	344	2
240	MMP23B.003.exons.txt	1	1
241	MNDA.002.exons.txt	1	2
242	MROH9.003.exons.txt	1	2
243	MRPL37.003.exons.txt	1	1
244	MSTO1.004.exons.txt	1	1
245	MTFR1L.005.exons.txt	458	2
246	MTFR1L.006.exons.txt	513	1
247	MTFR1L.009.exons.txt	482	2
248	MTFR1L.010.exons.txt	346	3
249	MTFR1L.011.exons.txt	333	1
250	MTFR1L.014.exons.txt	42	1
251	MTFR1L.019.exons.txt	161	2
252	NASP.008.exons.txt	1	2
253	NASP.016.exons.txt	1	1
254	NAV1.004.exons.txt	1	1
255	NAV1.005.exons.txt	2263	2
256	NBL1.003.exons.txt	387	1
257	NBL1.005.exons.txt	329	2
258	NBL1.006.exons.txt	351	1
259	NBL1.007.exons.txt	352	3
260	NBPF3.004.exons.txt	1667	2
261	NBPF6.005.exons.txt	1719	1
262	NCDN.004.exons.txt	733	3
263	NCSTN.003.exons.txt	1	1
264	NCSTN.006.exons.txt	1	1
265	NECAP2.006.exons.txt	1	1
266	NEK7.003.exons.txt	248	2
267	NEK7.004.exons.txt	97	3
268	NEK7.005.exons.txt	187	3
269	NFASC.003.exons.txt	1	1
270	NFASC.008.exons.txt	1	2
271	NFASC.009.exons.txt	1	1
272	NFASC.014.exons.txt	390	1
273	NFIA.009.exons.txt	1	2
274	NFIA.010.exons.txt	560	2
275	NFIA.012.exons.txt	1	1
276	NFIA.013.exons.txt	1	2
277	NFYC.007.exons.txt	388	3
278	NFYC.013.exons.txt	1	2
279	NFYC.015.exons.txt	157	3
280	NMNAT1.004.exons.txt	1	2
281	NOS1AP.005.exons.txt	244	3
282	NR5A2.003.exons.txt	1	2
283	NUF2.003.exons.txt	607	3
284	NUF2.004.exons.txt	436	3
285	NUF2.005.exons.txt	374	2
286	OBSCN.005.exons.txt	1	1
287	OBSCN.007.exons.txt	1	1
288	OSBPL9.010.exons.txt	329	2
289	OSBPL9.013.exons.txt	1	1
290	OSBPL9.017.exons.txt	1	2
291	PARK7.005.exons.txt	569	2
292	PDE4B.007.exons.txt	1	2
293	PDE4B.009.exons.txt	457	3
294	PDIK1L.003.exons.txt	574	3
295	PDPN.004.exons.txt	1	2
296	PDZK1.004.exons.txt	794	2
297	PEAR1.003.exons.txt	521	2
298	PGD.004.exons.txt	616	3
299	PGD.005.exons.txt	481	3
300	PGD.006.exons.txt	1	2
301	PIGV.004.exons.txt	217	3
302	PIP5K1A.006.exons.txt	261	1
303	PITHD1.003.exons.txt	211	3
304	PKN2.005.exons.txt	1	2
305	PKN2.006.exons.txt	1	2
306	PLCH2.001.exons.txt	1	2
307	PMF1.004.exons.txt	1	1
308	POGK.003.exons.txt	630	1
309	PPFIA4.005.exons.txt	1	2
310	PPFIA4.007.exons.txt	1	2
311	PPIE.007.exons.txt	640	3
312	PPIE.008.exons.txt	1	1
313	PPIE.010.exons.txt	216	1
314	PPIH.004.exons.txt	435	1
315	PPOX.003.exons.txt	1	1
316	PPOX.004.exons.txt	1	1
317	PPP1R12B.005.exons.txt	1	2
318	PPP1R8.004.exons.txt	617	2
319	PRCC.002.exons.txt	1	1
320	PRDM2.010.exons.txt	66	1
321	PRKCZ.004.exons.txt	328	3
322	PRKCZ.005.exons.txt	247	3
323	PRKCZ.006.exons.txt	197	2
324	PRKCZ.008.exons.txt	139	3
325	PRKCZ.009.exons.txt	317	2
326	PRKCZ.010.exons.txt	295	3
327	PRKCZ.012.exons.txt	409	3
328	PRKCZ.014.exons.txt	220	3
329	PRKCZ.017.exons.txt	64	3
330	PRKCZ.018.exons.txt	76	3
331	PRKCZ.019.exons.txt	186	1
332	PSEN2.006.exons.txt	64	3
333	PSMD4.003.exons.txt	1	2
334	PSMD4.004.exons.txt	1	1
335	PSMD4.005.exons.txt	1	1
336	PSMD4.006.exons.txt	610	3
337	PTPRF.003.exons.txt	1	2
338	PTPRF.005.exons.txt	1	1
339	PTPRF.007.exons.txt	1	2
340	PUSL1.002.exons.txt	378	1
341	PYHIN1.006.exons.txt	453	1
342	QSOX1.004.exons.txt	1	1
343	RABGAP1L.013.exons.txt	572	2
344	RAD54L.003.exons.txt	1	2
345	RALGPS2.002.exons.txt	1	1
346	RALGPS2.005.exons.txt	1	2
347	RAP1A.003.exons.txt	388	3
348	RASAL2.002.exons.txt	1	2
349	RBBP4.003.exons.txt	263	2
350	RBBP4.012.exons.txt	1	2
351	RBBP4.013.exons.txt	206	2
352	RCAN3.004.exons.txt	196	3
353	RCAN3.006.exons.txt	1	1
354	RCC1.005.exons.txt	850	3
355	RCC1.006.exons.txt	818	2
356	RCC1.007.exons.txt	691	3
357	RCOR3.006.exons.txt	1	2
358	RCOR3.007.exons.txt	1	1
359	RCOR3.009.exons.txt	260	2
360	RCOR3.010.exons.txt	450	1
361	RER1.001.exons.txt	532	3
362	RER1.005.exons.txt	476	2
363	RGSL1.003.exons.txt	90	1
364	RNF2.003.exons.txt	741	1
365	RNF220.006.exons.txt	1	2
366	RNPC3.004.exons.txt	1	1
367	RNPC3.005.exons.txt	417	1
368	RPL5.001.exons.txt	392	2
369	RPS6KA1.009.exons.txt	338	2
370	RRNAD1.003.exons.txt	303	1
371	RRNAD1.006.exons.txt	1	1
372	S100PBP.003.exons.txt	440	2
373	S100PBP.004.exons.txt	125	2
374	S100PBP.005.exons.txt	362	2
375	S100PBP.007.exons.txt	391	3
376	SAMD11.003.exons.txt	538	3
377	SCNN1D.003.exons.txt	1	2
378	SCP2.008.exons.txt	1	1
379	SCP2.009.exons.txt	1	2
380	SCP2.013.exons.txt	1	2
381	SCP2.014.exons.txt	1	2
382	SEMA4A.007.exons.txt	662	2
383	SEMA4A.008.exons.txt	964	3
384	SETDB1.009.exons.txt	491	2
385	SLAMF7.008.exons.txt	1	2
386	SLC27A3.003.exons.txt	1	1
387	SLC30A7.002.exons.txt	1	2
388	SLC35A3.003.exons.txt	675	1
389	SLC35A3.007.exons.txt	255	1
390	SLC44A3.003.exons.txt	490	3
391	SLC44A3.008.exons.txt	1	1
392	SLC5A9.002.exons.txt	1	2
393	SLC5A9.005.exons.txt	1	2
394	SMG7.003.exons.txt	2271	1
395	SMG7.007.exons.txt	170	2
396	SMG7.008.exons.txt	240	1
397	SNAP47.004.exons.txt	1	2
398	SNAP47.005.exons.txt	1	2
399	SNAP47.006.exons.txt	1	2
400	SNX7.002.exons.txt	326	2
401	SOAT1.002.exons.txt	781	3
402	SOX13.002.exons.txt	174	1
403	SPEN.003.exons.txt	1	1
404	SPSB1.004.exons.txt	607	3
405	SRRM1.004.exons.txt	306	1
406	ST3GAL3.033.exons.txt	1	1
407	SWT1.003.exons.txt	480	1
408	SYCP1.003.exons.txt	2376	5
409	SYTL1.002.exons.txt	230	2
410	TARDBP.006.exons.txt	605	2
411	TARDBP.007.exons.txt	1	2
412	TAS1R1.004.exons.txt	1	1
413	TATDN3.004.exons.txt	1	2
414	TATDN3.005.exons.txt	1	1
415	TATDN3.007.exons.txt	1	1
416	TATDN3.012.exons.txt	1	1
417	TBX19.002.exons.txt	1	2
418	TBX19.003.exons.txt	1	2
419	TEKT2.002.exons.txt	1	2
420	THAP3.005.exons.txt	1	2
421	THEMIS2.006.exons.txt	1	1
422	THRAP3.002.exons.txt	122	2
423	TMEM125.001.exons.txt	48	1
424	TMEM201.003.exons.txt	1	2
425	TMEM201.004.exons.txt	1	2
426	TMEM222.003.exons.txt	1	2
427	TMEM222.004.exons.txt	1	2
428	TMEM222.006.exons.txt	1	1
429	TMEM51.006.exons.txt	366	1
430	TMEM56.003.exons.txt	430	3
431	TMEM56-RWDD3.001.exons.txt	1	2
432	TMEM79.004.exons.txt	397	3
433	TNFRSF14.003.exons.txt	695	2
434	TNFRSF14.004.exons.txt	695	2
435	TNFRSF14.005.exons.txt	552	1
436	TNFRSF14.006.exons.txt	695	2
437	TNNI3K.002.exons.txt	332	1
438	TOR1AIP1.003.exons.txt	1	1
439	TOR1AIP1.004.exons.txt	1	2
440	TOR1AIP1.005.exons.txt	1	1
441	TRAF3IP3.008.exons.txt	295	3
442	TROVE2.009.exons.txt	126	1
443	TSEN15.003.exons.txt	1	1
444	TYW3.003.exons.txt	170	2
445	UBAP2L.004.exons.txt	1052	2
446	UBAP2L.005.exons.txt	843	1
447	UBAP2L.008.exons.txt	1	2
448	UBAP2L.009.exons.txt	548	2
449	UBAP2L.010.exons.txt	1	2
450	UBAP2L.011.exons.txt	704	2
451	UBE2U.003.exons.txt	1	2
452	UBE4B.004.exons.txt	1	1
453	UROD.002.exons.txt	1	2
454	USP1.003.exons.txt	264	1
455	USP1.004.exons.txt	559	3
456	USP21.004.exons.txt	760	3
457	VASH2.004.exons.txt	76	3
458	VPS13D.001.exons.txt	1	1
459	VWA1.003.exons.txt	502	3
460	VWA5B1.004.exons.txt	384	1
461	VWA5B1.005.exons.txt	1	2
462	VWA5B1.006.exons.txt	247	3
463	WDR64.003.exons.txt	1	1
464	YBX1.002.exons.txt	1	1
465	YTHDF2.004.exons.txt	602	2
466	ZBTB40.003.exons.txt	1361	2
467	ZC3H11A.005.exons.txt	1547	2
468	ZDHHC18.004.exons.txt	1	2
469	ZMYM1.003.exons.txt	1386	1
470	ZMYM4.002.exons.txt	295	3
471	ZMYM4.003.exons.txt	1	2
472	ZNF362.002.exons.txt	602	2
473	ZNF672.002.exons.txt	12	1
474	ZNF672.003.exons.txt	112	3
475	ZNF672.004.exons.txt	210	1
476	ZNF687.004.exons.txt	1	1
477	ABI2.010.exons.txt	1	1
478	ABI2.016.exons.txt	1	1
479	ACOXL.006.exons.txt	1	1
480	ACSL3.003.exons.txt	1	1
481	ACYP2.004.exons.txt	1	1
482	ADAM23.003.exons.txt	1	1
483	AGAP1.006.exons.txt	1	2
484	AGAP1.007.exons.txt	1	2
485	AGBL5.004.exons.txt	197	2
486	AGBL5.007.exons.txt	199	3
487	AGFG1.006.exons.txt	1	1
488	AMER3.002.exons.txt	542	2
489	AMER3.004.exons.txt	426	1
490	ANKZF1.004.exons.txt	347	2
491	ANKZF1.005.exons.txt	273	1
492	ANKZF1.006.exons.txt	423	1
493	ANO7.004.exons.txt	1	2
494	ANTXR1.004.exons.txt	1	1
495	ARHGAP15.003.exons.txt	1	1
496	ARHGAP25.008.exons.txt	1	1
497	ARHGEF4.009.exons.txt	1	2
498	ARL6IP6.002.exons.txt	1	1
499	ARMC9.002.exons.txt	509	2
500	ARMC9.005.exons.txt	1	1
501	ARPC2.004.exons.txt	270	1
502	ASNSD1.002.exons.txt	220	3
503	ATG16L1.007.exons.txt	167	2
504	ATG16L1.008.exons.txt	493	3
505	ATG4B.001.exons.txt	1	1
506	ATG4B.010.exons.txt	317	2
507	ATIC.004.exons.txt	1	2
508	ATIC.005.exons.txt	512	2
509	ATP6V1B1.002.exons.txt	225	1
510	ATP6V1B1.005.exons.txt	356	2
511	ATRAID.003.exons.txt	227	2
512	BCL2L11.005.exons.txt	216	1
513	BCL2L11.015.exons.txt	368	2
514	BCS1L.005.exons.txt	1	1
515	BCS1L.006.exons.txt	231	1
516	BCS1L.008.exons.txt	332	2
517	BCS1L.012.exons.txt	453	1
518	BCS1L.014.exons.txt	1	2
519	BIRC6.001.exons.txt	1	2
520	BRE.007.exons.txt	461	2
521	BZW1.003.exons.txt	884	2
522	BZW1.004.exons.txt	649	3
523	BZW1.005.exons.txt	350	2
524	BZW1.007.exons.txt	1	1
525	BZW1.008.exons.txt	486	1
526	BZW1.009.exons.txt	465	1
527	C2orf70.003.exons.txt	1	2
528	C2orf73.005.exons.txt	1	2
529	C2orf82.004.exons.txt	60	1
530	C2orf88.005.exons.txt	91	3
531	CAD.003.exons.txt	1	2
532	CAD.004.exons.txt	1	1
533	CAD.005.exons.txt	1	1
534	CAMKMT.005.exons.txt	280	1
535	CAMKMT.006.exons.txt	213	2
536	CAPN10.010.exons.txt	1	1
537	CARF.003.exons.txt	287	2
538	CARF.004.exons.txt	396	1
539	CARF.007.exons.txt	241	3
540	CARF.008.exons.txt	279	1
541	CARF.010.exons.txt	219	1
542	CARF.013.exons.txt	221	2
543	CARF.014.exons.txt	164	2
544	CASP8.006.exons.txt	1393	3
545	CASP8.010.exons.txt	350	2
546	CASP8.011.exons.txt	449	2
547	CASP8.014.exons.txt	596	2
548	CCDC138.003.exons.txt	1	1
549	CCDC140.002.exons.txt	52	3
550	CCNT2.003.exons.txt	1	2
551	CCNT2.007.exons.txt	1	2
552	CCNYL1.004.exons.txt	1	2
553	CCT7.004.exons.txt	295	3
554	CFAP221.004.exons.txt	1	1
555	CFAP221.005.exons.txt	528	1
556	CFAP221.006.exons.txt	1	1
557	CFAP221.007.exons.txt	1	1
558	CFAP221.010.exons.txt	1	2
559	CFAP221.011.exons.txt	1	1
560	CFLAR.007.exons.txt	195	1
561	CFLAR.011.exons.txt	189	1
562	CFLAR.013.exons.txt	388	3
563	CFLAR.014.exons.txt	356	2
564	CFLAR.017.exons.txt	506	2
565	CLIP4.005.exons.txt	280	3
566	CNOT11.002.exons.txt	1	2
567	COL3A1.003.exons.txt	1	2
568	COLEC11.008.exons.txt	371	2
569	COMMD1.002.exons.txt	1	2
570	COMMD1.003.exons.txt	1	2
571	COMMD1.004.exons.txt	1	2
572	COPS7B.009.exons.txt	1	1
573	COPS8.005.exons.txt	1	2
574	CPS1.002.exons.txt	366	1
575	CPS1.006.exons.txt	366	1
576	CREB1.003.exons.txt	395	2
577	CREB1.007.exons.txt	238	3
578	CREB1.009.exons.txt	756	1
579	CREB1.011.exons.txt	1	1
580	CRIM1.004.exons.txt	1	1
581	CTDSP1.003.exons.txt	1	1
582	CTDSP1.004.exons.txt	1	1
583	CTDSP1.005.exons.txt	1	1
584	CTNNA2.005.exons.txt	353	2
585	CTNNA2.007.exons.txt	200	2
586	CXCR2.002.exons.txt	416	2
587	CXCR2.004.exons.txt	46	3
588	CXCR2.006.exons.txt	408	1
589	CXCR2.007.exons.txt	46	3
590	CYP27A1.002.exons.txt	665	2
591	D2HGDH.004.exons.txt	1	2
592	D2HGDH.005.exons.txt	1	2
593	DAPL1.002.exons.txt	1	2
594	DAW1.003.exons.txt	214	3
595	DCAF17.001.exons.txt	1	1
596	DCAF17.003.exons.txt	1	1
597	DDX1.003.exons.txt	50	2
598	DFNB59.003.exons.txt	1	1
599	DFNB59.004.exons.txt	1	2
600	DHRS9.005.exons.txt	199	3
601	DIS3L2.007.exons.txt	433	3
602	DIS3L2.009.exons.txt	1	2
603	DIS3L2.011.exons.txt	1150	3
604	DNAJB2.004.exons.txt	446	2
605	DNAJB2.005.exons.txt	369	1
606	DNAJB2.007.exons.txt	685	3
607	DNAJC5G.005.exons.txt	188	2
608	DOK1.004.exons.txt	1	1
609	DPP10.006.exons.txt	182	2
610	DPP10.007.exons.txt	292	3
611	DPYSL5.005.exons.txt	525	1
612	DUSP28.003.exons.txt	1	2
613	DYNC2LI1.002.exons.txt	1	1
614	EEF1B2.008.exons.txt	371	2
615	EFHD1.005.exons.txt	245	2
616	EHBP1.003.exons.txt	932	2
617	EHBP1.006.exons.txt	125	2
618	EHBP1.007.exons.txt	286	3
619	EHBP1.009.exons.txt	234	1
620	ELMOD3.004.exons.txt	609	1
621	ELMOD3.008.exons.txt	361	3
622	ELMOD3.015.exons.txt	380	2
623	EMILIN1.002.exons.txt	1	1
624	EPC2.002.exons.txt	482	2
625	EPC2.005.exons.txt	482	2
626	ESPNL.004.exons.txt	248	2
627	FAHD2A.002.exons.txt	382	3
628	FAHD2A.003.exons.txt	245	2
629	FAM132B.001.exons.txt	1	1
630	FAM132B.002.exons.txt	1	1
631	FAM134A.002.exons.txt	283	3
632	FAM134A.007.exons.txt	1	2
633	FAM134A.008.exons.txt	17	2
634	FAM179A.002.exons.txt	488	2
635	FAM179A.003.exons.txt	339	1
636	FAM179A.004.exons.txt	208	3
637	FAM228A.003.exons.txt	1	1
638	FARP2.003.exons.txt	280	3
639	FARP2.005.exons.txt	1	1
640	FARP2.006.exons.txt	1	1
641	FARP2.008.exons.txt	1	2
642	FASTKD2.004.exons.txt	373	3
643	FKBP1B.003.exons.txt	1	1
644	FSIP2.002.exons.txt	1	2
645	GAD1.005.exons.txt	113	2
646	GAD1.008.exons.txt	347	2
647	GAD1.010.exons.txt	1	1
648	GALNT13.003.exons.txt	1	2
649	GALNT13.006.exons.txt	1	2
650	GALNT13.007.exons.txt	59	2
651	GCA.004.exons.txt	398	2
652	GCA.005.exons.txt	1	1
653	GCC2.004.exons.txt	1	1
654	GCC2.007.exons.txt	1	1
655	GEN1.003.exons.txt	281	2
656	GEN1.004.exons.txt	380	2
657	GIGYF2.010.exons.txt	320	2
658	GIGYF2.011.exons.txt	187	3
659	GIGYF2.012.exons.txt	41	2
660	GIGYF2.013.exons.txt	339	1
661	GIGYF2.014.exons.txt	430	3
662	GIGYF2.016.exons.txt	187	3
663	GIGYF2.017.exons.txt	215	2
664	GIGYF2.018.exons.txt	281	2
665	GIGYF2.019.exons.txt	347	2
666	GIGYF2.021.exons.txt	300	1
667	GIGYF2.022.exons.txt	2509	3
668	GLI2.006.exons.txt	247	3
669	GMPPA.006.exons.txt	492	1
670	GMPPA.008.exons.txt	749	2
671	GNLY.003.exons.txt	1	1
672	GPC1.002.exons.txt	1	1
673	GPC1.003.exons.txt	1	2
674	GPC1.005.exons.txt	1	2
675	GULP1.005.exons.txt	207	1
676	GULP1.010.exons.txt	1	1
677	GULP1.011.exons.txt	1	1
678	HADHB.004.exons.txt	255	1
679	HADHB.005.exons.txt	450	1
680	HPCAL1.003.exons.txt	1	2
681	HPCAL1.004.exons.txt	91	3
682	IAH1.001.exons.txt	1	2
683	IAH1.007.exons.txt	1	1
684	IL1R1.006.exons.txt	1	1
685	IL1R1.007.exons.txt	345	1
686	IL1R1.008.exons.txt	242	2
687	IL1R1.012.exons.txt	319	3
688	IL1R2.003.exons.txt	689	2
689	IL1RL2.002.exons.txt	517	3
690	IL36RN.004.exons.txt	1	1
691	IMP4.005.exons.txt	1	1
692	INPP1.003.exons.txt	467	2
693	INPP1.004.exons.txt	266	2
694	INPP1.005.exons.txt	430	3
695	INPP1.006.exons.txt	637	3
696	INPP1.007.exons.txt	573	1
697	INPP1.009.exons.txt	92	2
698	INPP1.010.exons.txt	205	3
699	INPP1.011.exons.txt	30	1
