,number,count,name,domains
106,5230,1,extracellular ligand-gated ion channel activity,Neur_chan_LBD
107,5234,1,extracellular-glutamate-gated ion channel activity,Lig_chan-Glu_bd
108,5242,1,inward rectifier potassium channel activity,IRK
109,16746,1,"transferase activity, transferring acyl groups",Acyltransferase
110,36459,1,thiol-dependent ubiquitinyl hydrolase activity,UCH
111,5262,1,calcium channel activity,RYDR_ITPR
112,16579,1,protein deubiquitination,UCH
113,34968,1,histone lysine methylation,Pre-SET
114,6812,1,cation transport,Na_H_Exchanger
115,6813,1,potassium ion transport,IRK
116,4114,1,"3',5'-cyclic-nucleotide phosphodiesterase activity",PDEase_I
117,19825,1,oxygen binding,Globin
118,3755,1,peptidyl-prolyl cis-trans isomerase activity,Pro_isomerase
119,6836,1,neurotransmitter transport,SNF
120,8373,1,sialyltransferase activity,Glyco_transf_29
121,8378,1,galactosyltransferase activity,Galactosyl_T
122,15035,1,protein disulfide oxidoreductase activity,Glutaredoxin
123,5834,1,heterotrimeric G-protein complex,G-gamma
124,31424,1,keratinization,Involucrin
125,4298,1,threonine-type endopeptidase activity,Proteasome
126,4812,1,aminoacyl-tRNA ligase activity,tRNA-synt_1
127,30414,1,peptidase inhibitor activity,WAP
128,5839,1,proteasome core complex,Proteasome
129,5328,1,neurotransmitter:sodium symporter activity,SNF
130,213,1,tRNA-intron endonuclease activity,tRNA_int_endo
131,8484,1,sulfuric ester hydrolase activity,Sulfatase
132,6351,1,"transcription, DNA-templated",TFIIS_C
133,30286,1,dynein complex,Dynein_heavy
134,50909,1,sensory perception of taste,TAS2R
135,6352,1,"DNA-templated transcription, initiation",TAF
136,3810,1,protein-glutamine gamma-glutamyltransferase activity,Transglut_C
137,18149,1,peptide cross-linking,Transglut_C
138,35023,1,regulation of Rho protein signal transduction,RhoGEF
139,4842,1,ubiquitin-protein transferase activity,HECT
140,30247,1,polysaccharide binding,Somatomedin_B
141,30674,1,"protein binding, bridging",Fascin
142,6388,1,"tRNA splicing, via endonucleolytic cleavage and ligation",tRNA_int_endo
143,8318,1,protein prenyltransferase activity,PPTA
144,5882,1,intermediate filament,Filament
145,42,1,protein targeting to Golgi,GRIP
146,3333,1,amino acid transmembrane transport,AA_permease_2
147,30983,1,mismatched DNA binding,MutS_V
148,15116,1,sulfate transmembrane transporter activity,Sulfate_transp
149,42626,1,"ATPase activity, coupled to transmembrane movement of substances",ABC_membrane
150,8237,1,metallopeptidase activity,Peptidase_M1
151,35091,1,phosphatidylinositol binding,PX
152,46873,1,metal ion transmembrane transporter activity,Zip
153,5158,1,insulin receptor binding,IRS
154,4386,1,helicase activity,HA2
155,6952,1,defense response,Interferon
156,31683,1,G-protein beta/gamma-subunit complex binding,G-alpha
157,46983,1,protein dimerization activity,HLH
158,50482,1,arachidonic acid secretion,Phospholip_A2_1
159,4869,1,cysteine-type endopeptidase inhibitor activity,Cystatin
160,46907,1,intracellular transport,Ran_BP1
161,6464,1,cellular protein modification process,TTL
162,16705,1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",p450
163,15171,1,amino acid transmembrane transporter activity,AA_permease_2
164,51015,1,actin filament binding,Fascin
165,22857,1,transmembrane transporter activity,Sugar_tr
166,16779,1,nucleotidyltransferase activity,NTP_transf_2
167,4435,1,phosphatidylinositol phospholipase C activity,PI-PLC-Y
168,30036,1,actin cytoskeleton organization,Xin
169,5975,1,carbohydrate metabolic process,Glyco_hydro_31
170,8536,1,Ran GTPase binding,IBN_N
171,6183,1,GTP biosynthetic process,NDK
172,9055,1,electron carrier activity,Glutaredoxin
173,8544,1,epidermis development,LCE
174,5520,1,insulin-like growth factor binding,IGFBP
175,9058,1,biosynthetic process,Aminotran_1_2
176,9190,1,cyclic nucleotide biosynthetic process,Guanylate_cyc
177,30054,1,cell junction,Xin
178,3950,1,NAD+ ADP-ribosyltransferase activity,PARP
179,8168,1,methyltransferase activity,Methyltransf_11
180,16758,1,"transferase activity, transferring hexosyl groups",UDPGT
181,7034,1,vacuolar transport,Snf7
182,5506,1,iron ion binding,p450
183,19843,1,rRNA binding,Ribosomal_S4
184,902,1,cell morphogenesis,MreB_Mbl
185,9607,1,response to biotic stimulus,CD225
186,43401,1,steroid hormone mediated signaling pathway,Hormone_recep
187,8080,1,N-acetyltransferase activity,Acetyltransf_1
188,51603,1,proteolysis involved in cellular protein catabolic process,Proteasome
189,3995,1,acyl-CoA dehydrogenase activity,Acyl-CoA_dh_M
190,6298,1,mismatch repair,MutS_V
191,5540,1,hyaluronic acid binding,Xlink
192,30117,1,membrane coat,Adaptin_N
193,18342,1,protein prenylation,PPTA
194,5544,1,calcium-dependent phospholipid binding,Annexin
195,4252,1,serine-type endopeptidase activity,Trypsin
196,6629,1,lipid metabolic process,PI-PLC-Y
197,16814,1,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",APOBEC_N
198,413,1,protein peptidyl-prolyl isomerization,Pro_isomerase
199,8009,1,chemokine activity,IL8
200,6644,1,phospholipid metabolic process,Phospholip_A2_1
201,70588,1,calcium ion transmembrane transport,RYDR_ITPR
202,6241,1,CTP biosynthetic process,NDK
203,8641,1,small protein activating enzyme activity,ThiF
204,15299,1,solute:proton antiporter activity,Na_H_Exchanger
205,4550,1,nucleoside diphosphate kinase activity,NDK
206,4553,1,"hydrolase activity, hydrolyzing O-glycosyl compounds",Glyco_hydro_31
207,8138,1,protein tyrosine/serine/threonine phosphatase activity,DSPc
208,5581,1,collagen trimer,C4
209,16849,1,phosphorus-oxygen lyase activity,Guanylate_cyc
210,30170,1,pyridoxal phosphate binding,Aminotran_1_2
211,43087,1,regulation of GTPase activity,RasGAP
212,5085,1,guanyl-nucleotide exchange factor activity,RasGEF
213,5086,1,ARF guanyl-nucleotide exchange factor activity,Sec7
214,5089,1,Rho guanyl-nucleotide exchange factor activity,RhoGEF
215,50660,1,flavin adenine dinucleotide binding,Acyl-CoA_dh_N
216,50662,1,coenzyme binding,Epimerase
217,30695,1,GTPase regulator activity,GoLoco
218,5096,1,GTPase activator activity,ArfGap
219,5102,1,receptor binding,wnt
220,7154,1,cell communication,Calx-beta
221,7166,1,cell surface receptor signaling pathway,Frizzled
