,number,count,name,domains
14,6810,32,transport,EMP24_GP25L.Neur_chan_LBD.MIP.NTF2.SSF.CIMR.AA_permease.OATP.ABC_membrane.MFS_1.Sugar_tr.Na_H_Exchanger.Zip.Ion_trans.Na_Ca_ex.IBN_N.Adaptin_N.Clathrin.Neur_chan_memb.HMA.Sulfate_transp.IRK.SNF.GRIP.AA_permease_2.Phospholip_A2_1.Ran_BP1.Snf7.RYDR_ITPR.Aa_trans.Clathrin_propel.Ion_trans_2
15,46872,66,metal ion binding,HMA.zf-C2H2.zf-C2H2_6.zf-C3HC4.FYVE.E1-E2_ATPase.zf-CCCH.zf-H2C2_2.Metallothio.zf-C4.GATA.RINGv.ZZ.APOBEC_N.zf-TRAF.zf-AN1.Peptidase_M10.LIM.Peptidase_M14.TFIIS_C.zf-RING_11.Pre-SET.zf-NF-X1.zf-C2HC.zf-RanBP.zf-B_box.zf-UBP.zf-RING_2.zf-RING_5.zf-FCS.zf-CXXC.zf-rbx1.zf-CCHC.zf-A20.Cadherin.Gla.EGF_CA.Annexin.Cadherin_C.TSP_3.EF-hand_1.EF-hand_5.EF-hand_7.EF-hand_6.EF-hand_8.p450.APOBEC_C.Cadherin_2.Cadherin_3.Cadherin_C_2.Cadherin_tail.EF-hand_like.EGF_2.EGF_3.Peptidase_C14.TSP_1.zf-C2H2_4.zf-C3HC4_2.zf-C3HC4_3.zf-C3HC4_4.zf-H2C2_5.zf-HC5HC2H.zf-HC5HC2H_2.zf-MYND.zf-RING_UBOX.zf-met
16,55085,13,transmembrane transport,MFS_1.Sugar_tr.Na_H_Exchanger.Zip.SSF.AA_permease.Ion_trans.ABC_membrane.Na_Ca_ex.AA_permease_2.RYDR_ITPR.Aa_trans.Ion_trans_2
17,43565,8,sequence-specific DNA binding,zf-C4.GATA.bZIP_1.bZIP_2.SAM_PNT.Ets.Forkhead.HSF_DNA-bind
18,8152,90,metabolic process,ECH_1.Methyltransf_11.Aldedh.Acyltransferase.Acyl-CoA_dh_N.AMP-binding.Sulfatase.UDPGT.Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP.2OG-FeII_Oxy_3.NAD_binding_1.ADH_zinc_N.Pyr_redox_2.Acyl-CoA_dh_M.Acyl-CoA_dh_1.p450.ADH_N.Peptidase_C1.Peptidase_M10.Trypsin.Peptidase_M14.Peptidase_C2.Reprolysin.Pkinase_Tyr.Pkinase_C.tRNA-synt_1.Anticodon_1.Y_phosphatase.DSPc.Galactosyl_T.Glyco_transf_29.NDK.UCH.Pre-SET.TFIIS_C.TAF.Transglut_C.tRNA_int_endo.TTL.Glyco_hydro_31.Aminotran_1_2.Guanylate_cyc.Proteasome.MutS_V.PPTA.PI-PLC-Y.Pro_isomerase.Phospholip_A2_1.AMP-binding_C.Acyl-CoA_dh_2.Glyco_transf_7C.Guanylate_kin.Methyltransf_12.Methyltransf_23.Methyltransf_25.Methyltransf_31.NAD_binding_8.PI-PLC-X.Peptidase_C14.Pro-rich.Reprolysin_2.Reprolysin_3.Reprolysin_5.Transglut_core.Trypsin_2.UCH_1.adh_short.adh_short_C2
19,7165,35,signal transduction,PI-PLC-Y.HR1.RA.TIR_2.RhoGAP.TIR.Death.PDEase_I.NCD3G.7tm_2.7tm_3.7tm_1.G-alpha.G-gamma.TAS2R.SOCS_box.Guanylate_cyc.DCX.C1_1.DEP.Ras.Roc.RasGEF.APC_r.wnt.Sec7.RhoGEF.Hormone_recep.Frizzled.7TM_GPCR_Srsx.7tm_4.C1-set.Guanylate_kin.PI-PLC-X.RasGEF_N
20,7186,9,G-protein coupled receptor signaling pathway,NCD3G.7tm_2.7tm_3.7tm_1.G-alpha.G-gamma.TAS2R.7TM_GPCR_Srsx.7tm_4
21,5525,8,GTP binding,Ras.Septin.MMR_HSR1.GBP.Arf.Roc.GTP_EFTU_D2.GTP_EFTU
22,5622,40,intracellular,Cofilin_ADF.Peptidase_C2.NTF2.MH1.zf-B_box.Ribosomal_S4.KRAB.zf-C4.bZIP_Maf.Cyclin_C.Pre-SET.SSXRD.zf-NF-X1.zf-C2HC.Linker_histone.MBT.SAM_PNT.Med26.NAP.HSF_DNA-bind.T-box.Myosin_head.Myosin_tail_1.Myosin_N.BAR.CIMR.Involucrin.Keratin_B2_2.MyTH4.Plectin.E2F_TDP.G-gamma.Proteasome.Dynein_heavy.Filament.Adaptin_N.BAR_3.Cyclin_N.Keratin_2_head.Ribosomal_L7Ae
23,35556,15,intracellular signal transduction,PI-PLC-Y.SOCS_box.Guanylate_cyc.DCX.C1_1.DEP.Ras.Roc.RasGEF.Sec7.RhoGEF.C1-set.Guanylate_kin.PI-PLC-X.RasGEF_N
24,6955,8,immune response,Somatomedin_B.MHC_II_alpha.IL8.MHC_I_C.TNF.MHC_II_beta.Defensin_beta_2.MHC_I
25,4930,8,G-protein coupled receptor activity,HRM.NCD3G.7tm_2.7tm_3.7tm_1.TAS2R.7TM_GPCR_Srsx.7tm_4
26,6508,14,proteolysis,Peptidase_C1.Peptidase_M10.Trypsin.Peptidase_M14.Peptidase_C2.Reprolysin.UCH.Proteasome.Peptidase_C14.Reprolysin_2.Reprolysin_3.Reprolysin_5.Trypsin_2.UCH_1
27,3824,101,catalytic activity,PP2C.Epimerase.ECH_1.AMP-binding.Prenyltrans.2OG-FeII_Oxy_3.NAD_binding_1.Pyr_redox_2.Aldedh.Peptidase_M10.Reprolysin.ADAM_spacer1.Myosin_head.Myosin_tail_1.Myosin_N.ResIII.NUDIX.Metallophos.GBP.G-alpha.Tubulin.Pkinase_Tyr.Dynein_heavy.Kinesin.Acyl-CoA_dh_N.Acyl-CoA_dh_1.DAGK_cat.PI3_PI4_kinase.Sulfotransfer_2.Sulfotransfer_1.ABC_tran.AAA_5.Phospholip_A2_1.PLAC.Peptidase_C1.Pkinase_C.Y_phosphatase.Peptidase_M14.Peptidase_C2.Pre-SET.Acyltransferase.UCH.PDEase_I.Pro_isomerase.Glyco_transf_29.Galactosyl_T.Glutaredoxin.Proteasome.tRNA-synt_1.tRNA_int_endo.Sulfatase.Transglut_C.HECT.PPTA.ABC_membrane.HA2.p450.NTP_transf_2.PI-PLC-Y.PARP.Methyltransf_11.UDPGT.Acetyltransf_1.Acyl-CoA_dh_M.Trypsin.APOBEC_N.ThiF.NDK.Glyco_hydro_31.DSPc.Guanylate_cyc.AAA_11.AAA_12.AAA_17.AAA_18.AAA_33.AAA_6.AAA_7.AAA_8.AAA_9.ADAM_CR.AMP-binding_C.APOBEC_C.Acyl-CoA_dh_2.Glyco_transf_7C.Guanylate_kin.Methyltransf_12.Methyltransf_23.Methyltransf_25.Methyltransf_31.NAD_binding_8.PI-PLC-X.Peptidase_C14.Pro-rich.Reprolysin_2.Reprolysin_3.Reprolysin_5.Sulfotransfer_3.Transglut_core.Trypsin_2.UCH_1
28,5215,18,transporter activity,MIP.SSF.CIMR.OATP.Lig_chan-Glu_bd.Ion_trans.Neur_chan_LBD.IRK.RYDR_ITPR.SNF.Sulfate_transp.ABC_membrane.Zip.AA_permease_2.Sugar_tr.Na_H_Exchanger.Aa_trans.Ion_trans_2
29,16491,11,oxidoreductase activity,2OG-FeII_Oxy_3.NAD_binding_1.Pyr_redox_2.Aldedh.Acyl-CoA_dh_N.Acyl-CoA_dh_1.Glutaredoxin.p450.Acyl-CoA_dh_M.Acyl-CoA_dh_2.NAD_binding_8
30,3723,6,RNA binding,S4.PUF.KH_1.MIF4G.Ribosomal_S4.Ribosomal_L7Ae
31,16459,3,myosin complex,Myosin_head.Myosin_tail_1.Myosin_N
32,7264,6,small GTPase mediated signal transduction,Ras.Roc.RasGEF.Sec7.RhoGEF.RasGEF_N
33,5737,5,cytoplasm,BAR.CIMR.Involucrin.Adaptin_N.BAR_3
34,4222,7,metalloendopeptidase activity,Peptidase_M10.Reprolysin.ADAM_spacer1.ADAM_CR.Reprolysin_2.Reprolysin_3.Reprolysin_5
35,166,36,nucleotide binding,tRNA-synt_1.E1-E2_ATPase.Anticodon_1.Myosin_head.Pkinase_C.ResIII.Cpn60_TCP1.ABC_tran.AAA.SNF2_N.AAA_5.MutS_V.DEAD.ABC_membrane.Kinesin.Myosin_N.Ras.Septin.MMR_HSR1.GBP.Arf.Roc.GTP_EFTU_D2.G-alpha.Acyl-CoA_dh_N.AAA_11.AAA_12.AAA_17.AAA_18.AAA_33.AAA_6.AAA_7.AAA_8.AAA_9.Acyl-CoA_dh_2.GTP_EFTU
36,3774,5,motor activity,Myosin_head.Myosin_tail_1.Myosin_N.Dynein_heavy.Kinesin
37,3779,4,actin binding,WH2.Cofilin_ADF.Xin.Fascin
38,6886,5,intracellular protein transport,IBN_N.Adaptin_N.Clathrin.GRIP.Clathrin_propel
39,6468,3,protein phosphorylation,Pkinase_Tyr.Pkinase_C.Pkinase
40,16787,52,hydrolase activity,ResIII.NUDIX.Metallophos.Peptidase_M10.Reprolysin.ADAM_spacer1.Myosin_head.Myosin_tail_1.Myosin_N.GBP.G-alpha.Tubulin.Dynein_heavy.Kinesin.ABC_tran.AAA_5.Phospholip_A2_1.PLAC.Peptidase_C1.Y_phosphatase.Peptidase_M14.Peptidase_C2.UCH.PDEase_I.Proteasome.tRNA_int_endo.Sulfatase.ABC_membrane.HA2.PI-PLC-Y.Trypsin.APOBEC_N.Glyco_hydro_31.DSPc.AAA_11.AAA_12.AAA_17.AAA_18.AAA_33.AAA_6.AAA_7.AAA_8.AAA_9.ADAM_CR.APOBEC_C.PI-PLC-X.Peptidase_C14.Reprolysin_2.Reprolysin_3.Reprolysin_5.Trypsin_2.UCH_1
41,8083,3,growth factor activity,TGF_beta.FGF.TGFb_propeptide
42,19882,4,antigen processing and presentation,MHC_II_alpha.MHC_I_C.MHC_II_beta.MHC_I
43,3924,3,GTPase activity,GBP.G-alpha.Tubulin
44,45095,3,keratin filament,Keratin_B2_2.Keratin_B2.Keratin_2_head
45,4871,11,signal transducer activity,G-alpha.G-gamma.HRM.NCD3G.7tm_2.7tm_3.7tm_1.TAS2R.Lig_chan-Glu_bd.7TM_GPCR_Srsx.7tm_4
46,4672,3,protein kinase activity,Pkinase_Tyr.Pkinase.Pkinase_C
47,20037,2,heme binding,Globin.p450
48,5201,2,extracellular matrix structural constituent,C4.COLFI
49,8289,4,lipid binding,LBP_BPI_CETP.START.PX.Annexin
50,6334,2,nucleosome assembly,Linker_histone.NAP
51,4970,2,ionotropic glutamate receptor activity,Lig_chan-Glu_bd.Lig_chan
52,6811,12,ion transport,Neur_chan_memb.Ion_trans.Zip.HMA.Sulfate_transp.Na_H_Exchanger.IRK.AA_permease_2.Phospholip_A2_1.RYDR_ITPR.Aa_trans.Ion_trans_2
53,16055,2,Wnt signaling pathway,APC_r.wnt
54,42613,2,MHC class II protein complex,MHC_II_alpha.MHC_II_beta
55,3777,2,microtubule motor activity,Dynein_heavy.Kinesin
56,5856,9,cytoskeleton,MyTH4.Plectin.Myosin_head.Myosin_tail_1.Myosin_N.Keratin_B2_2.Dynein_heavy.Filament.Keratin_2_head
57,16627,4,"oxidoreductase activity, acting on the CH-CH group of donors",Acyl-CoA_dh_N.Acyl-CoA_dh_1.Acyl-CoA_dh_M.Acyl-CoA_dh_2
58,4866,4,endopeptidase inhibitor activity,A2M.A2M_N.Kunitz_BPTI.Cystatin
59,6418,2,tRNA aminoacylation for protein translation,tRNA-synt_1.Anticodon_1
60,31012,3,extracellular matrix,Peptidase_M10.ADAM_spacer1.ADAM_CR
61,30001,4,metal ion transport,Zip.HMA.IRK.RYDR_ITPR
62,6457,3,protein folding,FKBP_C.Pro_isomerase.Pro-rich
63,6470,2,protein dephosphorylation,Y_phosphatase.DSPc
64,8017,2,microtubule binding,Microtub_bd.Kinesin
65,6486,3,protein glycosylation,Galactosyl_T.Glyco_transf_29.Glyco_transf_7C
66,7018,2,microtubule-based movement,Dynein_heavy.Kinesin
67,16192,4,vesicle-mediated transport,Adaptin_N.Clathrin.GRIP.Clathrin_propel
68,45454,3,cell redox homeostasis,Glutaredoxin.Thioredoxin.Thioredoxin_6
69,16301,5,kinase activity,DAGK_cat.PI3_PI4_kinase.Pkinase_Tyr.Pkinase_C.NDK
70,5044,2,scavenger receptor activity,SRCR.Somatomedin_B
71,8146,3,sulfotransferase activity,Sulfotransfer_2.Sulfotransfer_1.Sulfotransfer_3
72,5198,4,structural molecule activity,Filaggrin.Filament.C4.COLFI
73,42981,2,regulation of apoptotic process,Bcl-2.CARD
74,5615,2,extracellular space,A2M_comp.Serum_albumin
75,7155,9,cell adhesion,Xlink.TSP_3.Cadherin.Cadherin_C.Cadherin_2.Cadherin_3.Cadherin_C_2.Cadherin_tail.TSP_1
76,7156,6,homophilic cell adhesion via plasma membrane adhesion molecules,Cadherin.Cadherin_C.Cadherin_2.Cadherin_3.Cadherin_C_2.Cadherin_tail
77,16887,12,ATPase activity,ABC_tran.AAA_5.ABC_membrane.AAA_11.AAA_12.AAA_17.AAA_18.AAA_33.AAA_6.AAA_7.AAA_8.AAA_9
78,5126,3,cytokine receptor binding,Interferon.TNF.IL8
79,4623,1,phospholipase A2 activity,Phospholip_A2_1
80,4867,1,serine-type endopeptidase inhibitor activity,Kunitz_BPTI
81,6165,1,nucleoside diphosphate phosphorylation,NDK
82,1558,1,regulation of cell growth,IGFBP
83,45087,1,innate immune response,Defensin_beta_2
84,5667,1,transcription factor complex,E2F_TDP
85,30246,2,carbohydrate binding,Gal-bind_lectin.Somatomedin_B
86,8233,17,peptidase activity,PLAC.Peptidase_M10.Reprolysin.ADAM_spacer1.Peptidase_C1.Peptidase_M14.Peptidase_C2.UCH.Proteasome.Trypsin.ADAM_CR.Peptidase_C14.Reprolysin_2.Reprolysin_3.Reprolysin_5.Trypsin_2.UCH_1
87,8234,4,cysteine-type peptidase activity,Peptidase_C1.Peptidase_C2.UCH.UCH_1
88,5164,1,tumor necrosis factor receptor binding,TNF
89,19001,9,guanyl nucleotide binding,G-alpha.Ras.Septin.MMR_HSR1.GBP.Arf.Roc.GTP_EFTU_D2.GTP_EFTU
90,51260,1,protein homooligomerization,BTB_2
91,5216,6,ion channel activity,Ion_trans.Lig_chan-Glu_bd.Neur_chan_LBD.IRK.RYDR_ITPR.Ion_trans_2
92,4674,1,protein serine/threonine kinase activity,Pkinase_C
93,40007,2,growth,TGFb_propeptide.IGFBP
94,32012,1,regulation of ARF protein signal transduction,Sec7
95,4725,1,protein tyrosine phosphatase activity,Y_phosphatase
96,8272,1,sulfate transport,Sulfate_transp
97,6228,1,UTP biosynthetic process,NDK
98,4181,2,metallocarboxypeptidase activity,Peptidase_M14.Peptidase_C14
99,15631,4,tubulin binding,Tubulin-binding.Microtub_bd.Kinesin.Tubulin_C
100,3682,1,chromatin binding,BAH
101,7275,2,multicellular organism development,wnt.Involucrin
102,4198,1,calcium-dependent cysteine-type endopeptidase activity,Peptidase_C2
103,18024,1,histone-lysine N-methyltransferase activity,Pre-SET
104,7276,1,gamete generation,Spin-Ssty
105,786,1,nucleosome,Linker_histone
106,5230,2,extracellular ligand-gated ion channel activity,Neur_chan_LBD.Lig_chan-Glu_bd
107,5234,1,extracellular-glutamate-gated ion channel activity,Lig_chan-Glu_bd
108,5242,1,inward rectifier potassium channel activity,IRK
109,16746,4,"transferase activity, transferring acyl groups",Acyltransferase.Transglut_C.Acetyltransf_1.Transglut_core
110,36459,2,thiol-dependent ubiquitinyl hydrolase activity,UCH.UCH_1
111,5262,1,calcium channel activity,RYDR_ITPR
112,16579,2,protein deubiquitination,UCH.UCH_1
113,34968,1,histone lysine methylation,Pre-SET
114,6812,5,cation transport,Na_H_Exchanger.Zip.HMA.IRK.RYDR_ITPR
115,6813,1,potassium ion transport,IRK
116,4114,1,"3',5'-cyclic-nucleotide phosphodiesterase activity",PDEase_I
117,19825,1,oxygen binding,Globin
118,3755,2,peptidyl-prolyl cis-trans isomerase activity,Pro_isomerase.Pro-rich
119,6836,1,neurotransmitter transport,SNF
120,8373,2,sialyltransferase activity,Glyco_transf_29.Glyco_transf_7C
121,8378,1,galactosyltransferase activity,Galactosyl_T
122,15035,1,protein disulfide oxidoreductase activity,Glutaredoxin
123,5834,1,heterotrimeric G-protein complex,G-gamma
124,31424,1,keratinization,Involucrin
125,4298,1,threonine-type endopeptidase activity,Proteasome
126,4812,1,aminoacyl-tRNA ligase activity,tRNA-synt_1
127,30414,5,peptidase inhibitor activity,WAP.A2M.A2M_N.Kunitz_BPTI.Cystatin
128,5839,1,proteasome core complex,Proteasome
129,5328,1,neurotransmitter:sodium symporter activity,SNF
130,213,1,tRNA-intron endonuclease activity,tRNA_int_endo
131,8484,1,sulfuric ester hydrolase activity,Sulfatase
132,6351,25,"transcription, DNA-templated",TFIIS_C.Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP.TAF
133,30286,1,dynein complex,Dynein_heavy
134,50909,1,sensory perception of taste,TAS2R
135,6352,1,"DNA-templated transcription, initiation",TAF
136,3810,2,protein-glutamine gamma-glutamyltransferase activity,Transglut_C.Transglut_core
137,18149,2,peptide cross-linking,Transglut_C.Transglut_core
138,35023,1,regulation of Rho protein signal transduction,RhoGEF
139,4842,1,ubiquitin-protein transferase activity,HECT
140,30247,1,polysaccharide binding,Somatomedin_B
141,30674,1,"protein binding, bridging",Fascin
142,6388,1,"tRNA splicing, via endonucleolytic cleavage and ligation",tRNA_int_endo
143,8318,1,protein prenyltransferase activity,PPTA
144,5882,3,intermediate filament,Filament.Keratin_B2_2.Keratin_2_head
145,42,1,protein targeting to Golgi,GRIP
146,3333,2,amino acid transmembrane transport,AA_permease_2.Aa_trans
147,30983,1,mismatched DNA binding,MutS_V
148,15116,1,sulfate transmembrane transporter activity,Sulfate_transp
149,42626,1,"ATPase activity, coupled to transmembrane movement of substances",ABC_membrane
150,8237,10,metallopeptidase activity,Peptidase_M1.Peptidase_M10.Reprolysin.ADAM_spacer1.Peptidase_M14.ADAM_CR.Peptidase_C14.Reprolysin_2.Reprolysin_3.Reprolysin_5
151,35091,1,phosphatidylinositol binding,PX
152,46873,4,metal ion transmembrane transporter activity,Zip.IRK.RYDR_ITPR.SNF
153,5158,1,insulin receptor binding,IRS
154,4386,1,helicase activity,HA2
155,6952,2,defense response,Interferon.Defensin_beta_2
156,31683,1,G-protein beta/gamma-subunit complex binding,G-alpha
157,46983,1,protein dimerization activity,HLH
158,50482,1,arachidonic acid secretion,Phospholip_A2_1
159,4869,1,cysteine-type endopeptidase inhibitor activity,Cystatin
160,46907,6,intracellular transport,Ran_BP1.IBN_N.Adaptin_N.Clathrin.GRIP.Clathrin_propel
161,6464,16,cellular protein modification process,TTL.Pkinase_Tyr.Pkinase_C.Y_phosphatase.DSPc.Galactosyl_T.Glyco_transf_29.UCH.Pre-SET.Transglut_C.PPTA.Pro_isomerase.Glyco_transf_7C.Pro-rich.Transglut_core.UCH_1
162,16705,1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",p450
163,15171,2,amino acid transmembrane transporter activity,AA_permease_2.Aa_trans
164,51015,1,actin filament binding,Fascin
165,22857,14,transmembrane transporter activity,Sugar_tr.Lig_chan-Glu_bd.Ion_trans.Neur_chan_LBD.IRK.RYDR_ITPR.SNF.Sulfate_transp.ABC_membrane.Zip.AA_permease_2.Na_H_Exchanger.Aa_trans.Ion_trans_2
166,16779,1,nucleotidyltransferase activity,NTP_transf_2
167,4435,2,phosphatidylinositol phospholipase C activity,PI-PLC-Y.PI-PLC-X
168,30036,1,actin cytoskeleton organization,Xin
169,5975,1,carbohydrate metabolic process,Glyco_hydro_31
170,8536,1,Ran GTPase binding,IBN_N
171,6183,1,GTP biosynthetic process,NDK
172,9055,1,electron carrier activity,Glutaredoxin
173,8544,2,epidermis development,LCE.Involucrin
174,5520,1,insulin-like growth factor binding,IGFBP
175,9058,34,biosynthetic process,Aminotran_1_2.Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP.tRNA-synt_1.Anticodon_1.Galactosyl_T.Glyco_transf_29.NDK.TFIIS_C.TAF.Guanylate_cyc.Glyco_transf_7C.Guanylate_kin
176,9190,2,cyclic nucleotide biosynthetic process,Guanylate_cyc.Guanylate_kin
177,30054,1,cell junction,Xin
178,3950,1,NAD+ ADP-ribosyltransferase activity,PARP
179,8168,6,methyltransferase activity,Methyltransf_11.Pre-SET.Methyltransf_12.Methyltransf_23.Methyltransf_25.Methyltransf_31
180,16758,2,"transferase activity, transferring hexosyl groups",UDPGT.Galactosyl_T
181,7034,1,vacuolar transport,Snf7
182,5506,1,iron ion binding,p450
183,19843,2,rRNA binding,Ribosomal_S4.Ribosomal_L7Ae
184,902,1,cell morphogenesis,MreB_Mbl
185,9607,1,response to biotic stimulus,CD225
186,43401,1,steroid hormone mediated signaling pathway,Hormone_recep
187,8080,1,N-acetyltransferase activity,Acetyltransf_1
