,number,count,name,domains
162,4180,1,carboxypeptidase activity,Propep_M14
163,15035,1,protein disulfide oxidoreductase activity,DSBA
164,8528,2,G-protein coupled peptide receptor activity,7TM_GPCR_Srw.7TM_GPCR_Srv
165,4222,1,metalloendopeptidase activity,Peptidase_M13
166,43140,1,ATP-dependent 3'-5' DNA helicase activity,RQC
167,17089,1,glycolipid transporter activity,GLTP
168,6415,1,translational termination,RF-1
169,43169,46,cation binding,Alpha-amylase_C.Fer2_2.Endonuclease_NS.ATP-grasp_3.Sod_Fe_N.Sod_Fe_C.Arginase.Sod_Cu.B12-binding.Lipoxygenase.ALAD.Fe-ADH.zf-CW.zf-PARP.H2TH.Peptidase_M18.zf-UBR.Alpha-mann_mid.UPF1_Zn_bind.zf-TAZ.zf-dskA_traR.PTE.Cu_amine_oxid.Cu_amine_oxidN3.Cu2_monooxygen.Cu-oxidase_3.Cu-oxidase_2.COX2.PAD.Cbl_N2.PAD_M.Glyco_hydro_47.Thg1.ACPS.Pyrophosphatase.Ferritin.Frataxin_Cyay.TPP_enzyme_N.TPP_enzyme_C.NifU_N.Mo-co_dimer.B12-binding_2.Cbl_N3.Cu2_monoox_C.Fe_hyd_lg_C.zf-Di19
170,4807,1,triose-phosphate isomerase activity,TIM
171,30896,1,checkpoint clamp complex,Rad9
172,184,1,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",UPF1_Zn_bind
173,16573,1,histone acetylation,HAT_KAT11
174,4129,1,cytochrome-c oxidase activity,COX2
175,45261,1,"proton-transporting ATP synthase complex, catalytic core F(1)",ATP-synt
176,16592,1,mediator complex,Med18
177,6357,1,regulation of transcription from RNA polymerase II promoter,Med18
178,8410,1,CoA-transferase activity,CoA_trans
179,6364,1,rRNA processing,Fibrillarin
180,30942,1,endoplasmic reticulum signal peptide binding,SRP14
181,43231,16,intracellular membrane-bounded organelle,zf-CDGSH.Rep-A_N.Rad1.BTD.ASF1_hist_chap.zf-TAZ.Cbl_N.ORC5_C.Tyr-DNA_phospho.LAG1-DNAbind.Ssu72.Rad9.Med18.POT1.ERO1.Rep_fac-A_C
182,6370,1,7-methylguanosine mRNA capping,mRNA_cap_enzyme
183,4325,1,ferrochelatase activity,Ferrochelatase
184,16614,11,"oxidoreductase activity, acting on CH-OH group of donors",GMC_oxred_C.UDPG_MGDP_dh_C.Ldh_1_C.2-Hacid_dh.Iso_dh.G6PD_C.malic.GSDH.6PGD.NAD_Gly3P_dh_C.3HCDH
185,16620,1,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",Gp_dh_C
186,16624,2,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",E1_dh.E1_DerP2_DerF2
187,16627,2,"oxidoreductase activity, acting on the CH-CH group of donors",Sdh_cyt.Coprogen_oxidas
188,8440,1,"inositol-1,4,5-trisphosphate 3-kinase activity",IPK
189,4345,1,glucose-6-phosphate dehydrogenase activity,G6PD_C
190,4347,1,glucose-6-phosphate isomerase activity,PGI
191,30975,1,thiamine binding,TPK_B1_binding
192,4359,1,glutaminase activity,Glutaminase
193,4363,1,glutathione synthase activity,GSH_synth_ATP
194,6189,1,'de novo' IMP biosynthetic process,AIRC
195,4373,1,glycogen (starch) synthase activity,Glycogen_syn
196,4375,1,glycine dehydrogenase (decarboxylating) activity,GDC-P
197,4484,1,mRNA guanylyltransferase activity,mRNA_cap_enzyme
198,289,1,nuclear-transcribed mRNA poly(A) tail shortening,CAF1
199,4386,5,helicase activity,UPF1_Zn_bind.RQC.DnaB_C.RNA_helicase.Helicase_C_2
200,8483,1,transaminase activity,Aminotran_3
201,4392,1,heme oxygenase (decyclizing) activity,Heme_oxygenase
202,6457,1,protein folding,HSP90
203,16714,1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen",Biopterin_H
204,4427,1,inorganic diphosphatase activity,Pyrophosphatase
205,51539,1,"4 iron, 4 sulfur cluster binding",EndIII_4Fe-2S
206,8534,1,oxidized purine nucleobase lesion DNA N-glycosylase activity,OGG_N
207,16746,15,"transferase activity, transferring acyl groups",Carn_acyltransf.Acetyltransf_10.Acetyltransf_3.Acetyltransf_7.NMT.NMT_C.HAT_KAT11.zf-TAZ.HMG_CoA_synt_C.HMG_CoA_synt_N.Thiolase_N.FR47.Acetyltransf_2.Citrate_synt.Acetyltransf_16
208,22900,1,electron transport chain,COX2_TM
209,16757,11,"transferase activity, transferring glycosyl groups",Glycos_transf_3.Glycogen_syn.Glyco_tran_28_C.TGT.QRPTase_C.STT3.Nuc_deoxyrib_tr.PARP_reg.ART.Phosphorylase.Glycos_transf_1
210,16758,4,"transferase activity, transferring hexosyl groups",Glyco_tran_28_C.Glycogen_syn.STT3.Phosphorylase
211,4471,1,malate dehydrogenase (decarboxylating) (NAD+) activity,malic
212,70008,8,serine-type exopeptidase activity,Peptidase_S9_N.Peptidase_M16.Peptidase_M16_C.Peptidase_M16_M.Peptidase_M22.Peptidase_M23.Peptidase_M24.Peptidase_S24
213,16763,5,"transferase activity, transferring pentosyl groups",TGT.QRPTase_C.Nuc_deoxyrib_tr.PARP_reg.ART
214,6529,1,asparagine biosynthetic process,Asn_synthase
215,4488,1,methylenetetrahydrofolate dehydrogenase (NADP+) activity,THF_DHG_CYH
216,4489,1,methylenetetrahydrofolate reductase (NAD(P)H) activity,MTHFR
217,16779,26,nucleotidyltransferase activity,NTP_transferase.RNA_pol_A_bac.RNA_pol_L.RNA_pol_N.RNA_pol_Rpb2_7.RNA_pol_Rpb2_6.RNA_pol_Rpb2_1.RNA_pol_Rpb2_3.RNA_pol_Rpb1_2.RNA_pol_Rpb1_1.RNA_pol_Rpb1_4.RNA_pol_Rpb1_5.RNA_pol_Rpb1_3.DNA_primase_lrg.DNA_primase_S.Thg1.mRNA_cap_enzyme.PAP_central.ATP-sulfurylase.UDPGP.IspD.DNA_pol_A.GalP_UDP_transf.NTP_transf_3.PAP_assoc.RNA_ligase
218,16780,2,"phosphotransferase activity, for other substituted phosphate groups",CDP-OH_P_transf.ACPS
219,45454,1,cell redox homeostasis,Pyr_redox_dim
220,6545,1,glycine biosynthetic process,DHFR_1
221,6546,1,glycine catabolic process,GDC-P
222,16791,4,phosphatase activity,Alk_phosphatase.NT5C.Ssu72.His_Phos_2
223,33177,1,"proton-transporting two-sector ATPase complex, proton-transporting domain",ATP-synt_C
224,6555,1,methionine metabolic process,MTHFR
225,16798,19,"hydrolase activity, acting on glycosyl bonds",Glyco_hydro_99.Glyco_hydro_18.Glyco_hydro_20.Alpha-mann_mid.Glyco_hydro_2_C.Glyco_hydro_2_N.Melibiase_2.OGG_N.H2TH.Trehalase.Glyco_hydro_38.Alpha_L_fucos.Glyco_hydro_47.Nuc_deoxyrib_tr.PARG_cat.AbfB.Glyco_hydro_38C.Pur_DNA_glyco.Rib_hydrolayse
226,16799,5,"hydrolase activity, hydrolyzing N-glycosyl compounds",H2TH.OGG_N.Nuc_deoxyrib_tr.Pur_DNA_glyco.Rib_hydrolayse
227,4512,1,inositol-3-phosphate synthase activity,NAD_binding_5
228,4514,1,nicotinate-nucleotide diphosphorylase (carboxylating) activity,QRPTase_C
229,8612,1,peptidyl-lysine modification to peptidyl-hypusine,DS
230,4517,1,nitric-oxide synthase activity,NO_synthase
231,4519,9,endonuclease activity,Endonuclease_5.OGG_N.RNase_H.Ribonucleas_3_3.Ribonuclease_T2.H2TH.RNase_HII.RNase_PH.RNase_PH_C
232,16810,8,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",CN_hydrolase.PAD.PAD_M.MafB19-deam.Glutaminase.Amidase_2.AICARFT_IMPCHas.Amidase
233,4523,4,RNA-DNA hybrid ribonuclease activity,RNase_H.RNase_HII.RNase_PH.RNase_PH_C
234,4525,1,ribonuclease III activity,Ribonucleas_3_3
235,16817,13,"hydrolase activity, acting on acid anhydrides",RIG-I_C-RD.DNA_gyraseB.DNA_topoisoIV.RQC.UPF1_Zn_bind.Pyrophosphatase.Helicase_C_2.DHHA2.DnaB_C.RNA_helicase.ATP-synt.DNA_photolyase.DNA_pol_B_thumb
236,16818,12,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",Helicase_C_2.DNA_gyraseB.DNA_topoisoIV.RQC.UPF1_Zn_bind.Pyrophosphatase.DHHA2.DnaB_C.RNA_helicase.ATP-synt.DNA_photolyase.DNA_pol_B_thumb
237,4535,1,poly(A)-specific ribonuclease activity,CAF1
238,16829,11,lyase activity,DHDPS.Ferrochelatase.OGG_N.Pyridoxal_deC.OMPdecase.ALAD.URO-D.Glycolytic.Urocanase.H2TH.Urocanase_C
239,16831,3,carboxy-lyase activity,Pyridoxal_deC.OMPdecase.URO-D
240,4555,1,"alpha,alpha-trehalase activity",Trehalase
241,4559,2,alpha-mannosidase activity,Glyco_hydro_38.Glyco_hydro_47
242,4560,1,alpha-L-fucosidase activity,Alpha_L_fucos
243,16857,1,"racemase and epimerase activity, acting on carbohydrates and derivatives",Ribul_P_3_epim
244,4571,1,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",Glyco_hydro_47
245,16805,1,dipeptidase activity,Peptidase_M19
246,4576,1,oligosaccharyl transferase activity,STT3
247,16866,5,intramolecular transferase activity,MM_CoA_mutase.PGM_PMM_IV.PGM_PMM_III.PseudoU_synth_2.PseudoU_synth_1
248,35299,1,inositol pentakisphosphate 2-kinase activity,Ins_P5_2-kin
249,6629,10,lipid metabolic process,GDPD.polyprenyl_synt.HMG_CoA_synt_C.IspD.HMG_CoA_synt_N.NAD_binding_5.CDP-OH_P_transf.3HCDH.PIP5K.Inositol_P
250,6631,1,fatty acid metabolic process,3HCDH
251,16874,22,ligase activity,GatB_N.tRNA-synt_2.tRNA-synt_1c_C.tRNA-synt_2b.tRNA-synt_2d.DALR_1.Arg_tRNA_synt_N.tRNA-synt_1d.DNA_ligase_A_C.DNA_ligase_A_M.DNA_ligase_A_N.Gln-synt_N.Gln-synt_C.GSH_synth_ATP.tRNA_SAD.Dala_Dala_lig_C.tRNA-synt_2c.ProRS-C_1.Adenylsucc_synt.GMP_synt_C.Asn_synthase.GMP_PDE_delta
252,16876,10,"ligase activity, forming aminoacyl-tRNA and related compounds",tRNA_SAD.tRNA-synt_2.tRNA-synt_1c_C.tRNA-synt_2b.tRNA-synt_2d.DALR_1.Arg_tRNA_synt_N.tRNA-synt_1d.tRNA-synt_2c.ProRS-C_1
253,4590,1,orotidine-5'-phosphate decarboxylase activity,OMPdecase
254,4594,1,pantothenate kinase activity,Fumble
255,16901,1,"oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor",GSDH
256,4615,1,phosphomannomutase activity,PMM
257,4616,1,phosphogluconate dehydrogenase (decarboxylating) activity,6PGD
258,4618,1,phosphoglycerate kinase activity,PGK
259,8716,1,D-alanine-D-alanine ligase activity,Dala_Dala_lig_C
260,4643,1,phosphoribosylaminoimidazolecarboxamide formyltransferase activity,AICARFT_IMPCHas
261,8745,2,N-acetylmuramoyl-L-alanine amidase activity,Amidase_2.Amidase
262,4652,2,polynucleotide adenylyltransferase activity,PAP_central.PAP_assoc
263,4655,1,porphobilinogen synthase activity,ALAD
264,4674,1,protein serine/threonine kinase activity,Alpha_kinase
265,16972,1,thiol oxidase activity,Evr1_Alr
266,6741,2,NADP biosynthetic process,NAD_kinase.NAD_synthase
267,6750,1,glutathione biosynthetic process,GSH_synth_ATP
268,4713,2,protein tyrosine kinase activity,Focal_AT.Furin-like
269,4714,1,transmembrane receptor protein tyrosine kinase activity,Furin-like
270,43631,2,RNA polyadenylation,PAP_central.PAP_assoc
271,4721,1,phosphoprotein phosphatase activity,Ssu72
272,6783,1,heme biosynthetic process,Ferrochelatase
273,17025,1,TBP-class protein binding,TFIIB
274,6788,1,heme oxidation,Heme_oxygenase
275,4748,1,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",Ribonuc_red_lgN
276,4751,1,ribose-5-phosphate isomerase activity,Rib_5-P_isom_A
277,51861,1,glycolipid binding,GLTP
278,6809,1,nitric oxide biosynthetic process,NO_synthase
279,6814,1,sodium ion transport,Na_sulph_symp
280,15012,10,heparan sulfate proteoglycan biosynthetic process,Glyco_transf_64.Glyco_hydro_15.Glyco_hydro_30.Glyco_hydro_35.Glyco_tranf_2_3.Glyco_trans_1_2.Glyco_trans_1_4.Glyco_trans_4_4.Glyco_transf_4.Glyco_transf_41
281,6821,1,chloride transport,Voltage_CLC
282,4781,1,sulfate adenylyltransferase (ATP) activity,ATP-sulfurylase
283,4788,1,thiamine diphosphokinase activity,TPK_catalytic
284,8897,1,holo-[acyl-carrier-protein] synthase activity,ACPS
285,6855,1,drug transmembrane transport,MatE
286,4813,1,alanine-tRNA ligase activity,tRNA-synt_2c
287,723,1,telomere maintenance,POT1
288,4827,1,proline-tRNA ligase activity,ProRS-C_1
289,6879,1,cellular iron ion homeostasis,Ferritin
290,4833,1,"tryptophan 2,3-dioxygenase activity",Trp_dioxygenase
291,35556,2,intracellular signal transduction,BTK.Mss4
292,15078,2,hydrogen ion transmembrane transporter activity,ATP-synt_C.COX2
293,4843,1,thiol-dependent ubiquitin-specific protease activity,Peptidase_C12
294,8942,1,nitrite reductase [NAD(P)H] activity,Rieske_2
295,6952,1,defense response,Defensin_1
296,4853,1,uroporphyrinogen decarboxylase activity,URO-D
297,6904,1,vesicle docking involved in exocytosis,Sec1
298,70403,1,NAD+ binding,SIR2
299,19211,1,phosphatase activator activity,PTPA
300,784,1,"nuclear chromosome, telomeric region",POT1
301,31515,1,tRNA (m1A) methyltransferase complex,Gcd10p
302,6950,20,response to stress,HSP90.IMS.Methyltransf_1N.DNA_binding_1.Tyr-DNA_phospho.DNA_ligase_A_C.DNA_ligase_A_M.DNA_ligase_A_N.RQC.Endonuclease_5.MutS_III.DNA_mis_repair.MutL_C.MutS_IV.HhH-GPD.Pur_DNA_glyco.OGG_N.H2TH.Rad9.Defensin_1
303,19239,2,deaminase activity,A_deaminase.MafB19-deam
304,808,1,origin recognition complex,ORC5_C
305,16462,12,pyrophosphatase activity,DHHA2.DNA_gyraseB.DNA_topoisoIV.RQC.UPF1_Zn_bind.Pyrophosphatase.DnaB_C.RNA_helicase.ATP-synt.Helicase_C_2.DNA_photolyase.DNA_pol_B_thumb
306,4019,1,adenylosuccinate synthase activity,Adenylsucc_synt
307,9052,1,"pentose-phosphate shunt, non-oxidative branch",Rib_5-P_isom_A
308,9056,24,catabolic process,PTE.Proteasome_A_N.Cullin.Peptidase_C12.PGK.PGI.Glycolytic.APG12.UPF1_Zn_bind.CAF1.GDC-P.Heme_oxygenase.Nuc_deoxyrib_tr.5_nucleotid_C.Trp_dioxygenase.Tyr_Deacylase.Amidase_2.NT5C.AdoHcyase.DcpS.5-FTHF_cyc-lig.Amidase.Cullin_binding.DcpS_C
309,7017,1,microtubule-based process,Dynein_light
310,46912,3,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer",Citrate_synt.HMG_CoA_synt_C.HMG_CoA_synt_N
311,15238,1,drug transmembrane transporter activity,MatE
312,31625,2,ubiquitin protein ligase binding,Cullin.Cullin_binding
313,48029,1,monosaccharide binding,RbsD_FucU
314,70569,2,uridylyltransferase activity,UDPGP.GalP_UDP_transf
315,15293,1,symporter activity,SDF
316,15297,1,antiporter activity,MatE
317,9159,1,deoxyribonucleoside monophosphate catabolic process,Nuc_deoxyrib_tr
318,9165,17,nucleotide biosynthetic process,DHFR_1.GMP_synt_C.AICARFT_IMPCHas.Adenylsucc_synt.ATP-synt_ab_C.ATP-synt_DE_N.AIRC.NAD_kinase.QRPTase_C.Fumble.ATP-cone.ATP-grasp.ATP-grasp_2.ATP-grasp_4.ATP_bind_3.GMP_PDE_delta.NAD_synthase
319,9166,3,nucleotide catabolic process,5_nucleotid_C.NT5C.5-FTHF_cyc-lig
320,33743,1,peptide-methionine (R)-S-oxide reductase activity,SelR
321,978,1,RNA polymerase II core promoter proximal region sequence-specific DNA binding,BTD
322,982,1,"transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding",BTD
323,5085,1,guanyl-nucleotide exchange factor activity,Mss4
324,50144,1,nucleoside deoxyribosyltransferase activity,Nuc_deoxyrib_tr
325,16209,5,antioxidant activity,AhpC-TSA.Sod_Fe_N.Sod_Fe_C.Catalase.Catalase-rel
326,19441,1,tryptophan catabolic process to kynurenine,Trp_dioxygenase
327,7165,7,signal transduction,RBD.BTK.Cbl_N.Furin-like.Focal_AT.MNNL.Mss4
328,7166,3,cell surface receptor signaling pathway,Cbl_N.Furin-like.MNNL
329,46080,1,dUTP metabolic process,dUTPase
330,7169,1,transmembrane receptor protein tyrosine kinase signaling pathway,Furin-like
331,7172,1,signal complex assembly,Focal_AT
332,5125,1,cytokine activity,IL17
333,9231,1,riboflavin biosynthetic process,Flavokinase
334,19478,1,D-amino acid catabolic process,Tyr_Deacylase
335,5978,1,glycogen biosynthetic process,Glycogen_syn
336,9253,2,peptidoglycan catabolic process,Amidase_2.Amidase
337,70694,1,deoxyribonucleoside 5'-monophosphate N-glycosidase activity,Nuc_deoxyrib_tr
338,9264,1,deoxyribonucleotide catabolic process,NT5C
339,7219,1,Notch signaling pathway,MNNL
340,19510,1,S-adenosylhomocysteine catabolic process,AdoHcyase
341,9396,1,folic acid-containing compound biosynthetic process,THF_DHG_CYH
342,5179,2,hormone activity,Insulin.Hormone_5
343,5185,1,neurohypophyseal hormone activity,Hormone_5
344,3937,1,IMP cyclohydrolase activity,AICARFT_IMPCHas
345,1104,1,RNA polymerase II transcription cofactor activity,Med18
346,9298,1,GDP-mannose biosynthetic process,PMM
347,7264,1,small GTPase mediated signal transduction,Mss4
348,33897,1,ribonuclease T2 activity,Ribonuclease_T2
349,7275,1,multicellular organism development,MNNL
350,6333,1,chromatin assembly or disassembly,ASF1_hist_chap
351,5247,1,voltage-gated chloride channel activity,Voltage_CLC
352,44212,2,transcription regulatory region DNA binding,P53.BTD
353,44237,265,cellular metabolic process,IF-2B.Ribosomal_S7e.Ribosomal_L2_C.ribosomal_L24.Ribosomal_S5_C.Ribosomal_S30.Ribosomal_S8.Ribosomal_L36.Ribosomal_L34.Ribosomal_L39.Ribosomal_S2.Ribosomal_S28e.Ribosomal_L15e.Ribosomal_L35p.Ribosomal_S13.Ribosomal_S11.Ribosomal_S16.Ribosomal_S14.Ribosomal_S15.Ribosomal_S18.Ribosomal_S19.Ribosomal_L29.Ribosomal_L26.Ribosomal_L27.Ribosomal_L20.Ribosomal_L22.Ribosomal_L23.Ribosomal_L4.Ribosomal_L6.Ribosomal_S6e.Ribosomal_S9.Ribosomal_L14.Ribosomal_L17.Ribosomal_L16.Ribosomal_L11.Ribosomal_L13.Ribosomal_L19.Ribosomal_L37e.Ribosomal_L21e.Ribosomal_L32e.Ribosomal_L5e.Ribosomal_S19e.RNA_pol_A_bac.RNA_pol_L.RNA_pol_N.RNA_pol_Rpb2_7.RNA_pol_Rpb2_6.RNA_pol_Rpb2_1.RNA_pol_Rpb2_3.RNA_pol_Rpb1_2.RNA_pol_Rpb1_1.RNA_pol_Rpb1_4.RNA_pol_Rpb1_5.RNA_pol_Rpb1_3.mTERF.Sigma54_activat.PC4.BTD.YEATS.HAT_KAT11.zf-TAZ.PAH.RHD_DNA_bind.LAG1-DNAbind.IMS.Methyltransf_1N.DNA_binding_1.Tyr-DNA_phospho.DNA_ligase_A_C.DNA_ligase_A_M.DNA_ligase_A_N.RQC.Endonuclease_5.Rep-A_N.DnaB_C.DNA_pol_A.Ribonuc_red_lgN.Ribonuc_red_lgC.ORC5_C.DNA_gyraseB.Topoisom_I_N.Topoisom_bac.DNA_topoisoIV.MutS_III.DNA_mis_repair.MutL_C.MutS_IV.eIF-5_eIF-2B.eIF-1a.SUI1.IF4E.polyprenyl_synt.HMG_CoA_synt_C.IspD.HMG_CoA_synt_N.GMP_synt_C.AICARFT_IMPCHas.Adenylsucc_synt.OTCace_N.ELFV_dehydrog_N.Porphobil_deam.Porphobil_deamC.ALAD.tRNA-synt_2.tRNA-synt_1c_C.tRNA-synt_2b.DALR_1.Arg_tRNA_synt_N.tRNA-synt_1d.Alpha_kinase.Furin-like.Focal_AT.Proteasome_A_N.Cullin.Peptidase_C12.S-AdoMet_synt_C.S-AdoMet_synt_M.S-AdoMet_synt_N.ATP-synt_ab_C.ATP-synt_DE_N.Sod_Fe_N.Sod_Fe_C.Sod_Cu.PGK.PGI.Glycolytic.tRNA_SAD.tRNA-synt_2d.DNA_primase_lrg.DNA_primase_S.PCNA_N.PCNA_C.HhH-GPD.Pur_DNA_glyco.OGG_N.H2TH.Ribonucleas_3_3.SpoU_methylase.mRNA_cap_enzyme.Ssu72.Thg1.TGT.BPL_LplA_LipB.UEV.ART.PARP_reg.PRO8NT.PROCN.Glutaminase.Peptidase_C26.NAD_binding_5.CDP-OH_P_transf.URO-D.Coprogen_oxidas.PNP_UDP_1.Pribosyltran.TPK_catalytic.TPK_B1_binding.Oxidored_molyb.Rieske_2.PseudoU_synth_2.PseudoU_synth_1.MoeA_C.MoeA_N.IPPT.Fibrillarin.Frataxin_Cyay.NifU_N.Dak1.Dak2.Helicase_C_2.DNA_pol_A_exo1.STT3.APG12.MafB19-deam.OMPdecase.RF-1.UPF1_Zn_bind.Med18.AIRC.CAF1.COX2_TM.Asn_synthase.DHFR_1.GDC-P.MTHFR.DS.3HCDH.NAD_kinase.GSH_synth_ATP.PAP_central.Ferrochelatase.Heme_oxygenase.NO_synthase.Glyco_transf_64.POT1.Rib_5-P_isom_A.Nuc_deoxyrib_tr.5_nucleotid_C.Trp_dioxygenase.dUTPase.Flavokinase.Tyr_Deacylase.Glycogen_syn.NT5C.AdoHcyase.THF_DHG_CYH.PMM.QRPTase_C.TBP.Pyridoxal_deC.Gln-synt_N.PIP5K.Acetyltransf_16.Fumble.tRNA-synt_2c.PAD_M.ProRS-C_1.DcpS.Trehalase.Inositol_P.Gcd10p.Pyrophosphatase.6PGD.Methyltransf_PK.5-FTHF_cyc-lig.ATP-cone.ATP-grasp.ATP-grasp_2.ATP-grasp_4.ATP_bind_3.Cullin_binding.DNA_photolyase.DNA_pol_B_thumb.DcpS_C.GMP_PDE_delta.Glyco_hydro_15.Glyco_hydro_30.Glyco_hydro_35.Glyco_tranf_2_3.Glyco_trans_1_2.Glyco_trans_1_4.Glyco_trans_4_4.Glyco_transf_4.Glyco_transf_41.Methyltransf_24.NAD_synthase.PAP_assoc.PNP_phzG_C.Pribosyltran_N.RNA_ligase.Rep_fac-A_C.Ribosomal_L1.Ribosomal_L11_N.Ribosomal_L27A.Ribosomal_L30.Ribosomal_L5.Ribosomal_L5_C.Ribosomal_L9_N.Ribosomal_S10.Ribosomal_S17_N.Ribosomal_S3_C.Ribosomal_S4e.Ribosomal_S7.S-methyl_trans
354,9435,1,NAD biosynthetic process,QRPTase_C
355,6352,1,"DNA-templated transcription, initiation",TBP
356,4649,1,poly(ADP-ribose) glycohydrolase activity,PARG_cat
357,42254,2,ribosome biogenesis,Ribosomal_L10.Fibrillarin
358,46373,1,L-arabinose metabolic process,AbfB
359,19752,28,carboxylic acid metabolic process,Pyridoxal_deC.OTCace_N.ELFV_dehydrog_N.tRNA-synt_2.tRNA-synt_1c_C.tRNA-synt_2b.DALR_1.Arg_tRNA_synt_N.tRNA-synt_1d.PGK.PGI.Glycolytic.tRNA_SAD.tRNA-synt_2d.Glutaminase.Peptidase_C26.Asn_synthase.DHFR_1.GDC-P.MTHFR.3HCDH.Trp_dioxygenase.Tyr_Deacylase.AdoHcyase.THF_DHG_CYH.Gln-synt_N.tRNA-synt_2c.ProRS-C_1
360,19773,1,"proteasome core complex, alpha-subunit complex",Proteasome_A_N
361,15696,1,ammonium transport,Ammonium_transp
362,6542,1,glutamine biosynthetic process,Gln-synt_N
363,50518,1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity,IspD
364,19799,1,tubulin N-acetyltransferase activity,Acetyltransf_16
365,5694,4,chromosome,Topoisom_I_N.Rad9.POT1.ORC5_C
366,5506,3,iron ion binding,NifU_N.Ferritin.Frataxin_Cyay
367,4332,1,fructose-bisphosphate aldolase activity,Glycolytic
368,46488,2,phosphatidylinositol metabolic process,PIP5K.Inositol_P
369,42393,1,histone binding,SAD_SRA
370,30131,1,clathrin adaptor complex,Alpha_adaptinC2
371,30151,1,molybdenum ion binding,Mo-co_dimer
372,4497,4,monooxygenase activity,Cu2_monooxygen.Biopterin_H.NO_synthase.Cu2_monoox_C
373,71929,1,alpha-tubulin acetylation,Acetyltransf_16
374,46556,1,alpha-L-arabinofuranosidase activity,AbfB
375,50661,1,NADP binding,G6PD_C
376,4013,1,adenosylhomocysteinase activity,AdoHcyase
377,8113,1,peptide-methionine (S)-S-oxide reductase activity,PMSR
378,15923,2,mannosidase activity,Glyco_hydro_38C.Glyco_hydro_47
379,15934,1,large ribosomal subunit,Ribosomal_L26
380,15937,1,coenzyme A biosynthetic process,Fumble
381,30286,1,dynein complex,Dynein_light
382,4367,1,glycerol-3-phosphate dehydrogenase [NAD+] activity,NAD_Gly3P_dh_C
383,3678,2,DNA helicase activity,DnaB_C.RQC
384,18024,1,histone-lysine N-methyltransferase activity,DOT1
385,3690,5,double-stranded DNA binding,mTERF.MutS_III.DNA_mis_repair.MutS_IV.BTD
386,6419,1,alanyl-tRNA aminoacylation,tRNA-synt_2c
387,15991,1,ATP hydrolysis coupled proton transport,ATP-synt_C
388,3712,3,transcription cofactor activity,zf-TAZ.Med18.PC4
389,3713,1,transcription coactivator activity,PC4
390,5057,1,"signal transducer activity, downstream of receptor",RBD
391,3724,1,RNA helicase activity,RNA_helicase
392,3725,1,double-stranded RNA binding,Sua5_yciO_yrdC
393,5783,1,endoplasmic reticulum,ERO1
394,5786,1,"signal recognition particle, endoplasmic reticulum targeting",SRP14
395,3747,1,translation release factor activity,RF-1
396,3756,1,protein disulfide isomerase activity,ERO1
397,16051,4,carbohydrate biosynthetic process,NeuB.Glycogen_syn.NAD_binding_5.PGI
398,18101,1,protein citrullination,PAD_M
399,16671,3,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",ERO1.SelR.PMSR
400,6433,1,prolyl-tRNA aminoacylation,ProRS-C_1
401,290,2,deadenylation-dependent decapping of nuclear-transcribed mRNA,DcpS.DcpS_C
402,5991,1,trehalose metabolic process,Trehalase
403,5874,1,microtubule,Acetyltransf_16
404,46836,1,glycolipid transport,GLTP
405,9986,1,cell surface,Plasmod_Pvs28
406,46854,1,phosphatidylinositol phosphorylation,Inositol_P
407,3857,1,3-hydroxyacyl-CoA dehydrogenase activity,3HCDH
408,3860,1,3-hydroxyisobutyryl-CoA hydrolase activity,ECH_2
409,30488,1,tRNA methylation,Gcd10p
410,16153,2,urocanate hydratase activity,Urocanase.Urocanase_C
411,5925,1,focal adhesion,Focal_AT
412,3887,1,DNA-directed DNA polymerase activity,DNA_pol_A
413,10038,1,response to metal ion,CutA1
414,3905,1,alkylbase DNA N-glycosylase activity,Pur_DNA_glyco
415,3906,2,DNA-(apurinic or apyrimidinic site) lyase activity,H2TH.OGG_N
416,3908,1,methylated-DNA-[protein]-cysteine S-methyltransferase activity,Methyltransf_1N
