,number,count,name,domains
11,16491,15,oxidoreductase activity,Ald_Xan_dh_C2.Fer2_2.AhpC-TSA.Mo-co_dimer.Cu-oxidase_2.Rieske.ELFV_dehydrog_N.FAD_binding_5.FAD_binding_4.FAD_binding_1.3HCDH.Tyrosinase.FMN_red.Molybdopterin.Fe-ADH
12,3723,15,RNA binding,YTH.Ribonuclease_T2.PUA.eIF-1a.AXH.Ribosomal_S13.SpoU_methylase.Ribosomal_S5.THUMP.Fibrillarin.SLBP_RNA_bind.PseudoU_synth_2.PseudoU_synth_1.IF4E.RNA_helicase
13,5737,14,cytoplasm,PAD.APG12.GLTP.DHHA2.UPF1_Zn_bind.PAD_M.Pyrophosphatase.Arg_tRNA_synt_N.ProRS-C_1.tRNA-synt_1c_C.tRNA-synt_2d.IF4E.PMM.Tyr_Deacylase
14,16020,14,membrane,STT3.Voltage_CLC.Na_sulph_symp.Lectin_leg-like.MatE.Glyco_hydro_47.COX2.Plasmod_Pvs28.SecY.PDGF.Furin-like.Ammonium_transp.CDP-OH_P_transf.PTR2
15,6351,13,"transcription, DNA-templated",RNA_pol_A_bac.RNA_pol_L.RNA_pol_N.RNA_pol_Rpb2_7.RNA_pol_Rpb2_6.RNA_pol_Rpb2_1.RNA_pol_Rpb2_3.RNA_pol_Rpb1_2.RNA_pol_Rpb1_1.RNA_pol_Rpb1_4.RNA_pol_Rpb1_5.RNA_pol_Rpb1_3.RNA_pol
16,3899,13,DNA-directed RNA polymerase activity,RNA_pol_A_bac.RNA_pol_L.RNA_pol_N.RNA_pol_Rpb2_7.RNA_pol_Rpb2_6.RNA_pol_Rpb2_1.RNA_pol_Rpb2_3.RNA_pol_Rpb1_2.RNA_pol_Rpb1_1.RNA_pol_Rpb1_4.RNA_pol_Rpb1_5.RNA_pol_Rpb1_3.RNA_pol
17,16787,11,hydrolase activity,Endonuclease_NS.Asparaginase_2.Peptidase_M20.5_nucleotid_C.dUTPase.Ham1p_like.Amidohydro_2.Amidohydro_1.Peptidase_C26.Creatinase_N.DcpS
18,46872,11,metal ion binding,Fer2_2.Endonuclease_NS.ATP-grasp_3.Sod_Fe_N.Sod_Fe_C.Arginase.Sod_Cu.B12-binding.Lipoxygenase.ALAD.Fe-ADH
19,8270,10,zinc ion binding,zf-CW.zf-PARP.H2TH.Peptidase_M18.zf-UBR.Alpha-mann_mid.UPF1_Zn_bind.zf-TAZ.zf-dskA_traR.PTE
20,6355,10,"regulation of transcription, DNA-templated",mTERF.Sigma54_activat.PC4.BTD.YEATS.HAT_KAT11.zf-TAZ.PAH.RHD_DNA_bind.LAG1-DNAbind
21,6508,10,proteolysis,DPPIV_N.Peptidase_M17.Peptidase_M13.Peptidase_M19.Peptidase_M18.Peptidase_S41.Peptidase_M13_N.Peptidase_S8.Propep_M14.Peptidase_S9
22,5634,10,nucleus,Rep-A_N.Rad1.BTD.ASF1_hist_chap.zf-TAZ.Cbl_N.ORC5_C.Tyr-DNA_phospho.LAG1-DNAbind.Ssu72
23,6281,9,DNA repair,IMS.Methyltransf_1N.DNA_binding_1.Tyr-DNA_phospho.DNA_ligase_A_C.DNA_ligase_A_M.DNA_ligase_A_N.RQC.Endonuclease_5
24,3676,9,nucleic acid binding,tRNA_anti-codon.Endonuclease_NS.DHHA1.Helicase_C_2.Piwi.DNA_pol_A_exo1.RRM_7.RNase_H.Alba
25,5515,8,protein binding,SWIB.GAF_2.GAF_3.POLO_box.PAZ.AXH.SUFU_C.MATH
26,16021,8,integral component of membrane,TspO_MBR.CitMHS.Rhomboid.MNNL.UbiA.SDF.Glyco_transf_64.COX2_TM
27,6260,7,DNA replication,Rep-A_N.DnaB_C.DNA_pol_A.Ribonuc_red_lgN.Ribonuc_red_lgC.ORC5_C.RQC
28,166,7,nucleotide binding,DNA_pol_B.tRNA-synt_2.Arg_tRNA_synt_N.ProRS-C_1.tRNA-synt_1c_C.tRNA-synt_2c.tRNA-synt_2b
29,4553,7,"hydrolase activity, hydrolyzing O-glycosyl compounds",Glyco_hydro_18.Glyco_hydro_1.Glyco_hydro_20.Alpha-mann_mid.Glyco_hydro_2_C.Glyco_hydro_2_N.Melibiase_2
30,5507,6,copper ion binding,Cu_amine_oxid.Cu_amine_oxidN3.Cu2_monooxygen.Cu-oxidase_3.Cu-oxidase_2.COX2
31,6265,5,DNA topological change,DNA_gyraseB.Topoisom_I_N.Topoisom_bac.Topoisom_I.DNA_topoisoIV
32,6298,5,mismatch repair,MutS_III.DNA_mis_repair.MutL_C.MutS_IV.MutS_I
33,16616,5,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",UDPG_MGDP_dh_C.Ldh_1_C.2-Hacid_dh.UDPG_MGDP_dh.Iso_dh
34,16788,5,"hydrolase activity, acting on ester bonds",VRR_NUC.TatD_DNase.Lipase_GDSL.AstE_AspA.Tyr_Deacylase
35,9058,5,biosynthetic process,NTP_transferase.CTP_transf_like.Formyl_trans_C.Formyl_trans_N.SQS_PSY
36,20037,5,heme binding,HNOB.Catalase.Trp_dioxygenase.Cytochrom_C.IDO
37,8168,5,methyltransferase activity,Methyltransf_PK.Methyltr_RsmB-F.Fibrillarin.TP_methylase.EMG1
38,51287,4,NAD binding,UDPG_MGDP_dh_C.2-Hacid_dh.UDPG_MGDP_dh.AdoHcyase
39,6413,4,translational initiation,eIF-5_eIF-2B.eIF-1a.SUI1.IF4E
40,16773,4,"phosphotransferase activity, alcohol group as acceptor",FGGY_C.FGGY_N.Hexokinase_2.ADP_PFK_GK
41,8299,4,isoprenoid biosynthetic process,polyprenyl_synt.HMG_CoA_synt_C.IspD.HMG_CoA_synt_N
42,4812,4,aminoacyl-tRNA ligase activity,tRNA-synt_2.tRNA-synt_1c_C.tRNA-synt_2b.tRNA-synt_2d
43,5509,4,calcium ion binding,PAD.Cbl_N2.PAD_M.Glyco_hydro_47
44,5576,4,extracellular region,IL17.Hormone_5.Defensin_1.Insulin
45,30983,4,mismatched DNA binding,MutS_III.DNA_mis_repair.MutS_IV.MutS_I
46,3743,4,translation initiation factor activity,eIF-5_eIF-2B.eIF-1a.SUI1.IF4E
47,55085,4,transmembrane transport,Voltage_CLC.Na_sulph_symp.CitMHS.MatE
48,6164,3,purine nucleotide biosynthetic process,GMP_synt_C.AICARFT_IMPCHas.Adenylsucc_synt
49,8312,3,7S RNA binding,SRP_SPB.SRP14.SRP19
50,4252,3,serine-type endopeptidase activity,Peptidase_S9_N.Rhomboid.Peptidase_S8
51,6520,3,cellular amino acid metabolic process,OTCace_N.ELFV_dehydrog_N.OTCace
52,33014,3,tetrapyrrole biosynthetic process,Porphobil_deam.Porphobil_deamC.ALAD
53,6418,3,tRNA aminoacylation for protein translation,tRNA-synt_2.tRNA-synt_1c_C.tRNA-synt_2b
54,6420,3,arginyl-tRNA aminoacylation,DALR_1.Arg_tRNA_synt_N.tRNA-synt_1d
55,287,3,magnesium ion binding,Thg1.ACPS.Pyrophosphatase
56,6468,3,protein phosphorylation,Alpha_kinase.Furin-like.Focal_AT
57,51536,3,iron-sulfur cluster binding,Fer2.Radical_SAM.NifU_N
58,16740,3,transferase activity,SHMT.SQS_PSY.SepSecS
59,6511,3,ubiquitin-dependent protein catabolic process,Proteasome_A_N.Cullin.Peptidase_C12
60,4478,3,methionine adenosyltransferase activity,S-AdoMet_synt_C.S-AdoMet_synt_M.S-AdoMet_synt_N
61,6556,3,S-adenosylmethionine biosynthetic process,S-AdoMet_synt_C.S-AdoMet_synt_M.S-AdoMet_synt_N
62,16853,3,isomerase activity,Rotamase.Aldose_epim.RbsD_FucU
63,6614,3,SRP-dependent cotranslational protein targeting to membrane,SRP_SPB.SRP14.SRP19
64,16868,3,"intramolecular transferase activity, phosphotransferases",PGM_PMM_IV.PGM_PMM_III.PGM_PMM_I
65,6807,3,nitrogen compound metabolic process,Gln-synt_N.CN_hydrolase.Gln-synt_C
66,4814,3,arginine-tRNA ligase activity,DALR_1.Arg_tRNA_synt_N.tRNA-synt_1d
67,48038,3,quinone binding,Cu_amine_oxid.Cu_amine_oxidN3.GSDH
68,6310,3,DNA recombination,DNA_ligase_A_C.DNA_ligase_A_M.DNA_ligase_A_N
69,5525,3,GTP binding,EFG_IV.FeoB_N.Adenylsucc_synt
70,30170,3,pyridoxal phosphate binding,Cys_Met_Meta_PP.Aminotran_3.Pyridoxal_deC
71,15986,3,ATP synthesis coupled proton transport,ATP-synt_ab_C.ATP-synt_DE_N.ATP-synt
72,3910,3,DNA ligase (ATP) activity,DNA_ligase_A_C.DNA_ligase_A_M.DNA_ligase_A_N
73,6801,3,superoxide metabolic process,Sod_Fe_N.Sod_Fe_C.Sod_Cu
74,46983,3,protein dimerization activity,RNA_pol_A_bac.SRF-TF.AIF_C
75,8080,3,N-acetyltransferase activity,Acetyltransf_10.Acetyltransf_3.Acetyltransf_7
76,19843,3,rRNA binding,Ribosomal_L20.Ribosomal_L6.Ribosomal_S6
77,6096,3,glycolytic process,PGK.PGI.Glycolytic
78,8199,2,ferric iron binding,Ferritin.Frataxin_Cyay
79,43039,2,tRNA aminoacylation,tRNA_SAD.tRNA-synt_2d
80,8236,2,serine-type peptidase activity,Peptidase_S41.Peptidase_S9
81,4177,2,aminopeptidase activity,Peptidase_M17.Peptidase_M18
82,6269,2,"DNA replication, synthesis of RNA primer",DNA_primase_lrg.DNA_primase_S
83,6275,2,regulation of DNA replication,PCNA_N.PCNA_C
84,6284,2,base-excision repair,HhH-GPD.Pur_DNA_glyco
85,6289,2,nucleotide-excision repair,OGG_N.H2TH
86,8408,2,3'-5' exonuclease activity,DNA_pol_A_exo1.DNA_pol_B_exo1
87,6396,2,RNA processing,Ribonucleas_3_3.SpoU_methylase
88,6397,2,mRNA processing,mRNA_cap_enzyme.Ssu72
89,6400,2,tRNA modification,Thg1.TGT
90,4356,2,glutamate-ammonia ligase activity,Gln-synt_N.Gln-synt_C
91,4371,2,glycerone kinase activity,Dak1.Dak2
92,4379,2,glycylpeptide N-tetradecanoyltransferase activity,NMT.NMT_C
93,4402,2,histone acetyltransferase activity,HAT_KAT11.zf-TAZ
94,16702,2,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",Lipoxygenase.RPE65
95,6464,2,cellular protein modification process,BPL_LplA_LipB.UEV
96,4418,2,hydroxymethylbilane synthase activity,Porphobil_deam.Porphobil_deamC
97,4421,2,hydroxymethylglutaryl-CoA synthase activity,HMG_CoA_synt_C.HMG_CoA_synt_N
98,6471,2,protein ADP-ribosylation,ART.PARP_reg
99,51537,2,"2 iron, 2 sulfur cluster binding",zf-CDGSH.Rieske
100,398,2,"mRNA splicing, via spliceosome",PRO8NT.PROCN
101,6886,2,intracellular protein transport,Alpha_adaptinC2.VHS
102,16742,2,"hydroxymethyl-, formyl- and related transferase activity",Formyl_trans_C.Formyl_trans_N
103,16743,2,carboxyl- or carbamoyltransferase activity,OTCace_N.OTCace
104,16747,2,"transferase activity, transferring acyl groups other than amino-acyl groups",Thiolase_N.FR47
105,16765,2,"transferase activity, transferring alkyl or aryl (other than methyl) groups",UbiA.Prenyltransf
106,16772,2,"transferase activity, transferring phosphorus-containing groups",ATP-gua_PtransN.ATP-gua_Ptrans
107,6541,2,glutamine metabolic process,Glutaminase.Peptidase_C26
108,4518,2,nuclease activity,XPG_I.ERCC4
109,8654,2,phospholipid biosynthetic process,NAD_binding_5.CDP-OH_P_transf
110,4668,2,protein-arginine deiminase activity,PAD.PAD_M
111,6779,2,porphyrin-containing compound biosynthetic process,URO-D.Coprogen_oxidas
112,6810,2,transport,IP_trans.PTR2
113,4784,2,superoxide dismutase activity,Sod_Fe_N.Sod_Fe_C
114,15031,2,protein transport,SecY.UEV
115,31419,2,cobalamin binding,MM_CoA_mutase.B12-binding
116,4871,2,signal transducer activity,Cbl_N.Focal_AT
117,9055,2,electron carrier activity,Fer2.Cytochrom_C
118,9116,2,nucleoside metabolic process,PNP_UDP_1.Pribosyltran
119,9229,2,thiamine diphosphate biosynthetic process,TPK_catalytic.TPK_B1_binding
120,9308,2,amine metabolic process,Cu_amine_oxid.Cu_amine_oxidN3
121,5215,2,transporter activity,Na_sulph_symp.PTR2
122,42128,2,nitrate assimilation,Oxidored_molyb.Rieske_2
123,9451,2,RNA modification,PseudoU_synth_2.PseudoU_synth_1
124,16597,2,amino acid binding,OTCace.ACT
125,48500,2,signal recognition particle,SRP_SPB.SRP19
126,50660,2,flavin adenine dinucleotide binding,FAD-oxidase_C.FAD_binding_4
127,1522,2,pseudouridine synthesis,PseudoU_synth_2.PseudoU_synth_1
128,30976,2,thiamine pyrophosphate binding,TPP_enzyme_N.TPP_enzyme_C
129,30246,2,carbohydrate binding,SIS.Gal_Lectin
130,32324,2,molybdopterin cofactor biosynthetic process,MoeA_C.MoeA_N
131,3684,2,damaged DNA binding,OGG_N.H2TH
132,3700,2,"transcription factor activity, sequence-specific DNA binding",RHD_DNA_bind.LAG1-DNAbind
133,8131,2,primary amine oxidase activity,Cu_amine_oxid.Cu_amine_oxidN3
134,9982,2,pseudouridine synthase activity,PseudoU_synth_2.PseudoU_synth_1
135,3896,2,DNA primase activity,DNA_primase_lrg.DNA_primase_S
136,16192,2,vesicle-mediated transport,Alpha_adaptinC2.Sec1
137,3917,2,DNA topoisomerase type I activity,Topoisom_I_N.Topoisom_I
138,3918,2,DNA topoisomerase type II (ATP-hydrolyzing) activity,DNA_gyraseB.DNA_topoisoIV
139,8033,2,tRNA processing,IPPT.Fibrillarin
140,16226,2,iron-sulfur cluster assembly,Frataxin_Cyay.NifU_N
141,8081,2,phosphoric diester hydrolase activity,GDPD.Tyr-DNA_phospho
142,16301,2,kinase activity,ATP-gua_PtransN.ATP-gua_Ptrans
143,6071,2,glycerol metabolic process,Dak1.Dak2
144,10181,2,FMN binding,Flavodoxin_1.Pyridox_oxase_2
145,6139,2,nucleobase-containing compound metabolic process,Helicase_C_2.DNA_pol_A_exo1
146,4096,1,catalase activity,Catalase
147,8193,1,tRNA guanylyltransferase activity,Thg1
148,6486,1,protein glycosylation,STT3
149,4109,1,coproporphyrinogen oxidase activity,Coprogen_oxidas
150,16407,1,acetyltransferase activity,Acetyltransf_2
151,71704,1,organic substance metabolic process,PGM_PMM_IV
152,6177,1,GMP biosynthetic process,GMP_synt_C
153,45,1,autophagosome assembly,APG12
154,49,1,tRNA binding,tRNA-synt_2d
155,4146,1,dihydrofolate reductase activity,DHFR_1
156,2100,1,tRNA wobble adenosine to inosine editing,MafB19-deam
157,8251,1,tRNA-specific adenosine deaminase activity,MafB19-deam
158,8253,1,5'-nucleotidase activity,NT5C
159,6207,1,'de novo' pyrimidine nucleobase biosynthetic process,OMPdecase
160,77,1,DNA damage checkpoint,Rad9
161,4175,1,endopeptidase activity,Proteasome_A_N
162,4180,1,carboxypeptidase activity,Propep_M14
163,15035,1,protein disulfide oxidoreductase activity,DSBA
164,8528,1,G-protein coupled peptide receptor activity,7TM_GPCR_Srw
165,4222,1,metalloendopeptidase activity,Peptidase_M13
166,43140,1,ATP-dependent 3'-5' DNA helicase activity,RQC
167,17089,1,glycolipid transporter activity,GLTP
168,6415,1,translational termination,RF-1
169,43169,1,cation binding,Alpha-amylase_C
170,4807,1,triose-phosphate isomerase activity,TIM
171,30896,1,checkpoint clamp complex,Rad9
172,184,1,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",UPF1_Zn_bind
173,16573,1,histone acetylation,HAT_KAT11
174,4129,1,cytochrome-c oxidase activity,COX2
175,45261,1,"proton-transporting ATP synthase complex, catalytic core F(1)",ATP-synt
176,16592,1,mediator complex,Med18
177,6357,1,regulation of transcription from RNA polymerase II promoter,Med18
178,8410,1,CoA-transferase activity,CoA_trans
179,6364,1,rRNA processing,Fibrillarin
180,30942,1,endoplasmic reticulum signal peptide binding,SRP14
181,43231,1,intracellular membrane-bounded organelle,zf-CDGSH
182,6370,1,7-methylguanosine mRNA capping,mRNA_cap_enzyme
183,4325,1,ferrochelatase activity,Ferrochelatase
184,16614,1,"oxidoreductase activity, acting on CH-OH group of donors",GMC_oxred_C
185,16620,1,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",Gp_dh_C
186,16624,1,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",E1_dh
187,16627,1,"oxidoreductase activity, acting on the CH-CH group of donors",Sdh_cyt
188,8440,1,"inositol-1,4,5-trisphosphate 3-kinase activity",IPK
189,4345,1,glucose-6-phosphate dehydrogenase activity,G6PD_C
190,4347,1,glucose-6-phosphate isomerase activity,PGI
191,30975,1,thiamine binding,TPK_B1_binding
192,4359,1,glutaminase activity,Glutaminase
193,4363,1,glutathione synthase activity,GSH_synth_ATP
194,6189,1,'de novo' IMP biosynthetic process,AIRC
195,4373,1,glycogen (starch) synthase activity,Glycogen_syn
196,4375,1,glycine dehydrogenase (decarboxylating) activity,GDC-P
197,4484,1,mRNA guanylyltransferase activity,mRNA_cap_enzyme
198,289,1,nuclear-transcribed mRNA poly(A) tail shortening,CAF1
199,4386,1,helicase activity,UPF1_Zn_bind
200,8483,1,transaminase activity,Aminotran_3
201,4392,1,heme oxygenase (decyclizing) activity,Heme_oxygenase
202,6457,1,protein folding,HSP90
203,16714,1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen",Biopterin_H
204,4427,1,inorganic diphosphatase activity,Pyrophosphatase
205,51539,1,"4 iron, 4 sulfur cluster binding",EndIII_4Fe-2S
206,8534,1,oxidized purine nucleobase lesion DNA N-glycosylase activity,OGG_N
207,16746,1,"transferase activity, transferring acyl groups",Carn_acyltransf
208,22900,1,electron transport chain,COX2_TM
209,16757,1,"transferase activity, transferring glycosyl groups",Glycos_transf_3
210,16758,1,"transferase activity, transferring hexosyl groups",Glyco_tran_28_C
211,4471,1,malate dehydrogenase (decarboxylating) (NAD+) activity,malic
212,70008,1,serine-type exopeptidase activity,Peptidase_S9_N
213,16763,1,"transferase activity, transferring pentosyl groups",TGT
214,6529,1,asparagine biosynthetic process,Asn_synthase
215,4488,1,methylenetetrahydrofolate dehydrogenase (NADP+) activity,THF_DHG_CYH
216,4489,1,methylenetetrahydrofolate reductase (NAD(P)H) activity,MTHFR
217,16779,1,nucleotidyltransferase activity,NTP_transferase
218,16780,1,"phosphotransferase activity, for other substituted phosphate groups",CDP-OH_P_transf
219,45454,1,cell redox homeostasis,Pyr_redox_dim
220,6545,1,glycine biosynthetic process,DHFR_1
221,6546,1,glycine catabolic process,GDC-P
222,16791,1,phosphatase activity,Alk_phosphatase
223,33177,1,"proton-transporting two-sector ATPase complex, proton-transporting domain",ATP-synt_C
224,6555,1,methionine metabolic process,MTHFR
225,16798,1,"hydrolase activity, acting on glycosyl bonds",Glyco_hydro_99
226,16799,1,"hydrolase activity, hydrolyzing N-glycosyl compounds",H2TH
227,4512,1,inositol-3-phosphate synthase activity,NAD_binding_5
228,4514,1,nicotinate-nucleotide diphosphorylase (carboxylating) activity,QRPTase_C
229,8612,1,peptidyl-lysine modification to peptidyl-hypusine,DS
230,4517,1,nitric-oxide synthase activity,NO_synthase
231,4519,1,endonuclease activity,Endonuclease_5
232,16810,1,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",CN_hydrolase
233,4523,1,RNA-DNA hybrid ribonuclease activity,RNase_H
234,4525,1,ribonuclease III activity,Ribonucleas_3_3
235,16817,1,"hydrolase activity, acting on acid anhydrides",RIG-I_C-RD
236,16818,1,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",Helicase_C_2
237,4535,1,poly(A)-specific ribonuclease activity,CAF1
238,16829,1,lyase activity,DHDPS
239,16831,1,carboxy-lyase activity,Pyridoxal_deC
240,4555,1,"alpha,alpha-trehalase activity",Trehalase
241,4559,1,alpha-mannosidase activity,Glyco_hydro_38
242,4560,1,alpha-L-fucosidase activity,Alpha_L_fucos
243,16857,1,"racemase and epimerase activity, acting on carbohydrates and derivatives",Ribul_P_3_epim
244,4571,1,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",Glyco_hydro_47
245,16805,1,dipeptidase activity,Peptidase_M19
246,4576,1,oligosaccharyl transferase activity,STT3
247,16866,1,intramolecular transferase activity,MM_CoA_mutase
248,35299,1,inositol pentakisphosphate 2-kinase activity,Ins_P5_2-kin
249,6629,1,lipid metabolic process,GDPD
250,6631,1,fatty acid metabolic process,3HCDH
251,16874,1,ligase activity,GatB_N
